Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/13",,,,,,,,,,,,,,
,72,0.48,,,,219.9,,0.02,,,,20.3,,,,0.9,,
,76,0.5,,,,220.9,,0.02,,,,20.3,,,,1,,
,79,0.52,,,,221.8,,0.02,,,,20.3,,,,0.9,,
,82,0.54,,,,222.7,,0.02,,,,20.3,,,,0.9,,
,85,0.56,,,,223.5,,0.02,,,,20.3,,,,0.8,,
,88,0.58,,,,224.3,,0.02,,,,20.3,,,,0.8,,
,91,0.6,,,,225,,0.02,,,,20.3,,,,0.7,,
,94,0.62,,,,225.8,,0.02,,,,20.3,,,,0.8,,
,97,0.64,,,,226.5,,0.02,,,,20.3,,,,0.7,,
,100,0.66,,,,227.3,,0.02,,,,20.3,,,,0.8,,
,103,0.68,,,,228,,0.02,,,,20.3,,,,0.7,,
,106,0.7,,,,228.6,,0.02,,,,20.3,,,,0.6,,
,109,0.72,,,,229.3,,0.02,,,,20.3,,,,0.7,,
,112,0.74,,,,230,,0.02,,,,20.3,,,,0.7,,
,115,0.76,,,,230.6,,0.02,,,,20.3,,,,0.6,,
,118,0.78,,,,231.2,,0.02,,,,20.3,,,,0.6,,
,121,0.8,,,,231.7,,0.02,,,,20.3,,,,0.5,,
,124,0.82,,,,232.3,,0.02,,,,20.4,,,,0.6,,
,127,0.84,,,,232.8,,0.02,,,,20.4,,,,0.5,,
,130,0.86,,,,233.4,,0.02,,,,20.4,,,,0.6,,
,133,0.88,,,,234,,0.02,,,,20.4,,,,0.6,,
,136,0.9,,,,234.5,,0.02,,,,20.4,,,,0.5,,
,139,0.92,,,,235,,0.02,,,,20.4,,,,0.5,,
,142,0.94,,,,235.5,,0.02,,,,20.4,,,,0.5,,
,145,0.96,,,,236,,0.02,,,,20.4,,,,0.5,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-61.7,,,,,,20.2,,,,,,,
,2,,,,-61.7,,,,,,20.2,,,,0,,,
,3,,,,-61.7,,,,,,20.2,,,,0,,,
,4,,,,-61.8,,,,,,20.2,,,,-0.1,,,
,5,,,,-61.8,,,,,,20.2,,,,0,,,
,6,,,,-61.8,,,,,,20.2,,,,0,,,
,7,,,,-61.8,,,,,,20.2,,,,0,,,
,8,,,,-61.8,,,,,,20.2,,,,0,,,
,9,,,,-61.8,,,,,,20.2,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-61.9,,,,,,20.2,,,,,,
,1,0.001,,,,-62,,,0.001,,,20.3,,-0.1,,,,
,2,0.005,,,,-62,,,0.004,,,20.3,,0,,,,
,3,0.011,,,,-61.7,,,0.006,,,20.3,,0.3,,,,
,4,0.02,,,,-61.1,,,0.009,,,20.3,,0.6,,,,
,5,0.034,,,,-59.7,,,0.014,,,20.3,,1.4,,,,
,6,0.0555,,,,-57.1,,,0.0215,,,20.3,,2.6,,,,
,7,0.08,,,,-53.4,,,0.0245,,,20.3,,3.7,,,,
,8,0.1145,,,,-47,,,0.0345,,,20.3,,6.4,,,,
,9,0.157,,,,-38,,,0.0425,,,20.3,,9,,,,
,10,0.2095,,,,-27.1,,,0.0525,,,20.3,,10.9,,,,
,11,0.2725,,,,-15.1,,,0.063,,,20.3,,12,,,,
,12,0.348,,,,-3.8,,,0.0755,,,20.3,,11.3,,,,
,13,0.4265,,,,7.5,,,0.0785,,,20.3,,11.3,,,,
,14,0.526,,,,20,,,0.0995,,,20.3,,12.5,,,,
,15,0.639,,,,34.8,,,0.113,,,20.3,,14.8,,,,
,16,0.7655,,,,55,,,0.1265,,,20.3,,20.2,,,,
,17,0.9035,,,,76.2,,,0.138,,,20.3,,21.2,,,,
,18,0.9905,,,,103.7,,,0.087,,,20.3,,27.5,,,,
,19,0.991,,,,108.6,,,0.0005,,,20.3,,4.9,,,,
,20,0.994,,,,107.3,,,0.003,,,20.3,,-1.3,,,,
,21,0.9985,,,,108.4,,,0.0045,,,20.3,,1.1,,,,
,22,1.005,,,,110.8,,,0.0065,,,20.3,,2.4,,,,
,23,1.0155,,,,114.6,,,0.0105,,,20.3,,3.8,,,,
,24,1.027,,,,119.2,,,0.0115,,,20.3,,4.6,,,,
,25,1.0415,,,,125,,,0.0145,,,20.3,,5.8,,,,
,26,1.058,,,,131.3,,,0.0165,,,20.3,,6.3,,,,
,27,1.073,,,,137.7,,,0.015,,,20.3,,6.4,,,,
,28,1.084,,,,144,,,0.011,,,20.3,,6.3,,,,
,29,1.091,,,,148.6,,,0.007,,,20.3,,4.6,,,,
,30,1.0965,,,,151.6,,,0.0055,,,20.3,,3,,,,
,31,1.1025,,,,154.8,,,0.006,,,20.3,,3.2,,,,
,32,1.1095,,,,157.8,,,0.007,,,20.3,,3,,,,
,33,1.1165,,,,160.9,,,0.007,,,20.3,,3.1,,,,
,34,1.122,,,,163.6,,,0.0055,,,20.3,,2.7,,,,
,35,1.127,,,,165.8,,,0.005,,,20.3,,2.2,,,,
,36,1.131,,,,167.6,,,0.004,,,20.3,,1.8,,,,
,37,1.136,,,,169.5,,,0.005,,,20.3,,1.9,,,,
,38,1.1405,,,,171,,,0.0045,,,20.3,,1.5,,,,
,39,1.145,,,,172.6,,,0.0045,,,20.3,,1.6,,,,
,40,1.1485,,,,173.8,,,0.0035,,,20.3,,1.2,,,,
,41,1.152,,,,174.9,,,0.0035,,,20.3,,1.1,,,,
,42,1.155,,,,175.8,,,0.003,,,20.3,,0.9,,,,
,43,1.158,,,,176.8,,,0.003,,,20.3,,1,,,,
,44,1.161,,,,177.6,,,0.003,,,20.3,,0.8,,,,
,45,1.164,,,,178.3,,,0.003,,,20.3,,0.7,,,,
,46,1.1665,,,,179,,,0.0025,,,20.3,,0.7,,,,
,47,1.169,,,,179.6,,,0.0025,,,20.3,,0.6,,,,
,48,1.171,,,,180.1,,,0.002,,,20.3,,0.5,,,,
,49,1.1735,,,,180.7,,,0.0025,,,20.3,,0.6,,,,
,50,1.1755,,,,181.3,,,0.002,,,20.3,,0.6,,,,
,51,1.1765,,,,181.7,,,0.001,,,20.3,,0.4,,,,
,52,1.179,,,,182.1,,,0.0025,,,20.3,,0.4,,,,
,53,1.1805,,,,182.5,,,0.0015,,,20.3,,0.4,,,,
,54,1.1805,,,,182.7,,,0,,,20.3,,0.2,,,,
,55,1.181,,,,182.9,,,0.0005,,,20.3,,0.2,,,,
,56,1.183,,,,183.1,,,0.002,,,20.3,,0.2,,,,
,57,1.185,,,,183.4,,,0.002,,,20.3,,0.3,,,,
,58,1.185,,,,183.7,,,0,,,20.3,,0.3,,,,
,59,1.186,,,,183.9,,,0.001,,,20.3,,0.2,,,,
,60,1.188,,,,184,,,0.002,,,20.3,,0.1,,,,
,,1.188,,,,184,,,,,,,,,,,,EP
,61,1.1885,,,,184.4,,,0.0005,,,20.3,,0.4,,,,
,62,1.1885,,,,184.6,,,0,,,20.3,,0.2,,,,
,63,1.1885,,,,184.6,,,0,,,20.3,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,184.4,,,,,,20.6,,,,,,
,3,0.02,,,,187.7,,0.02,,,,20.6,,,,3.3,,
,6,0.04,,,,191.3,,0.02,,,,20.6,,,,3.6,,
,9,0.06,,,,194.5,,0.02,,,,20.6,,,,3.2,,
,12,0.08,,,,197.3,,0.02,,,,20.6,,,,2.8,,
,15,0.1,,,,200.1,,0.02,,,,20.6,,,,2.8,,
,18,0.12,,,,202.4,,0.02,,,,20.6,,,,2.3,,
,21,0.14,,,,204.5,,0.02,,,,20.6,,,,2.1,,
,24,0.16,,,,206.4,,0.02,,,,20.6,,,,1.9,,
,27,0.18,,,,208.1,,0.02,,,,20.6,,,,1.7,,
,30,0.2,,,,209.8,,0.02,,,,20.6,,,,1.7,,
,33,0.22,,,,211.5,,0.02,,,,20.6,,,,1.7,,
,36,0.24,,,,212.9,,0.02,,,,20.6,,,,1.4,,
,39,0.26,,,,214.4,,0.02,,,,20.6,,,,1.5,,
,42,0.28,,,,215.8,,0.02,,,,20.6,,,,1.4,,
,45,0.3,,,,217.2,,0.02,,,,20.6,,,,1.4,,
,48,0.32,,,,218.4,,0.02,,,,20.6,,,,1.2,,
,51,0.34,,,,219.6,,0.02,,,,20.6,,,,1.2,,
,54,0.36,,,,220.6,,0.02,,,,20.6,,,,1,,
,57,0.38,,,,221.6,,0.02,,,,20.6,,,,1,,
,60,0.4,,,,222.6,,0.02,,,,20.7,,,,1,,
,64,0.42,,,,223.7,,0.02,,,,20.7,,,,1.1,,
,66,0.44,,,,224.6,,0.02,,,,20.7,,,,0.9,,
,70,0.46,,,,225.5,,0.02,,,,20.7,,,,0.9,,
,72,0.48,,,,226.4,,0.02,,,,20.7,,,,0.9,,
,76,0.5,,,,227.3,,0.02,,,,20.7,,,,0.9,,
,78,0.52,,,,228.2,,0.02,,,,20.7,,,,0.9,,
,82,0.54,,,,229,,0.02,,,,20.7,,,,0.8,,
,84,0.56,,,,229.7,,0.02,,,,20.7,,,,0.7,,
,88,0.58,,,,230.4,,0.02,,,,20.7,,,,0.7,,
,91,0.6,,,,231.1,,0.02,,,,20.7,,,,0.7,,
,94,0.62,,,,231.8,,0.02,,,,20.7,,,,0.7,,
,97,0.64,,,,232.5,,0.02,,,,20.7,,,,0.7,,
,100,0.66,,,,233.2,,0.02,,,,20.7,,,,0.7,,
,103,0.68,,,,233.9,,0.02,,,,20.7,,,,0.7,,
,106,0.7,,,,234.5,,0.02,,,,20.7,,,,0.6,,
,109,0.72,,,,235.1,,0.02,,,,20.7,,,,0.6,,
,112,0.74,,,,235.7,,0.02,,,,20.7,,,,0.6,,
,115,0.76,,,,236.3,,0.02,,,,20.7,,,,0.6,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-62.2,,,,,,20.4,,,,,,,
,2,,,,-62.2,,,,,,20.4,,,,0,,,
,3,,,,-62.2,,,,,,20.4,,,,0,,,
,4,,,,-62.2,,,,,,20.4,,,,0,,,
,5,,,,-62.3,,,,,,20.4,,,,-0.1,,,
,6,,,,-62.3,,,,,,20.4,,,,0,,,
,7,,,,-62.3,,,,,,20.4,,,,0,,,
,8,,,,-62.3,,,,,,20.4,,,,0,,,
,9,,,,-62.3,,,,,,20.4,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-62.3,,,,,,20.4,,,,,,
,1,0.001,,,,-62.4,,,0.001,,,20.4,,-0.1,,,,
,2,0.005,,,,-62.4,,,0.004,,,20.4,,0,,,,
,3,0.011,,,,-62.1,,,0.006,,,20.4,,0.3,,,,
,4,0.0195,,,,-61.4,,,0.0085,,,20.4,,0.7,,,,
,5,0.0335,,,,-59.9,,,0.014,,,20.4,,1.5,,,,
,6,0.054,,,,-57.5,,,0.0205,,,20.4,,2.4,,,,
,7,0.078,,,,-53.5,,,0.024,,,20.4,,4,,,,
,8,0.1115,,,,-47.3,,,0.0335,,,20.4,,6.2,,,,
,9,0.153,,,,-39.1,,,0.0415,,,20.4,,8.2,,,,
,10,0.2045,,,,-28.3,,,0.0515,,,20.4,,10.8,,,,
,11,0.2665,,,,-16.6,,,0.062,,,20.4,,11.7,,,,
,12,0.341,,,,-4.7,,,0.0745,,,20.4,,11.9,,,,
,13,0.4175,,,,6.2,,,0.0765,,,20.4,,10.9,,,,
,14,0.5165,,,,20.5,,,0.099,,,20.4,,14.3,,,,
,15,0.628,,,,36.2,,,0.1115,,,20.4,,15.7,,,,
,16,0.753,,,,54.2,,,0.125,,,20.4,,18,,,,
,17,0.89,,,,79.9,,,0.137,,,20.4,,25.7,,,,
,18,0.962,,,,105,,,0.072,,,20.4,,25.1,,,,
,19,0.963,,,,106.2,,,0.001,,,20.4,,1.2,,,,
,20,0.9665,,,,103.5,,,0.0035,,,20.4,,-2.7,,,,
,21,0.9715,,,,103.7,,,0.005,,,20.5,,0.2,,,,
,22,0.9795,,,,105.4,,,0.008,,,20.5,,1.7,,,,
,23,0.9915,,,,108.5,,,0.012,,,20.5,,3.1,,,,
,24,1.007,,,,112.9,,,0.0155,,,20.5,,4.4,,,,
,25,1.0235,,,,119.5,,,0.0165,,,20.5,,6.6,,,,
,26,1.0425,,,,126.9,,,0.019,,,20.5,,7.4,,,,
,27,1.06,,,,134.3,,,0.0175,,,20.5,,7.4,,,,
,28,1.072,,,,140.5,,,0.012,,,20.5,,6.2,,,,
,29,1.0795,,,,145.1,,,0.0075,,,20.5,,4.6,,,,
,30,1.0855,,,,147.8,,,0.006,,,20.5,,2.7,,,,
,31,1.0935,,,,151.2,,,0.008,,,20.5,,3.4,,,,
,32,1.102,,,,154.8,,,0.0085,,,20.5,,3.6,,,,
,33,1.11,,,,159,,,0.008,,,20.5,,4.2,,,,
,34,1.115,,,,162.4,,,0.005,,,20.5,,3.4,,,,
,35,1.1175,,,,164.2,,,0.0025,,,20.5,,1.8,,,,
,36,1.1205,,,,165.4,,,0.003,,,20.5,,1.2,,,,
,37,1.1245,,,,166.8,,,0.004,,,20.5,,1.4,,,,
,38,1.1305,,,,168.3,,,0.006,,,20.5,,1.5,,,,
,39,1.137,,,,170.4,,,0.0065,,,20.5,,2.1,,,,
,40,1.1415,,,,172.4,,,0.0045,,,20.5,,2,,,,
,41,1.144,,,,173.8,,,0.0025,,,20.5,,1.4,,,,
,42,1.1465,,,,174.6,,,0.0025,,,20.5,,0.8,,,,
,43,1.1495,,,,175.4,,,0.003,,,20.5,,0.8,,,,
,44,1.1535,,,,176.3,,,0.004,,,20.5,,0.9,,,,
,45,1.1575,,,,177.3,,,0.004,,,20.5,,1,,,,
,46,1.16,,,,178.3,,,0.0025,,,20.5,,1,,,,
,47,1.1625,,,,179,,,0.0025,,,20.5,,0.7,,,,
,48,1.1645,,,,179.4,,,0.002,,,20.5,,0.4,,,,
,49,1.167,,,,180,,,0.0025,,,20.5,,0.6,,,,
,50,1.1695,,,,180.5,,,0.0025,,,20.5,,0.5,,,,
,51,1.172,,,,181.2,,,0.0025,,,20.5,,0.7,,,,
,52,1.174,,,,181.7,,,0.002,,,20.5,,0.5,,,,
,53,1.1755,,,,182.2,,,0.0015,,,20.5,,0.5,,,,
,54,1.176,,,,182.4,,,0.0005,,,20.5,,0.2,,,,
,55,1.177,,,,182.7,,,0.001,,,20.5,,0.3,,,,
,56,1.177,,,,182.9,,,0,,,20.5,,0.2,,,,
,57,1.1795,,,,183.2,,,0.0025,,,20.5,,0.3,,,,
,58,1.18,,,,183.4,,,0.0005,,,20.5,,0.2,,,,
,59,1.182,,,,183.6,,,0.002,,,20.5,,0.2,,,,
,60,1.183,,,,183.9,,,0.001,,,20.5,,0.3,,,,
,,1.18325,,,,184,,,,,,,,,,,,EP
,61,1.1835,,,,184.1,,,0.0005,,,20.5,,0.2,,,,
,62,1.1835,,,,184.2,,,0,,,20.5,,0.1,,,,
,63,1.1835,,,,184.3,,,0,,,20.5,,0.1,,,,
,64,1.1835,,,,184.2,,,0,,,20.5,,-0.1,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,184.4,,,,,,20.8,,,,,,
,3,0.02,,,,187.7,,0.02,,,,20.8,,,,3.3,,
,6,0.04,,,,191.3,,0.02,,,,20.8,,,,3.6,,
,9,0.06,,,,194.5,,0.02,,,,20.8,,,,3.2,,
,12,0.08,,,,197.4,,0.02,,,,20.8,,,,2.9,,
,15,0.1,,,,200.1,,0.02,,,,20.8,,,,2.7,,
,18,0.12,,,,202.4,,0.02,,,,20.8,,,,2.3,,
,21,0.14,,,,204.7,,0.02,,,,20.8,,,,2.3,,
,24,0.16,,,,206.5,,0.02,,,,20.8,,,,1.8,,
,27,0.18,,,,208.2,,0.02,,,,20.8,,,,1.7,,
,30,0.2,,,,210,,0.02,,,,20.8,,,,1.8,,
,33,0.22,,,,211.6,,0.02,,,,20.8,,,,1.6,,
,36,0.24,,,,213.1,,0.02,,,,20.8,,,,1.5,,
,39,0.26,,,,214.6,,0.02,,,,20.8,,,,1.5,,
,42,0.28,,,,216,,0.02,,,,20.8,,,,1.4,,
,45,0.3,,,,217.3,,0.02,,,,20.8,,,,1.3,,
,48,0.32,,,,218.6,,0.02,,,,20.8,,,,1.3,,
,51,0.34,,,,219.8,,0.02,,,,20.8,,,,1.2,,
,54,0.36,,,,220.8,,0.02,,,,20.8,,,,1,,
,57,0.38,,,,221.8,,0.02,,,,20.8,,,,1,,
,60,0.4,,,,222.8,,0.02,,,,20.8,,,,1,,
,63,0.42,,,,223.8,,0.02,,,,20.8,,,,1,,
,66,0.44,,,,224.8,,0.02,,,,20.8,,,,1,,
,70,0.46,,,,225.7,,0.02,,,,20.8,,,,0.9,,
,72,0.48,,,,226.6,,0.02,,,,20.8,,,,0.9,,
,76,0.5,,,,227.5,,0.02,,,,20.8,,,,0.9,,
,78,0.52,,,,228.3,,0.02,,,,20.8,,,,0.8,,
,82,0.54,,,,229.2,,0.02,,,,20.8,,,,0.9,,
,84,0.56,,,,229.9,,0.02,,,,20.8,,,,0.7,,
,88,0.58,,,,230.6,,0.02,,,,20.8,,,,0.7,,
,90,0.6,,,,231.3,,0.02,,,,20.9,,,,0.7,,
,94,0.62,,,,232.1,,0.02,,,,20.9,,,,0.8,,
,97,0.64,,,,232.8,,0.02,,,,20.9,,,,0.7,,
,100,0.66,,,,233.5,,0.02,,,,20.9,,,,0.7,,
,103,0.68,,,,234.1,,0.02,,,,20.9,,,,0.6,,
,106,0.7,,,,234.8,,0.02,,,,20.9,,,,0.7,,
,109,0.72,,,,235.4,,0.02,,,,20.9,,,,0.6,,
,112,0.74,,,,236,,0.02,,,,20.9,,,,0.6,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-74.2,,,,,,20.5,,,,,,,
,2,,,,-74.3,,,,,,20.5,,,,-0.1,,,
,3,,,,-74.3,,,,,,20.5,,,,0,,,
,4,,,,-74.3,,,,,,20.5,,,,0,,,
,5,,,,-74.3,,,,,,20.5,,,,0,,,
,6,,,,-74.3,,,,,,20.5,,,,0,,,
,7,,,,-74.3,,,,,,20.5,,,,0,,,
,8,,,,-74.3,,,,,,20.5,,,,0,,,
,9,,,,-74.3,,,,,,20.5,,,,0,,,
,10,,,,-74.3,,,,,,20.5,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/13",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
