"Analyst","Sample.ID","Sample.Tag","Notes1","Type","X434.nm","X578.nm","X730.nm","dyeV","salinity","temperature","a1a2","a1a2crct","pH_is","pH_a","pH_is_crct","pH_a_crct"
"ctettelbach"," Blank"," no dye",0," Blank",-1e-04,0,-1e-04,0,NA,NA,NA,NA,NA,NA,NA,NA
"ctettelbach"," BaySTD2"," no dye",0," Measurement 1",0.0592,0.0423,0.1168,0,30.34,14.11,1.33421052631579,1.33990084210526,7.98618725209143,7.82779720496648,7.98820607114333,7.82981602401838
"ctettelbach"," BaySTD2"," m-cresol added",0," Measurement 2",0.6283,0.8019,0.1159,80,30.34,14.11,NA,NA,NA,NA,NA,NA
"ctettelbach"," T21-714-1"," no dye",0," Measurement 1",0.0498,0.0393,0.1153,0,27.05,15.25,1.0693359375,1.071911328125,7.87189190173107,7.73064318071151,7.87301497535476,7.73176625433519
"ctettelbach"," T21-714-1"," m-cresol added",0," Measurement 2",0.6629,0.695,0.114,80,27.05,15.25,NA,NA,NA,NA,NA,NA
"ctettelbach"," T21-714-2"," no dye",0," Measurement 1",0.05,0.0394,0.1152,0,27.04,15.26,1.05809601301871,1.06053922213181,7.866831845475,7.72573288741281,7.86790794470248,7.72680898664029
"ctettelbach"," T21-714-2"," m-cresol added",0," Measurement 2",0.6638,0.6889,0.1145,80,27.04,15.26,NA,NA,NA,NA,NA,NA
