"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.45,207.7,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.47,209.2,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.49,210.5,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.51,211.8,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.53,213,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.55,214.2,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.57,215.4,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.59,216.5,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.61,217.6,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.63,218.6,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.65,219.6,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.67,220.5,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.69,221.3,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.71,222.1,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.73,223,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.75,223.8,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.77,224.5,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.79,225.3,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.81,226.1,17.9,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.83,226.8,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.85,227.5,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.87,228.3,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.89,228.8,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.91,229.4,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.93,230,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.95,230.7,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.97,231.3,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
1.99,231.8,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.01,232.5,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.03,233,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.05,233.6,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.07,234,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.09,234.6,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.11,235,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.13,235.5,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
2.15,236,18,"ALKCRM-3",52.065,33.525,18,7.4,7,207.565,236.16
