Titration Data Only,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-50,,,,,,17,,,,,,,,
,2,,,,-50,,,,,,17,,,,0,,,,
,3,,,,-50,,,,,,17,,,,0,,,,
,4,,,,-50,,,,,,17,,,,0,,,,
,5,,,,-50,,,,,,17,,,,0,,,,
,6,,,,-50,,,,,,17,,,,0,,,,
,7,,,,-50,,,,,,17,,,,0,,,,
,8,,,,-50,,,,,,17,,,,0,,,,
,9,,,,-50,,,,,,17,,,,0,,,,
,10,,,,-50,,,,,,17,,,,0,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,65,,1.3735,,,,,195.6,,,0.002,,17.6,,0.1,,,,
,66,,1.3755,,,,,195.8,,,0.002,,17.6,,0.2,,,,
,67,,1.377,,,,,196,,,0.0015,,17.6,,0.2,,,,
,,,1.377,,,,,196,,,,,,,,,,,EP
,68,,1.3775,,,,,196.2,,,0.0005,,17.6,,0.2,,,,
,69,,1.3775,,,,,196.3,,,0,,17.6,,0.1,,,,
,70,,1.3775,,,,,196.3,,,0,,17.6,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 11/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 11/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],,
,0,,0,,,,,196.6,,,,,17.9,,,,,,
,3,,0.02,,,,,198.3,,0.02,,,17.9,,,,1.7,,
,6,,0.04,,,,,200.2,,0.02,,,17.9,,,,1.9,,
,9,,0.06,,,,,202.2,,0.02,,,17.9,,,,2,,
,12,,0.08,,,,,203.9,,0.02,,,17.9,,,,1.7,,
,15,,0.1,,,,,205.7,,0.02,,,17.9,,,,1.8,,
,18,,0.12,,,,,207.2,,0.02,,,17.9,,,,1.5,,
,21,,0.14,,,,,208.6,,0.02,,,17.9,,,,1.4,,
,24,,0.16,,,,,209.9,,0.02,,,17.9,,,,1.3,,
,27,,0.18,,,,,211.2,,0.02,,,17.9,,,,1.3,,
,30,,0.2,,,,,212.5,,0.02,,,17.9,,,,1.3,,
,33,,0.22,,,,,213.7,,0.02,,,17.9,,,,1.2,,
,36,,0.24,,,,,214.8,,0.02,,,17.9,,,,1.1,,
,39,,0.26,,,,,215.8,,0.02,,,17.9,,,,1,,
,42,,0.28,,,,,216.9,,0.02,,,17.9,,,,1.1,,
,45,,0.3,,,,,217.9,,0.02,,,17.9,,,,1,,
,48,,0.32,,,,,218.9,,0.02,,,17.9,,,,1,,
,51,,0.34,,,,,219.8,,0.02,,,17.9,,,,0.9,,
,54,,0.36,,,,,220.7,,0.02,,,17.9,,,,0.9,,
,57,,0.38,,,,,221.5,,0.02,,,17.9,,,,0.8,,
,60,,0.4,,,,,222.3,,0.02,,,17.9,,,,0.8,,
,63,,0.42,,,,,223.1,,0.02,,,17.9,,,,0.8,,
,66,,0.44,,,,,223.9,,0.02,,,17.9,,,,0.8,,
,70,,0.46,,,,,224.7,,0.02,,,17.9,,,,0.8,,
,72,,0.48,,,,,225.4,,0.02,,,17.9,,,,0.7,,
,76,,0.5,,,,,226.2,,0.02,,,17.9,,,,0.8,,
,79,,0.52,,,,,226.8,,0.02,,,17.9,,,,0.6,,
,82,,0.54,,,,,227.5,,0.02,,,17.9,,,,0.7,,
,85,,0.56,,,,,228.1,,0.02,,,17.9,,,,0.6,,
,88,,0.58,,,,,228.7,,0.02,,,17.9,,,,0.6,,
,91,,0.6,,,,,229.4,,0.02,,,17.9,,,,0.7,,
,94,,0.62,,,,,229.9,,0.02,,,17.9,,,,0.5,,
,97,,0.64,,,,,230.5,,0.02,,,17.9,,,,0.6,,
,100,,0.66,,,,,231.1,,0.02,,,17.9,,,,0.6,,
,103,,0.68,,,,,231.7,,0.02,,,17.9,,,,0.6,,
,106,,0.7,,,,,232.3,,0.02,,,17.9,,,,0.6,,
,109,,0.72,,,,,232.8,,0.02,,,17.9,,,,0.5,,
,112,,0.74,,,,,233.4,,0.02,,,17.9,,,,0.6,,
,115,,0.76,,,,,233.8,,0.02,,,17.9,,,,0.4,,
,118,,0.78,,,,,234.3,,0.02,,,17.9,,,,0.5,,
,121,,0.8,,,,,234.8,,0.02,,,17.9,,,,0.5,,
,124,,0.82,,,,,235.3,,0.02,,,17.9,,,,0.5,,
,127,,0.84,,,,,235.7,,0.02,,,17.9,,,,0.4,,
,130,,0.86,,,,,236.2,,0.02,,,17.9,,,,0.5,,
,133,,0.88,,,,,236.7,,0.02,,,17.9,,,,0.5,,
,136,,0.9,,,,,237.2,,0.02,,,17.9,,,,0.5,,
,139,,0.92,,,,,237.6,,0.02,,,17.9,,,,0.4,,
,142,,0.94,,,,,238.1,,0.02,,,17.9,,,,0.5,,
,145,,0.96,,,,,238.5,,0.02,,,17.9,,,,0.4,,
,148,,0.98,,,,,238.9,,0.02,,,17.9,,,,0.4,,
,151,,1,,,,,239.3,,0.02,,,17.9,,,,0.4,,
,154,,1.02,,,,,239.7,,0.02,,,17.9,,,,0.4,,
,157,,1.04,,,,,240.1,,0.02,,,17.9,,,,0.4,,
,160,,1.06,,,,,240.5,,0.02,,,17.9,,,,0.4,,
,163,,1.08,,,,,240.8,,0.02,,,17.9,,,,0.3,,
,166,,1.1,,,,,241.3,,0.02,,,17.9,,,,0.5,,
,169,,1.12,,,,,241.7,,0.02,,,18,,,,0.4,,
,172,,1.14,,,,,242.1,,0.02,,,18,,,,0.4,,
,175,,1.16,,,,,242.4,,0.02,,,18,,,,0.3,,
,178,,1.18,,,,,242.8,,0.02,,,18,,,,0.4,,
,181,,1.2,,,,,243.1,,0.02,,,18,,,,0.3,,
,184,,1.22,,,,,243.5,,0.02,,,18,,,,0.4,,
,187,,1.24,,,,,243.8,,0.02,,,18,,,,0.3,,
,190,,1.26,,,,,244.1,,0.02,,,18,,,,0.3,,
,193,,1.28,,,,,244.5,,0.02,,,18,,,,0.4,,
,196,,1.3,,,,,244.8,,0.02,,,18,,,,0.3,,
,199,,1.32,,,,,245.1,,0.02,,,18,,,,0.3,,
,202,,1.34,,,,,245.4,,0.02,,,18,,,,0.3,,
,205,,1.36,,,,,245.7,,0.02,,,18,,,,0.3,,
,208,,1.38,,,,,246,,0.02,,,18,,,,0.3,,
,211,,1.4,,,,,246.4,,0.02,,,18,,,,0.4,,
,214,,1.42,,,,,246.7,,0.02,,,18,,,,0.3,,
,217,,1.44,,,,,247,,0.02,,,18,,,,0.3,,
,220,,1.46,,,,,247.3,,0.02,,,18,,,,0.3,,
,223,,1.48,,,,,247.6,,0.02,,,18,,,,0.3,,
,226,,1.5,,,,,247.9,,0.02,,,18,,,,0.3,,
,229,,1.52,,,,,248.1,,0.02,,,18,,,,0.2,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 12/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 12/12",,,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,,
,1,,,,-67.4,,,,,,17.6,,,,,,,,
,2,,,,-67.4,,,,,,17.6,,,,0,,,,
,3,,,,-67.4,,,,,,17.6,,,,0,,,,
,4,,,,-67.5,,,,,,17.6,,,,-0.1,,,,
,5,,,,-67.4,,,,,,17.6,,,,0.1,,,,
,6,,,,-67.4,,,,,,17.6,,,,0,,,,
,7,,,,-67.4,,,,,,17.6,,,,0,,,,
,8,,,,-67.5,,,,,,17.6,,,,-0.1,,,,
,9,,,,-67.5,,,,,,17.6,,,,0,,,,
,10,,,,-67.5,,,,,,17.6,,,,0,,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 12/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 12/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,,dV,,Temp.,,dE,,,,EP
,[s],,[mL],,,,,[mV],,,[mL],,[°C],,[mV],,,,
,0,,0,,,,,-67.5,,,,,17.6,,,,,,
,1,,0.001,,,,,-67.5,,,0.001,,17.6,,0,,,,
,2,,0.005,,,,,-67.5,,,0.004,,17.6,,0,,,,
,3,,0.011,,,,,-67.2,,,0.006,,17.6,,0.3,,,,
,4,,0.0195,,,,,-66.6,,,0.0085,,17.6,,0.6,,,,
,5,,0.0335,,,,,-65.3,,,0.014,,17.6,,1.3,,,,
,6,,0.054,,,,,-63.1,,,0.0205,,17.6,,2.2,,,,
,7,,0.0775,,,,,-59.9,,,0.0235,,17.6,,3.2,,,,
,8,,0.1105,,,,,-54.5,,,0.033,,17.6,,5.4,,,,
,9,,0.151,,,,,-46.6,,,0.0405,,17.6,,7.9,,,,
,10,,0.2005,,,,,-36.1,,,0.0495,,17.6,,10.5,,,,
,11,,0.262,,,,,-21.1,,,0.0615,,17.6,,15,,,,
,12,,0.335,,,,,-3.9,,,0.073,,17.6,,17.2,,,,
,13,,0.411,,,,,11.7,,,0.076,,17.6,,15.6,,,,
,14,,0.508,,,,,26.5,,,0.097,,17.6,,14.8,,,,
,15,,0.618,,,,,45.1,,,0.11,,17.6,,18.6,,,,
,16,,0.741,,,,,63.4,,,0.123,,17.6,,18.3,,,,
,17,,0.8775,,,,,82.7,,,0.1365,,17.6,,19.3,,,,
,18,,0.993,,,,,107.9,,,0.1155,,17.6,,25.2,,,,
,19,,0.9945,,,,,109,,,0.0015,,17.6,,1.1,,,,
,20,,0.9975,,,,,101.8,,,0.003,,17.6,,-7.2,,,,
,21,,1.0015,,,,,99.5,,,0.004,,17.6,,-2.3,,,,
,22,,1.008,,,,,100.4,,,0.0065,,17.6,,0.9,,,,
,23,,1.018,,,,,103.3,,,0.01,,17.6,,2.9,,,,
,24,,1.0315,,,,,108.2,,,0.0135,,17.6,,4.9,,,,
,25,,1.0465,,,,,112.7,,,0.015,,17.6,,4.5,,,,
,26,,1.066,,,,,118.9,,,0.0195,,17.7,,6.2,,,,
,27,,1.088,,,,,127.6,,,0.022,,17.6,,8.7,,,,
,28,,1.108,,,,,135.2,,,0.02,,17.7,,7.6,,,,
,29,,1.123,,,,,141.3,,,0.015,,17.7,,6.1,,,,
,30,,1.1385,,,,,146.8,,,0.0155,,17.7,,5.5,,,,
,31,,1.152,,,,,152.4,,,0.0135,,17.7,,5.6,,,,
,32,,1.165,,,,,158.5,,,0.013,,17.7,,6.1,,,,
,33,,1.173,,,,,162.1,,,0.008,,17.7,,3.6,,,,
,34,,1.1805,,,,,164.7,,,0.0075,,17.7,,2.6,,,,
,35,,1.1895,,,,,167.1,,,0.009,,17.7,,2.4,,,,
,36,,1.1985,,,,,169.5,,,0.009,,17.7,,2.4,,,,
,37,,1.21,,,,,172.4,,,0.0115,,17.7,,2.9,,,,
,38,,1.2205,,,,,175.4,,,0.0105,,17.7,,3,,,,
,39,,1.2285,,,,,177.7,,,0.008,,17.7,,2.3,,,,
,40,,1.236,,,,,179.6,,,0.0075,,17.7,,1.9,,,,
,41,,1.2435,,,,,181.2,,,0.0075,,17.7,,1.6,,,,
,42,,1.25,,,,,182.8,,,0.0065,,17.7,,1.6,,,,
,43,,1.258,,,,,184.3,,,0.008,,17.7,,1.5,,,,
,44,,1.265,,,,,185.7,,,0.007,,17.7,,1.4,,,,
,45,,1.2705,,,,,186.8,,,0.0055,,17.7,,1.1,,,,
,46,,1.2765,,,,,187.9,,,0.006,,17.7,,1.1,,,,
,47,,1.281,,,,,188.7,,,0.0045,,17.7,,0.8,,,,
,48,,1.2855,,,,,189.4,,,0.0045,,17.7,,0.7,,,,
,49,,1.2905,,,,,190.1,,,0.005,,17.7,,0.7,,,,
,50,,1.295,,,,,190.9,,,0.0045,,17.7,,0.8,,,,
,51,,1.298,,,,,191.5,,,0.003,,17.7,,0.6,,,,
,52,,1.3005,,,,,192,,,0.0025,,17.7,,0.5,,,,
,53,,1.303,,,,,192.5,,,0.0025,,17.7,,0.5,,,,
,54,,1.306,,,,,192.9,,,0.003,,17.7,,0.4,,,,
,55,,1.308,,,,,193.3,,,0.002,,17.7,,0.4,,,,
,56,,1.3105,,,,,193.7,,,0.0025,,17.7,,0.4,,,,
,57,,1.313,,,,,194.1,,,0.0025,,17.7,,0.4,,,,
,58,,1.3155,,,,,194.4,,,0.0025,,17.7,,0.3,,,,
,59,,1.3175,,,,,194.6,,,0.002,,17.7,,0.2,,,,
,60,,1.318,,,,,194.8,,,0.0005,,17.7,,0.2,,,,
,61,,1.3195,,,,,194.9,,,0.0015,,17.7,,0.1,,,,
,62,,1.322,,,,,195.1,,,0.0025,,17.7,,0.2,,,,
,63,,1.3235,,,,,195.4,,,0.0015,,17.7,,0.3,,,,
,64,,1.325,,,,,195.6,,,0.0015,,17.7,,0.2,,,,
,65,,1.326,,,,,195.8,,,0.001,,17.7,,0.2,,,,
,66,,1.3285,,,,,195.9,,,0.0025,,17.7,,0.1,,,,
,,,1.329,,,,,196,,,,,,,,,,,EP
,67,,1.33,,,,,196.2,,,0.0015,,17.7,,0.3,,,,
,68,,1.33,,,,,196.4,,,0,,17.7,,0.2,,,,
,69,,1.33,,,,,196.4,,,0,,17.7,,0,,,,
,69,,1.33,,,,,196.5,,,0,,17.7,,0.1,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 12/12",,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 12/12",,,,,,,,,,,,,,,
,Time,,V,,,,,Meas. value,,dV,,,Temp.,,,,dE,,
,[s],,[mL],,,,,[mV],,[mL],,,[°C],,,,[mV],,
,0,,0,,,,,197,,,,,17.9,,,,,,
,3,,0.02,,,,,198.7,,0.02,,,17.9,,,,1.7,,
,6,,0.04,,,,,200.6,,0.02,,,17.9,,,,1.9,,
,9,,0.06,,,,,202.6,,0.02,,,17.9,,,,2,,
,12,,0.08,,,,,204.4,,0.02,,,17.9,,,,1.8,,
,15,,0.1,,,,,206.2,,0.02,,,17.9,,,,1.8,,
,18,,0.12,,,,,207.7,,0.02,,,17.9,,,,1.5,,
,21,,0.14,,,,,209.2,,0.02,,,17.9,,,,1.5,,
,24,,0.16,,,,,210.5,,0.02,,,17.9,,,,1.3,,
,27,,0.18,,,,,211.8,,0.02,,,17.9,,,,1.3,,
,30,,0.2,,,,,213,,0.02,,,17.9,,,,1.2,,
,33,,0.22,,,,,214.2,,0.02,,,17.9,,,,1.2,,
,36,,0.24,,,,,215.4,,0.02,,,17.9,,,,1.2,,
,39,,0.26,,,,,216.5,,0.02,,,17.9,,,,1.1,,
,42,,0.28,,,,,217.6,,0.02,,,17.9,,,,1.1,,
,45,,0.3,,,,,218.6,,0.02,,,17.9,,,,1,,
,48,,0.32,,,,,219.6,,0.02,,,17.9,,,,1,,
,51,,0.34,,,,,220.5,,0.02,,,17.9,,,,0.9,,
,54,,0.36,,,,,221.3,,0.02,,,17.9,,,,0.8,,
,57,,0.38,,,,,222.1,,0.02,,,17.9,,,,0.8,,
,60,,0.4,,,,,223,,0.02,,,17.9,,,,0.9,,
,63,,0.42,,,,,223.8,,0.02,,,17.9,,,,0.8,,
,66,,0.44,,,,,224.5,,0.02,,,17.9,,,,0.7,,
,70,,0.46,,,,,225.3,,0.02,,,17.9,,,,0.8,,
,72,,0.48,,,,,226.1,,0.02,,,17.9,,,,0.8,,
,76,,0.5,,,,,226.8,,0.02,,,18,,,,0.7,,
,79,,0.52,,,,,227.5,,0.02,,,18,,,,0.7,,
,82,,0.54,,,,,228.3,,0.02,,,18,,,,0.8,,
,85,,0.56,,,,,228.8,,0.02,,,18,,,,0.5,,
,88,,0.58,,,,,229.4,,0.02,,,18,,,,0.6,,
,91,,0.6,,,,,230,,0.02,,,18,,,,0.6,,
,94,,0.62,,,,,230.7,,0.02,,,18,,,,0.7,,
,97,,0.64,,,,,231.3,,0.02,,,18,,,,0.6,,
,100,,0.66,,,,,231.8,,0.02,,,18,,,,0.5,,
,103,,0.68,,,,,232.5,,0.02,,,18,,,,0.7,,
,106,,0.7,,,,,233,,0.02,,,18,,,,0.5,,
,109,,0.72,,,,,233.6,,0.02,,,18,,,,0.6,,
,112,,0.74,,,,,234,,0.02,,,18,,,,0.4,,
,115,,0.76,,,,,234.6,,0.02,,,18,,,,0.6,,
,118,,0.78,,,,,235,,0.02,,,18,,,,0.4,,
,121,,0.8,,,,,235.5,,0.02,,,18,,,,0.5,,
,124,,0.82,,,,,236,,0.02,,,18,,,,0.5,,
,127,,0.84,,,,,236.6,,0.02,,,18,,,,0.6,,
,130,,0.86,,,,,237,,0.02,,,18,,,,0.4,,
,133,,0.88,,,,,237.4,,0.02,,,18,,,,0.4,,
,136,,0.9,,,,,238,,0.02,,,18,,,,0.6,,
,139,,0.92,,,,,238.4,,0.02,,,18,,,,0.4,,
,142,,0.94,,,,,238.8,,0.02,,,18,,,,0.4,,
,145,,0.96,,,,,239.2,,0.02,,,18,,,,0.4,,
,148,,0.98,,,,,239.6,,0.02,,,18,,,,0.4,,
,151,,1,,,,,240,,0.02,,,18,,,,0.4,,
,154,,1.02,,,,,240.5,,0.02,,,18,,,,0.5,,
,157,,1.04,,,,,240.8,,0.02,,,18,,,,0.3,,
,160,,1.06,,,,,241.2,,0.02,,,18,,,,0.4,,
,163,,1.08,,,,,241.7,,0.02,,,18,,,,0.5,,
,166,,1.1,,,,,242,,0.02,,,18,,,,0.3,,
,169,,1.12,,,,,242.4,,0.02,,,18,,,,0.4,,
,172,,1.14,,,,,242.8,,0.02,,,18,,,,0.4,,
,175,,1.16,,,,,243.2,,0.02,,,18,,,,0.4,,
,178,,1.18,,,,,243.5,,0.02,,,18,,,,0.3,,
,181,,1.2,,,,,243.8,,0.02,,,18,,,,0.3,,
,184,,1.22,,,,,244.2,,0.02,,,18,,,,0.4,,
,187,,1.24,,,,,244.6,,0.02,,,18,,,,0.4,,
,190,,1.26,,,,,244.9,,0.02,,,18,,,,0.3,,
,193,,1.28,,,,,245.2,,0.02,,,18,,,,0.3,,
,196,,1.3,,,,,245.6,,0.02,,,18,,,,0.4,,
,199,,1.32,,,,,245.9,,0.02,,,18,,,,0.3,,
,202,,1.34,,,,,246.2,,0.02,,,18,,,,0.3,,
,205,,1.36,,,,,246.5,,0.02,,,18,,,,0.3,,
,208,,1.38,,,,,246.8,,0.02,,,18,,,,0.3,,
,211,,1.4,,,,,247.1,,0.02,,,18,,,,0.3,,
,214,,1.42,,,,,247.4,,0.02,,,18,,,,0.3,,
,217,,1.44,,,,,247.7,,0.02,,,18,,,,0.3,,
,220,,1.46,,,,,248.1,,0.02,,,18,,,,0.4,,
11/10/2020 16:00,,,,SystemInternal,,,,,,,,,,,,1-Jan,,,
