Titration Data Only,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-27.0,,,,,,19.5,,,,,,,,,,,,,
,2,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,3,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,4,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,5,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,6,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,7,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,8,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,9,,,,,-27.1,,,,,,19.5,,,-0.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,46,,1.3190,,,,188.3,,0.0050,,,,20.2,1.0,,,,,,,,,,,
,47,,1.3220,,,,189.0,,0.0030,,,,20.2,0.7,,,,,,,,,,,
,48,,1.3245,,,,189.4,,0.0025,,,,20.2,0.4,,,,,,,,,,,
,49,,1.3270,,,,189.9,,0.0025,,,,20.2,0.5,,,,,,,,,,,
,50,,1.3300,,,,190.3,,0.0030,,,,20.2,0.4,,,,,,,,,,,
,51,,1.3325,,,,190.8,,0.0025,,,,20.2,0.5,,,,,,,,,,,
,52,,1.3350,,,,191.3,,0.0025,,,,20.2,0.5,,,,,,,,,,,
,53,,1.3375,,,,191.6,,0.0025,,,,20.2,0.3,,,,,,,,,,,
,54,,1.3395,,,,192.1,,0.0020,,,,20.2,0.5,,,,,,,,,,,
,55,,1.3410,,,,192.3,,0.0015,,,,20.2,0.2,,,,,,,,,,,
,56,,1.3430,,,,192.6,,0.0020,,,,20.2,0.3,,,,,,,,,,,
,57,,1.3440,,,,192.9,,0.0010,,,,20.2,0.3,,,,,,,,,,,
,58,,1.3460,,,,193.1,,0.0020,,,,20.2,0.2,,,,,,,,,,,
,59,,1.3470,,,,193.4,,0.0010,,,,20.2,0.3,,,,,,,,,,,
,60,,1.3480,,,,193.5,,0.0010,,,,20.2,0.1,,,,,,,,,,,
,61,,1.3505,,,,193.6,,0.0025,,,,20.2,0.1,,,,,,,,,,,
,62,,1.3525,,,,193.8,,0.0020,,,,20.2,0.2,,,,,,,,,,,
,63,,1.3525,,,,194.1,,0.0000,,,,20.2,0.3,,,,,,,,,,,
,64,,1.3525,,,,194.3,,0.0000,,,,20.2,0.2,,,,,,,,,,,
,65,,1.3525,,,,194.2,,0.0000,,,,20.2,-0.1,,,,,,,,,,,
,65,,1.3525,,,,194.3,,0.0000,,,,20.2,0.1,,,,,,,,,,,
,,,1.3525,,,,194.0,,,,,,,,,,,,,EP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 2/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.7,,,,,,20.4,,,,,,,,,,,,
,3,,0.0200,,,,196.7,,0.0200,,,,20.4,2.0,,,,,,,,,,,
,6,,0.0400,,,,199.0,,0.0200,,,,20.4,2.3,,,,,,,,,,,
,9,,0.0600,,,,201.2,,0.0200,,,,20.4,2.2,,,,,,,,,,,
,12,,0.0800,,,,203.3,,0.0200,,,,20.4,2.1,,,,,,,,,,,
,15,,0.1000,,,,205.2,,0.0200,,,,20.4,1.9,,,,,93.67,,,,,,
,18,,0.1200,,,,207.0,,0.0200,,,,20.4,1.8,,,,,84.12,,,,,,
,21,,0.1400,,,,208.6,,0.0200,,,,20.4,1.6,,,,,77.11,,,,,,
,24,,0.1600,,,,210.1,,0.0200,,,,20.4,1.5,,,,,71.57,,,,,,
,27,,0.1800,,,,211.4,,0.0200,,,,20.4,1.3,,,,,67.83,,,,,,
,30,,0.2000,,,,212.7,,0.0200,,,,20.4,1.3,,,,,64.63,,,,,,
,33,,0.2200,,,,214.1,,0.0200,,,,20.4,1.4,,,,,62.97,,,,,,
,36,,0.2400,,,,215.3,,0.0200,,,,20.4,1.2,,,,,61.22,,,,,,
,39,,0.2600,,,,216.5,,0.0200,,,,20.4,1.2,,,,,59.30,,,,,,
,42,,0.2800,,,,217.6,,0.0200,,,,20.4,1.1,,,,,56.57,,,,,,
,45,,0.3000,,,,218.8,,0.0200,,,,20.4,1.2,,,,,53.21,,,,,,
,48,,0.3200,,,,219.8,,0.0200,,,,20.4,1.0,,,,,50.19,,,,,,
,51,,0.3400,,,,220.8,,0.0200,,,,20.4,1.0,,,,,47.23,,,,,,
,54,,0.3600,,,,221.7,,0.0200,,,,20.4,0.9,,,,,44.92,,,,,,
,57,,0.3800,,,,222.5,,0.0200,,,,20.4,0.8,,,,,43.13,,,,,,
,60,,0.4000,,,,223.4,,0.0200,,,,20.4,0.9,,,,,42.49,,,,,,
,64,,0.4200,,,,224.3,,0.0200,,,,20.4,0.9,,,,,41.99,,,,,,
,66,,0.4400,,,,225.1,,0.0200,,,,20.4,0.8,,,,,41.52,,,,,,
,70,,0.4600,,,,225.9,,0.0200,,,,20.4,0.8,,,,,40.29,,,,,,
,72,,0.4800,,,,226.7,,0.0200,,,,20.4,0.8,,,,,38.78,,,,,,
,76,,0.5000,,,,227.5,,0.0200,,,,20.4,0.8,,,,,37.51,,,,,,
,78,,0.5200,,,,228.2,,0.0200,,,,20.4,0.7,,,,,35.71,,,,,,
,82,,0.5400,,,,228.9,,0.0200,,,,20.4,0.7,,,,,33.99,,,,,,
,84,,0.5600,,,,229.6,,0.0200,,,,20.4,0.7,,,,,32.71,,,,,,
,88,,0.5800,,,,230.2,,0.0200,,,,20.4,0.6,,,,,31.92,,,,,,
,91,,0.6000,,,,230.8,,0.0200,,,,20.4,0.6,,,,,31.50,,,,,,
,94,,0.6200,,,,231.5,,0.0200,,,,20.4,0.7,,,,,30.99,,,,,,
,97,,0.6400,,,,232.1,,0.0200,,,,20.4,0.6,,,,,31.00,,,,,,
,100,,0.6600,,,,232.7,,0.0200,,,,20.4,0.6,,,,,30.52,,,,,,
,103,,0.6800,,,,233.3,,0.0200,,,,20.4,0.6,,,,,29.77,,,,,,
,106,,0.7000,,,,233.9,,0.0200,,,,20.4,0.6,,,,,29.01,,,,,,
,109,,0.7200,,,,234.5,,0.0200,,,,20.4,0.6,,,,,28.50,,,,,,
,112,,0.7400,,,,235.0,,0.0200,,,,20.5,0.5,,,,,27.50,,,,,,
,115,,0.7600,,,,235.6,,0.0200,,,,20.4,0.6,,,,,26.50,,,,,,
,118,,0.7800,,,,236.1,,0.0200,,,,20.5,0.5,,,,,25.70,,,,,,
,121,,0.8000,,,,236.6,,0.0200,,,,20.5,0.5,,,,,25.51,,,,,,
,124,,0.8200,,,,237.1,,0.0200,,,,20.5,0.5,,,,,25.00,,,,,,
,127,,0.8400,,,,237.6,,0.0200,,,,20.5,0.5,,,,,24.49,,,,,,
,130,,0.8600,,,,238.1,,0.0200,,,,20.5,0.5,,,,,24.01,,,,,,
,133,,0.8800,,,,238.6,,0.0200,,,,20.5,0.5,,,,,23.49,,,,,,
,136,,0.9000,,,,239.0,,0.0200,,,,20.5,0.4,,,,,23.01,,,,,,
,139,,0.9200,,,,239.5,,0.0200,,,,20.5,0.5,,,,,22.21,,,,,,
,142,,0.9400,,,,239.9,,0.0200,,,,20.5,0.4,,,,,22.27,,,,,,
,145,,0.9600,,,,240.4,,0.0200,,,,20.5,0.5,,,,,22.02,,,,,,
,148,,0.9800,,,,240.8,,0.0200,,,,20.5,0.4,,,,,21.48,,,,,,
,151,,1.0000,,,,241.2,,0.0200,,,,20.5,0.4,,,,,20.51,,,,,,
,154,,1.0200,,,,241.7,,0.0200,,,,20.5,0.5,,,,,19.70,,,,,,
,157,,1.0400,,,,242.0,,0.0200,,,,20.5,0.3,,,,,19.71,,,,,,
,160,,1.0600,,,,242.4,,0.0200,,,,20.5,0.4,,,,,20.03,,,,,,
,163,,1.0800,,,,242.8,,0.0200,,,,20.5,0.4,,,,,19.97,,,,,,
,166,,1.1000,,,,243.2,,0.0200,,,,20.5,0.4,,,,,20.29,,,,,,
,169,,1.1200,,,,243.7,,0.0200,,,,20.5,0.5,,,,,20.59,,,,,,
,172,,1.1400,,,,244.0,,0.0200,,,,20.5,0.3,,,,,19.21,,,,,,
,175,,1.1600,,,,244.4,,0.0200,,,,20.5,0.4,,,,,18.00,,,,,,
,178,,1.1800,,,,244.8,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,181,,1.2000,,,,245.1,,0.0200,,,,20.5,0.3,,,,,,,,,,,
,184,,1.2200,,,,245.4,,0.0200,,,,20.5,0.3,,,,,,,,,,,
,187,,1.2400,,,,245.8,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,190,,1.2600,,,,246.2,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-54.4,,,,,,20.2,,,,,,,,,,,,,
,2,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,3,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,4,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,5,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,6,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,7,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,8,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,9,,,,,-54.4,,,,,,20.2,,,0.0,,,,,,,,,,
,10,,,,,-54.5,,,,,,20.2,,,-0.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-54.5,,,,,,20.2,,,,,,,,,,,,
,1,,0.0010,,,,-54.5,,0.0010,,,,20.2,0.0,,,,,,,,,,,
,2,,0.0050,,,,-54.5,,0.0040,,,,20.2,0.0,,,,,,,,,,,
,3,,0.0110,,,,-54.2,,0.0060,,,,20.2,0.3,,,,,,,,,,,
,4,,0.0200,,,,-53.3,,0.0090,,,,20.2,0.9,,,,,,,,,,,
,5,,0.0340,,,,-51.4,,0.0140,,,,20.2,1.9,,,,,,,,,,,
,6,,0.0555,,,,-47.9,,0.0215,,,,20.2,3.5,,,,,,,,,,,
,7,,0.0800,,,,-42.6,,0.0245,,,,20.2,5.3,,,,,,,,,,,
,8,,0.1145,,,,-34.2,,0.0345,,,,20.2,8.4,,,,,,,,,,,
,9,,0.1570,,,,-23.6,,0.0425,,,,20.2,10.6,,,,,,,,,,,
,10,,0.2080,,,,-10.7,,0.0510,,,,20.2,12.9,,,,,,,,,,,
,11,,0.2705,,,,3.3,,0.0625,,,,20.2,14.0,,,,,,,,,,,
,12,,0.3445,,,,15.4,,0.0740,,,,20.2,12.1,,,,,,,,,,,
,13,,0.4210,,,,26.2,,0.0765,,,,20.2,10.8,,,,,,,,,,,
,14,,0.5200,,,,37.7,,0.0990,,,,20.2,11.5,,,,,,,,,,,
,15,,0.6315,,,,49.0,,0.1115,,,,20.2,11.3,,,,,,,,,,,
,16,,0.7555,,,,62.3,,0.1240,,,,20.2,13.3,,,,,,,,,,,
,17,,0.8920,,,,83.6,,0.1365,,,,20.2,21.3,,,,,,,,,,,
,18,,1.0220,,,,107.9,,0.1300,,,,20.2,24.3,,,,,,,,,,,
,19,,1.0250,,,,105.1,,0.0030,,,,20.2,-2.8,,,,,,,,,,,
,20,,1.0280,,,,99.3,,0.0030,,,,20.2,-5.8,,,,,,,,,,,
,21,,1.0325,,,,98.6,,0.0045,,,,20.2,-0.7,,,,,,,,,,,
,22,,1.0390,,,,100.3,,0.0065,,,,20.2,1.7,,,,,,,,,,,
,23,,1.0490,,,,102.6,,0.0100,,,,20.2,2.3,,,,,,,,,,,
,24,,1.0630,,,,105.9,,0.0140,,,,20.2,3.3,,,,,,,,,,,
,25,,1.0810,,,,111.6,,0.0180,,,,20.2,5.7,,,,,,,,,,,
,26,,1.1005,,,,116.4,,0.0195,,,,20.2,4.8,,,,,,,,,,,
,27,,1.1245,,,,123.6,,0.0240,,,,20.2,7.2,,,,,,,,,,,
,28,,1.1500,,,,130.8,,0.0255,,,,20.2,7.2,,,,,,,,,,,
,29,,1.1735,,,,140.4,,0.0235,,,,20.2,9.6,,,,,,,,,,,
,30,,1.1830,,,,145.4,,0.0095,,,,20.2,5.0,,,,,,,,,,,
,31,,1.1910,,,,147.3,,0.0080,,,,20.2,1.9,,,,,,,,,,,
,32,,1.2000,,,,150.3,,0.0090,,,,20.2,3.0,,,,,,,,,,,
,33,,1.2125,,,,155.2,,0.0125,,,,20.2,4.9,,,,,,,,,,,
,34,,1.2245,,,,159.7,,0.0120,,,,20.2,4.5,,,,,,,,,,,
,35,,1.2340,,,,164.0,,0.0095,,,,20.2,4.3,,,,,,,,,,,
,36,,1.2420,,,,167.4,,0.0080,,,,20.2,3.4,,,,,,,,,,,
,37,,1.2495,,,,169.2,,0.0075,,,,20.2,1.8,,,,,,,,,,,
,38,,1.2570,,,,171.8,,0.0075,,,,20.2,2.6,,,,,,,,,,,
,39,,1.2655,,,,174.1,,0.0085,,,,20.2,2.3,,,,,,,,,,,
,40,,1.2740,,,,176.2,,0.0085,,,,20.2,2.1,,,,,,,,,,,
,41,,1.2825,,,,178.3,,0.0085,,,,20.2,2.1,,,,,,,,,,,
,42,,1.2900,,,,180.5,,0.0075,,,,20.2,2.2,,,,,,,,,,,
,43,,1.2945,,,,181.7,,0.0045,,,,20.2,1.2,,,,,,,,,,,
,44,,1.2985,,,,182.9,,0.0040,,,,20.2,1.2,,,,,,,,,,,
,45,,1.3030,,,,183.9,,0.0045,,,,20.2,1.0,,,,,,,,,,,
,46,,1.3085,,,,184.9,,0.0055,,,,20.2,1.0,,,,,,,,,,,
,47,,1.3140,,,,185.9,,0.0055,,,,20.2,1.0,,,,,,,,,,,
,48,,1.3195,,,,186.8,,0.0055,,,,20.2,0.9,,,,,,,,,,,
,49,,1.3240,,,,187.7,,0.0045,,,,20.2,0.9,,,,,,,,,,,
,50,,1.3270,,,,188.4,,0.0030,,,,20.2,0.7,,,,,,,,,,,
,51,,1.3295,,,,189.0,,0.0025,,,,20.2,0.6,,,,,,,,,,,
,52,,1.3325,,,,189.4,,0.0030,,,,20.2,0.4,,,,,,,,,,,
,53,,1.3355,,,,189.9,,0.0030,,,,20.2,0.5,,,,,,,,,,,
,54,,1.3390,,,,190.5,,0.0035,,,,20.2,0.6,,,,,,,,,,,
,55,,1.3415,,,,191.0,,0.0025,,,,20.2,0.5,,,,,,,,,,,
,56,,1.3440,,,,191.4,,0.0025,,,,20.2,0.4,,,,,,,,,,,
,57,,1.3465,,,,191.7,,0.0025,,,,20.2,0.3,,,,,,,,,,,
,58,,1.3485,,,,192.2,,0.0020,,,,20.2,0.5,,,,,,,,,,,
,59,,1.3510,,,,192.5,,0.0025,,,,20.2,0.3,,,,,,,,,,,
,60,,1.3535,,,,192.8,,0.0025,,,,20.2,0.3,,,,,,,,,,,
,61,,1.3540,,,,193.1,,0.0005,,,,20.2,0.3,,,,,,,,,,,
,62,,1.3550,,,,193.2,,0.0010,,,,20.2,0.1,,,,,,,,,,,
,63,,1.3575,,,,193.4,,0.0025,,,,20.2,0.2,,,,,,,,,,,
,64,,1.3590,,,,193.7,,0.0015,,,,20.2,0.3,,,,,,,,,,,
,65,,1.3595,,,,193.8,,0.0005,,,,20.2,0.1,,,,,,,,,,,
,66,,1.3615,,,,194.0,,0.0020,,,,20.2,0.2,,,,,,,,,,,
,,,1.3615,,,,194.0,,,,,,,,,,,,,EP,,,,,
,67,,1.3620,,,,194.2,,0.0005,,,,20.2,0.2,,,,,,,,,,,
,68,,1.3620,,,,194.3,,0.0000,,,,20.2,0.1,,,,,,,,,,,
,69,,1.3620,,,,194.4,,0.0000,,,,20.2,0.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.8,,,,,,20.4,,,,,,,,,,,,
,3,,0.0200,,,,196.8,,0.0200,,,,20.4,2.0,,,,,,,,,,,
,6,,0.0400,,,,199.1,,0.0200,,,,20.4,2.3,,,,,,,,,,,
,9,,0.0600,,,,201.2,,0.0200,,,,20.4,2.1,,,,,,,,,,,
,12,,0.0800,,,,203.3,,0.0200,,,,20.4,2.1,,,,,,,,,,,
,15,,0.1000,,,,205.2,,0.0200,,,,20.4,1.9,,,,,91.58,,,,,,
,18,,0.1200,,,,206.9,,0.0200,,,,20.4,1.7,,,,,83.93,,,,,,
,21,,0.1400,,,,208.5,,0.0200,,,,20.4,1.6,,,,,77.93,,,,,,
,24,,0.1600,,,,210.0,,0.0200,,,,20.4,1.5,,,,,72.61,,,,,,
,27,,0.1800,,,,211.4,,0.0200,,,,20.4,1.4,,,,,68.13,,,,,,
,30,,0.2000,,,,212.8,,0.0200,,,,20.4,1.4,,,,,64.41,,,,,,
,33,,0.2200,,,,214.0,,0.0200,,,,20.4,1.2,,,,,61.14,,,,,,
,36,,0.2400,,,,215.2,,0.0200,,,,20.4,1.2,,,,,59.22,,,,,,
,39,,0.2600,,,,216.3,,0.0200,,,,20.4,1.1,,,,,57.50,,,,,,
,42,,0.2800,,,,217.5,,0.0200,,,,20.4,1.2,,,,,55.20,,,,,,
,45,,0.3000,,,,218.6,,0.0200,,,,20.4,1.1,,,,,53.56,,,,,,
,48,,0.3200,,,,219.7,,0.0200,,,,20.4,1.1,,,,,51.03,,,,,,
,51,,0.3400,,,,220.6,,0.0200,,,,20.4,0.9,,,,,47.91,,,,,,
,54,,0.3600,,,,221.5,,0.0200,,,,20.4,0.9,,,,,45.20,,,,,,
,57,,0.3800,,,,222.5,,0.0200,,,,20.4,1.0,,,,,43.70,,,,,,
,60,,0.4000,,,,223.3,,0.0200,,,,20.4,0.8,,,,,42.92,,,,,,
,64,,0.4200,,,,224.1,,0.0200,,,,20.4,0.8,,,,,42.02,,,,,,
,66,,0.4400,,,,225.0,,0.0200,,,,20.4,0.9,,,,,40.76,,,,,,
,70,,0.4600,,,,225.8,,0.0200,,,,20.4,0.8,,,,,40.01,,,,,,
,72,,0.4800,,,,226.6,,0.0200,,,,20.4,0.8,,,,,39.02,,,,,,
,76,,0.5000,,,,227.3,,0.0200,,,,20.4,0.7,,,,,37.27,,,,,,
,78,,0.5200,,,,228.1,,0.0200,,,,20.4,0.8,,,,,35.22,,,,,,
,82,,0.5400,,,,228.8,,0.0200,,,,20.4,0.7,,,,,34.20,,,,,,
,84,,0.5600,,,,229.4,,0.0200,,,,20.4,0.6,,,,,33.23,,,,,,
,88,,0.5800,,,,230.1,,0.0200,,,,20.4,0.7,,,,,32.49,,,,,,
,91,,0.6000,,,,230.7,,0.0200,,,,20.4,0.6,,,,,31.70,,,,,,
,94,,0.6200,,,,231.4,,0.0200,,,,20.4,0.7,,,,,31.51,,,,,,
,97,,0.6400,,,,232.0,,0.0200,,,,20.4,0.6,,,,,31.28,,,,,,
,100,,0.6600,,,,232.6,,0.0200,,,,20.4,0.6,,,,,30.52,,,,,,
,103,,0.6800,,,,233.2,,0.0200,,,,20.4,0.6,,,,,29.78,,,,,,
,106,,0.7000,,,,233.8,,0.0200,,,,20.4,0.6,,,,,28.50,,,,,,
,109,,0.7200,,,,234.4,,0.0200,,,,20.4,0.6,,,,,27.50,,,,,,
,112,,0.7400,,,,234.9,,0.0200,,,,20.5,0.5,,,,,26.21,,,,,,
,115,,0.7600,,,,235.4,,0.0200,,,,20.5,0.5,,,,,25.21,,,,,,
,118,,0.7800,,,,235.9,,0.0200,,,,20.5,0.5,,,,,24.70,,,,,,
,121,,0.8000,,,,236.4,,0.0200,,,,20.5,0.5,,,,,24.71,,,,,,
,124,,0.8200,,,,236.9,,0.0200,,,,20.5,0.5,,,,,25.00,,,,,,
,127,,0.8400,,,,237.4,,0.0200,,,,20.5,0.5,,,,,25.29,,,,,,
,130,,0.8600,,,,237.9,,0.0200,,,,20.5,0.5,,,,,25.30,,,,,,
,133,,0.8800,,,,238.4,,0.0200,,,,20.5,0.5,,,,,24.79,,,,,,
,136,,0.9000,,,,238.9,,0.0200,,,,20.5,0.5,,,,,23.79,,,,,,
,139,,0.9200,,,,239.4,,0.0200,,,,20.5,0.5,,,,,22.21,,,,,,
,142,,0.9400,,,,239.8,,0.0200,,,,20.5,0.4,,,,,21.21,,,,,,
,145,,0.9600,,,,240.2,,0.0200,,,,20.5,0.4,,,,,20.72,,,,,,
,148,,0.9800,,,,240.6,,0.0200,,,,20.5,0.4,,,,,20.70,,,,,,
,151,,1.0000,,,,241.0,,0.0200,,,,20.5,0.4,,,,,21.00,,,,,,
,154,,1.0200,,,,241.5,,0.0200,,,,20.5,0.5,,,,,21.29,,,,,,
,157,,1.0400,,,,241.9,,0.0200,,,,20.5,0.4,,,,,21.00,,,,,,
,160,,1.0600,,,,242.3,,0.0200,,,,20.5,0.4,,,,,20.80,,,,,,
,163,,1.0800,,,,242.7,,0.0200,,,,20.5,0.4,,,,,20.00,,,,,,
,166,,1.1000,,,,243.1,,0.0200,,,,20.5,0.4,,,,,19.49,,,,,,
,169,,1.1200,,,,243.5,,0.0200,,,,20.5,0.4,,,,,19.01,,,,,,
,172,,1.1400,,,,243.9,,0.0200,,,,20.5,0.4,,,,,18.20,,,,,,
,175,,1.1600,,,,244.2,,0.0200,,,,20.5,0.3,,,,,18.01,,,,,,
,178,,1.1800,,,,244.6,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,181,,1.2000,,,,244.9,,0.0200,,,,20.5,0.3,,,,,,,,,,,
,184,,1.2200,,,,245.3,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,187,,1.2400,,,,245.7,,0.0200,,,,20.5,0.4,,,,,,,,,,,
,190,,1.2600,,,,246.0,,0.0200,,,,20.5,0.3,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-54.7,,,,,,20.2,,,,,,,,,,,,,
,2,,,,,-54.7,,,,,,20.2,,,0.0,,,,,,,,,,
,3,,,,,-54.8,,,,,,20.2,,,-0.1,,,,,,,,,,
,4,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,5,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,6,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,7,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,8,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,9,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,10,,,,,-54.8,,,,,,20.2,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-54.8,,,,,,20.2,,,,,,,,,,,,
,1,,0.0010,,,,-54.9,,0.0010,,,,20.2,-0.1,,,,,,,,,,,
,2,,0.0050,,,,-54.8,,0.0040,,,,20.2,0.1,,,,,,,,,,,
,3,,0.0110,,,,-54.4,,0.0060,,,,20.2,0.4,,,,,,,,,,,
,4,,0.0200,,,,-53.4,,0.0090,,,,20.2,1.0,,,,,,,,,,,
,5,,0.0340,,,,-51.5,,0.0140,,,,20.2,1.9,,,,,,,,,,,
,6,,0.0550,,,,-48.1,,0.0210,,,,20.2,3.4,,,,,,,,,,,
,7,,0.0800,,,,-43.0,,0.0250,,,,20.2,5.1,,,,,,,,,,,
,8,,0.1145,,,,-35.2,,0.0345,,,,20.2,7.8,,,,,,,,,,,
,9,,0.1570,,,,-23.8,,0.0425,,,,20.2,11.4,,,,,,,,,,,
,10,,0.2090,,,,-10.7,,0.0520,,,,20.2,13.1,,,,,,,,,,,
,11,,0.2715,,,,2.4,,0.0625,,,,20.2,13.1,,,,,,,,,,,
,12,,0.3470,,,,16.5,,0.0755,,,,20.2,14.1,,,,,,,,,,,
,13,,0.4255,,,,26.3,,0.0785,,,,20.2,9.8,,,,,,,,,,,
,14,,0.5250,,,,39.6,,0.0995,,,,20.2,13.3,,,,,,,,,,,
,15,,0.6380,,,,51.9,,0.1130,,,,20.2,12.3,,,,,,,,,,,
,16,,0.7625,,,,68.8,,0.1245,,,,20.2,16.9,,,,,,,,,,,
,17,,0.8995,,,,84.2,,0.1370,,,,20.2,15.4,,,,,,,,,,,
,18,,1.0175,,,,103.5,,0.1180,,,,20.2,19.3,,,,,,,,,,,
,19,,1.0280,,,,104.4,,0.0105,,,,20.2,0.9,,,,,,,,,,,
,20,,1.0355,,,,101.1,,0.0075,,,,20.2,-3.3,,,,,,,,,,,
,21,,1.0480,,,,103.1,,0.0125,,,,20.2,2.0,,,,,,,,,,,
