Titration Data Only,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-27.0,,,,,,19.5,,,,,,,,,,,,,
,2,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,3,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,4,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,5,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,6,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,7,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,8,,,,,-27.0,,,,,,19.5,,,0.0,,,,,,,,,,
,9,,,,,-27.1,,,,,,19.5,,,-0.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,5,,0.0335,,,,-49.3,,0.0140,,,,20.0,2.6,,,,,,,,,,,
,6,,0.0540,,,,-44.7,,0.0205,,,,20.0,4.6,,,,,,,,,,,
,7,,0.0820,,,,-36.7,,0.0280,,,,20.0,8.0,,,,,,,,,,,
,8,,0.1170,,,,-24.8,,0.0350,,,,20.0,11.9,,,,,,,,,,,
,9,,0.1560,,,,-12.0,,0.0390,,,,20.0,12.8,,,,,,,,,,,
,10,,0.2070,,,,2.5,,0.0510,,,,20.0,14.5,,,,,,,,,,,
,11,,0.2695,,,,16.8,,0.0625,,,,20.0,14.3,,,,,,,,,,,
,12,,0.3440,,,,32.8,,0.0745,,,,20.0,16.0,,,,,,,,,,,
,13,,0.4320,,,,43.8,,0.0880,,,,20.0,11.0,,,,,,,,,,,
,14,,0.5320,,,,61.4,,0.1000,,,,20.0,17.6,,,,,,,,,,,
,15,,0.6345,,,,75.7,,0.1025,,,,20.0,14.3,,,,,,,,,,,
,16,,0.7595,,,,95.7,,0.1250,,,,20.0,20.0,,,,,,,,,,,
,17,,0.8015,,,,111.9,,0.0420,,,,20.0,16.2,,,,,,,,,,,
,18,,0.8040,,,,107.9,,0.0025,,,,20.0,-4.0,,,,,,,,,,,
,19,,0.8085,,,,107.0,,0.0045,,,,20.0,-0.9,,,,,,,,,,,
,20,,0.8145,,,,109.1,,0.0060,,,,20.0,2.1,,,,,,,,,,,
,21,,0.8230,,,,112.2,,0.0085,,,,20.0,3.1,,,,,,,,,,,
,22,,0.8350,,,,116.8,,0.0120,,,,20.0,4.6,,,,,,,,,,,
,23,,0.8500,,,,122.8,,0.0150,,,,20.0,6.0,,,,,,,,,,,
,24,,0.8670,,,,129.8,,0.0170,,,,20.0,7.0,,,,,,,,,,,
,25,,0.8850,,,,137.8,,0.0180,,,,20.0,8.0,,,,,,,,,,,
,26,,0.8975,,,,146.5,,0.0125,,,,20.0,8.7,,,,,,,,,,,
,27,,0.9035,,,,150.5,,0.0060,,,,20.0,4.0,,,,,,,,,,,
,28,,0.9080,,,,153.8,,0.0045,,,,20.0,3.3,,,,,,,,,,,
,29,,0.9145,,,,156.6,,0.0065,,,,20.0,2.8,,,,,,,,,,,
,30,,0.9220,,,,160.1,,0.0075,,,,20.0,3.5,,,,,,,,,,,
,31,,0.9315,,,,163.8,,0.0095,,,,20.0,3.7,,,,,,,,,,,
,32,,0.9400,,,,167.8,,0.0085,,,,20.0,4.0,,,,,,,,,,,
,33,,0.9460,,,,170.9,,0.0060,,,,20.0,3.1,,,,,,,,,,,
,34,,0.9500,,,,172.9,,0.0040,,,,20.0,2.0,,,,,,,,,,,
,35,,0.9550,,,,174.5,,0.0050,,,,20.0,1.6,,,,,,,,,,,
,36,,0.9610,,,,176.1,,0.0060,,,,20.0,1.6,,,,,,,,,,,
,37,,0.9685,,,,178.1,,0.0075,,,,20.0,2.0,,,,,,,,,,,
,38,,0.9760,,,,180.1,,0.0075,,,,20.0,2.0,,,,,,,,,,,
,39,,0.9815,,,,181.8,,0.0055,,,,20.0,1.7,,,,,,,,,,,
,40,,0.9850,,,,183.0,,0.0035,,,,20.0,1.2,,,,,,,,,,,
,41,,0.9890,,,,184.0,,0.0040,,,,20.0,1.0,,,,,,,,,,,
,42,,0.9930,,,,185.0,,0.0040,,,,20.0,1.0,,,,,,,,,,,
,43,,0.9980,,,,186.1,,0.0050,,,,20.0,1.1,,,,,,,,,,,
,44,,1.0015,,,,187.1,,0.0035,,,,20.0,1.0,,,,,,,,,,,
,45,,1.0045,,,,188.0,,0.0030,,,,20.0,0.9,,,,,,,,,,,
,46,,1.0065,,,,188.5,,0.0020,,,,20.1,0.5,,,,,,,,,,,
,47,,1.0090,,,,189.0,,0.0025,,,,20.0,0.5,,,,,,,,,,,
,48,,1.0120,,,,189.6,,0.0030,,,,20.0,0.6,,,,,,,,,,,
,49,,1.0145,,,,190.2,,0.0025,,,,20.0,0.6,,,,,,,,,,,
,50,,1.0170,,,,190.7,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,51,,1.0195,,,,191.2,,0.0025,,,,20.0,0.5,,,,,,,,,,,
,52,,1.0220,,,,191.6,,0.0025,,,,20.1,0.4,,,,,,,,,,,
,53,,1.0240,,,,192.0,,0.0020,,,,20.1,0.4,,,,,,,,,,,
,54,,1.0255,,,,192.4,,0.0015,,,,20.1,0.4,,,,,,,,,,,
,55,,1.0265,,,,192.7,,0.0010,,,,20.1,0.3,,,,,,,,,,,
,56,,1.0280,,,,192.9,,0.0015,,,,20.1,0.2,,,,,,,,,,,
,57,,1.0305,,,,193.2,,0.0025,,,,20.1,0.3,,,,,,,,,,,
,58,,1.0305,,,,193.5,,0.0000,,,,20.1,0.3,,,,,,,,,,,
,59,,1.0315,,,,193.7,,0.0010,,,,20.1,0.2,,,,,,,,,,,
,60,,1.0340,,,,194.0,,0.0025,,,,20.1,0.3,,,,,,,,,,,
,,,1.0340,,,,194.0,,,,,,,,,,,,,EP,,,,,
,61,,1.0350,,,,194.3,,0.0010,,,,20.1,0.3,,,,,,,,,,,
,62,,1.0350,,,,194.5,,0.0000,,,,20.1,0.2,,,,,,,,,,,
,63,,1.0350,,,,194.6,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 6/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,195.0,,,,,,20.3,,,,,,,,,,,,
,3,,0.0200,,,,197.5,,0.0200,,,,20.3,2.5,,,,,,,,,,,
,6,,0.0400,,,,200.4,,0.0200,,,,20.3,2.9,,,,,,,,,,,
,9,,0.0600,,,,202.9,,0.0200,,,,20.3,2.5,,,,,,,,,,,
,12,,0.0800,,,,205.4,,0.0200,,,,20.3,2.5,,,,,,,,,,,
,15,,0.1000,,,,207.6,,0.0200,,,,20.3,2.2,,,,,107.34,,,,,,
,18,,0.1200,,,,209.6,,0.0200,,,,20.3,2.0,,,,,96.07,,,,,,
,21,,0.1400,,,,211.5,,0.0200,,,,20.3,1.9,,,,,87.82,,,,,,
,24,,0.1600,,,,213.1,,0.0200,,,,20.3,1.6,,,,,81.05,,,,,,
,27,,0.1800,,,,214.7,,0.0200,,,,20.3,1.6,,,,,76.06,,,,,,
,30,,0.2000,,,,216.1,,0.0200,,,,20.3,1.4,,,,,72.10,,,,,,
,33,,0.2200,,,,217.6,,0.0200,,,,20.3,1.5,,,,,69.22,,,,,,
,36,,0.2400,,,,219.0,,0.0200,,,,20.3,1.4,,,,,66.70,,,,,,
,39,,0.2600,,,,220.2,,0.0200,,,,20.3,1.2,,,,,63.72,,,,,,
,42,,0.2800,,,,221.5,,0.0200,,,,20.3,1.3,,,,,61.08,,,,,,
,45,,0.3000,,,,222.7,,0.0200,,,,20.3,1.2,,,,,57.70,,,,,,
,48,,0.3200,,,,223.8,,0.0200,,,,20.3,1.1,,,,,54.71,,,,,,
,51,,0.3400,,,,224.9,,0.0200,,,,20.3,1.1,,,,,51.49,,,,,,
,54,,0.3600,,,,225.9,,0.0200,,,,20.4,1.0,,,,,48.42,,,,,,
,57,,0.3800,,,,226.8,,0.0200,,,,20.4,0.9,,,,,46.14,,,,,,
,60,,0.4000,,,,227.7,,0.0200,,,,20.4,0.9,,,,,44.70,,,,,,
,64,,0.4200,,,,228.6,,0.0200,,,,20.4,0.9,,,,,43.71,,,,,,
,66,,0.4400,,,,229.5,,0.0200,,,,20.4,0.9,,,,,43.50,,,,,,
,70,,0.4600,,,,230.3,,0.0200,,,,20.4,0.8,,,,,42.80,,,,,,
,72,,0.4800,,,,231.2,,0.0200,,,,20.4,0.9,,,,,41.29,,,,,,
,76,,0.5000,,,,232.0,,0.0200,,,,20.4,0.8,,,,,39.49,,,,,,
,78,,0.5200,,,,232.8,,0.0200,,,,20.4,0.8,,,,,38.01,,,,,,
,82,,0.5400,,,,233.5,,0.0200,,,,20.4,0.7,,,,,36.21,,,,,,
,85,,0.5600,,,,234.2,,0.0200,,,,20.4,0.7,,,,,34.70,,,,,,
,88,,0.5800,,,,234.9,,0.0200,,,,20.4,0.7,,,,,34.00,,,,,,
,91,,0.6000,,,,235.6,,0.0200,,,,20.4,0.7,,,,,32.92,,,,,,
,94,,0.6200,,,,236.2,,0.0200,,,,20.4,0.6,,,,,32.79,,,,,,
,97,,0.6400,,,,236.9,,0.0200,,,,20.4,0.7,,,,,32.02,,,,,,
,100,,0.6600,,,,237.5,,0.0200,,,,20.4,0.6,,,,,31.19,,,,,,
,103,,0.6800,,,,238.1,,0.0200,,,,20.4,0.6,,,,,30.80,,,,,,
,106,,0.7000,,,,238.8,,0.0200,,,,20.4,0.7,,,,,30.29,,,,,,
,109,,0.7200,,,,239.3,,0.0200,,,,20.4,0.5,,,,,29.21,,,,,,
,112,,0.7400,,,,239.9,,0.0200,,,,20.4,0.6,,,,,28.30,,,,,,
,115,,0.7600,,,,240.5,,0.0200,,,,20.4,0.6,,,,,26.69,,,,,,
,118,,0.7800,,,,241.0,,0.0200,,,,20.4,0.5,,,,,25.92,,,,,,
,121,,0.8000,,,,241.5,,0.0200,,,,20.4,0.5,,,,,26.02,,,,,,
,124,,0.8200,,,,242.0,,0.0200,,,,20.4,0.5,,,,,25.70,,,,,,
,127,,0.8400,,,,242.5,,0.0200,,,,20.4,0.5,,,,,26.29,,,,,,
,130,,0.8600,,,,243.1,,0.0200,,,,20.4,0.6,,,,,26.29,,,,,,
,133,,0.8800,,,,243.6,,0.0200,,,,20.4,0.5,,,,,25.78,,,,,,
,136,,0.9000,,,,244.1,,0.0200,,,,20.4,0.5,,,,,24.81,,,,,,
,139,,0.9200,,,,244.6,,0.0200,,,,20.4,0.5,,,,,,,,,,,
,142,,0.9400,,,,245.0,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,145,,0.9600,,,,245.5,,0.0200,,,,20.4,0.5,,,,,,,,,,,
,148,,0.9800,,,,245.9,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,151,,1.0000,,,,246.3,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-53.8,,,,,,20.0,,,,,,,,,,,,,
,2,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,3,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,4,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,5,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,6,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,7,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,8,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,9,,,,,-53.8,,,,,,20.0,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-53.9,,,,,,20.0,,,,,,,,,,,,
,1,,0.0010,,,,-53.9,,0.0010,,,,20.0,0.0,,,,,,,,,,,
,2,,0.0050,,,,-53.9,,0.0040,,,,20.0,0.0,,,,,,,,,,,
,3,,0.0110,,,,-53.3,,0.0060,,,,20.0,0.6,,,,,,,,,,,
,4,,0.0200,,,,-52.0,,0.0090,,,,20.0,1.3,,,,,,,,,,,
,5,,0.0340,,,,-49.8,,0.0140,,,,20.0,2.2,,,,,,,,,,,
,6,,0.0555,,,,-45.3,,0.0215,,,,20.0,4.5,,,,,,,,,,,
,7,,0.0800,,,,-39.5,,0.0245,,,,20.0,5.8,,,,,,,,,,,
,8,,0.1145,,,,-29.3,,0.0345,,,,20.0,10.2,,,,,,,,,,,
,9,,0.1570,,,,-16.4,,0.0425,,,,20.0,12.9,,,,,,,,,,,
,10,,0.2085,,,,-3.2,,0.0515,,,,20.0,13.2,,,,,,,,,,,
,11,,0.2705,,,,10.9,,0.0620,,,,20.0,14.1,,,,,,,,,,,
,12,,0.3445,,,,28.0,,0.0740,,,,20.0,17.1,,,,,,,,,,,
,13,,0.4215,,,,38.1,,0.0770,,,,20.0,10.1,,,,,,,,,,,
,14,,0.5195,,,,48.8,,0.0980,,,,20.0,10.7,,,,,,,,,,,
,15,,0.6310,,,,63.2,,0.1115,,,,20.0,14.4,,,,,,,,,,,
,16,,0.7555,,,,80.0,,0.1245,,,,20.0,16.8,,,,,,,,,,,
,17,,0.8830,,,,104.9,,0.1275,,,,20.0,24.9,,,,,,,,,,,
,18,,0.8860,,,,105.3,,0.0030,,,,20.0,0.4,,,,,,,,,,,
,19,,0.8885,,,,100.1,,0.0025,,,,20.0,-5.2,,,,,,,,,,,
,20,,0.8930,,,,99.5,,0.0045,,,,20.0,-0.6,,,,,,,,,,,
,21,,0.8990,,,,101.0,,0.0060,,,,20.0,1.5,,,,,,,,,,,
,22,,0.9090,,,,104.4,,0.0100,,,,20.0,3.4,,,,,,,,,,,
,23,,0.9230,,,,109.5,,0.0140,,,,20.0,5.1,,,,,,,,,,,
,24,,0.9395,,,,114.4,,0.0165,,,,20.0,4.9,,,,,,,,,,,
,25,,0.9570,,,,119.8,,0.0175,,,,20.0,5.4,,,,,,,,,,,
,26,,0.9785,,,,126.4,,0.0215,,,,20.0,6.6,,,,,,,,,,,
,27,,1.0005,,,,134.8,,0.0220,,,,20.0,8.4,,,,,,,,,,,
,28,,1.0155,,,,141.1,,0.0150,,,,20.0,6.3,,,,,,,,,,,
,29,,1.0285,,,,146.8,,0.0130,,,,20.0,5.7,,,,,,,,,,,
,30,,1.0415,,,,152.4,,0.0130,,,,20.0,5.6,,,,,,,,,,,
,31,,1.0520,,,,157.5,,0.0105,,,,20.0,5.1,,,,,,,,,,,
,32,,1.0595,,,,161.7,,0.0075,,,,20.1,4.2,,,,,,,,,,,
,33,,1.0655,,,,164.7,,0.0060,,,,20.1,3.0,,,,,,,,,,,
,34,,1.0720,,,,167.0,,0.0065,,,,20.0,2.3,,,,,,,,,,,
,35,,1.0800,,,,169.8,,0.0080,,,,20.1,2.8,,,,,,,,,,,
,36,,1.0885,,,,172.1,,0.0085,,,,20.1,2.3,,,,,,,,,,,
,37,,1.0955,,,,174.6,,0.0070,,,,20.1,2.5,,,,,,,,,,,
,38,,1.1030,,,,176.9,,0.0075,,,,20.1,2.3,,,,,,,,,,,
,39,,1.1085,,,,179.0,,0.0055,,,,20.1,2.1,,,,,,,,,,,
,40,,1.1140,,,,180.7,,0.0055,,,,20.1,1.7,,,,,,,,,,,
,41,,1.1185,,,,181.8,,0.0045,,,,20.1,1.1,,,,,,,,,,,
,42,,1.1240,,,,183.0,,0.0055,,,,20.1,1.2,,,,,,,,,,,
,43,,1.1295,,,,184.2,,0.0055,,,,20.1,1.2,,,,,,,,,,,
,44,,1.1345,,,,185.4,,0.0050,,,,20.1,1.2,,,,,,,,,,,
,45,,1.1380,,,,186.4,,0.0035,,,,20.1,1.0,,,,,,,,,,,
,46,,1.1410,,,,187.2,,0.0030,,,,20.1,0.8,,,,,,,,,,,
,47,,1.1445,,,,187.8,,0.0035,,,,20.1,0.6,,,,,,,,,,,
,48,,1.1485,,,,188.4,,0.0040,,,,20.1,0.6,,,,,,,,,,,
,49,,1.1525,,,,189.2,,0.0040,,,,20.1,0.8,,,,,,,,,,,
,50,,1.1550,,,,189.7,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,51,,1.1575,,,,190.3,,0.0025,,,,20.1,0.6,,,,,,,,,,,
,52,,1.1600,,,,190.6,,0.0025,,,,20.1,0.3,,,,,,,,,,,
,53,,1.1625,,,,191.1,,0.0025,,,,20.1,0.5,,,,,,,,,,,
,54,,1.1650,,,,191.4,,0.0025,,,,20.1,0.3,,,,,,,,,,,
,55,,1.1670,,,,191.9,,0.0020,,,,20.1,0.5,,,,,,,,,,,
,56,,1.1685,,,,192.2,,0.0015,,,,20.1,0.3,,,,,,,,,,,
,57,,1.1705,,,,192.5,,0.0020,,,,20.1,0.3,,,,,,,,,,,
,58,,1.1715,,,,192.9,,0.0010,,,,20.1,0.4,,,,,,,,,,,
,59,,1.1725,,,,192.9,,0.0010,,,,20.1,0.0,,,,,,,,,,,
,60,,1.1730,,,,193.2,,0.0005,,,,20.1,0.3,,,,,,,,,,,
,61,,1.1750,,,,193.2,,0.0020,,,,20.1,0.0,,,,,,,,,,,
,62,,1.1760,,,,193.4,,0.0010,,,,20.1,0.2,,,,,,,,,,,
,63,,1.1775,,,,193.7,,0.0015,,,,20.1,0.3,,,,,,,,,,,
,64,,1.1790,,,,193.9,,0.0015,,,,20.1,0.2,,,,,,,,,,,
,65,,1.1790,,,,194.0,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,66,,1.1790,,,,194.1,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,67,,1.1790,,,,194.2,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,68,,1.1790,,,,194.3,,0.0000,,,,20.1,0.1,,,,,,,,,,,
,,,1.1790,,,,194.0,,,,,,,,,,,,,EP,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EQP) [2],,,,,,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 7/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,dE/dV,,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,[mV/mL],,,,,,
,0,,0.0000,,,,194.7,,,,,,20.3,,,,,,,,,,,,
,3,,0.0200,,,,196.9,,0.0200,,,,20.3,2.2,,,,,,,,,,,
,6,,0.0400,,,,199.5,,0.0200,,,,20.3,2.6,,,,,,,,,,,
,9,,0.0600,,,,201.8,,0.0200,,,,20.3,2.3,,,,,,,,,,,
,12,,0.0800,,,,204.0,,0.0200,,,,20.3,2.2,,,,,,,,,,,
,15,,0.1000,,,,206.1,,0.0200,,,,20.3,2.1,,,,,99.14,,,,,,
,18,,0.1200,,,,208.0,,0.0200,,,,20.3,1.9,,,,,89.34,,,,,,
,21,,0.1400,,,,209.7,,0.0200,,,,20.3,1.7,,,,,82.34,,,,,,
,24,,0.1600,,,,211.2,,0.0200,,,,20.3,1.5,,,,,76.34,,,,,,
,27,,0.1800,,,,212.7,,0.0200,,,,20.3,1.5,,,,,71.83,,,,,,
,30,,0.2000,,,,214.1,,0.0200,,,,20.3,1.4,,,,,68.90,,,,,,
,33,,0.2200,,,,215.5,,0.0200,,,,20.3,1.4,,,,,66.22,,,,,,
,36,,0.2400,,,,216.8,,0.0200,,,,20.3,1.3,,,,,63.49,,,,,,
,39,,0.2600,,,,218.0,,0.0200,,,,20.3,1.2,,,,,60.22,,,,,,
,42,,0.2800,,,,219.2,,0.0200,,,,20.3,1.2,,,,,57.49,,,,,,
,45,,0.3000,,,,220.3,,0.0200,,,,20.3,1.1,,,,,55.00,,,,,,
,48,,0.3200,,,,221.4,,0.0200,,,,20.3,1.1,,,,,51.92,,,,,,
,51,,0.3400,,,,222.4,,0.0200,,,,20.3,1.0,,,,,49.48,,,,,,
,54,,0.3600,,,,223.4,,0.0200,,,,20.3,1.0,,,,,47.23,,,,,,
,57,,0.3800,,,,224.3,,0.0200,,,,20.3,0.9,,,,,45.41,,,,,,
,60,,0.4000,,,,225.1,,0.0200,,,,20.3,0.8,,,,,43.71,,,,,,
,64,,0.4200,,,,226.1,,0.0200,,,,20.3,1.0,,,,,42.49,,,,,,
,66,,0.4400,,,,226.9,,0.0200,,,,20.3,0.8,,,,,41.70,,,,,,
,70,,0.4600,,,,227.7,,0.0200,,,,20.3,0.8,,,,,41.03,,,,,,
,72,,0.4800,,,,228.5,,0.0200,,,,20.3,0.8,,,,,40.07,,,,,,
,76,,0.5000,,,,229.3,,0.0200,,,,20.3,0.8,,,,,38.21,,,,,,
,78,,0.5200,,,,230.1,,0.0200,,,,20.3,0.8,,,,,37.28,,,,,,
,82,,0.5400,,,,230.8,,0.0200,,,,20.3,0.7,,,,,35.51,,,,,,
,85,,0.5600,,,,231.5,,0.0200,,,,20.3,0.7,,,,,33.42,,,,,,
,88,,0.5800,,,,232.1,,0.0200,,,,20.3,0.6,,,,,32.20,,,,,,
,91,,0.6000,,,,232.8,,0.0200,,,,20.3,0.7,,,,,31.72,,,,,,
,94,,0.6200,,,,233.4,,0.0200,,,,20.3,0.6,,,,,31.70,,,,,,
,97,,0.6400,,,,234.0,,0.0200,,,,20.3,0.6,,,,,31.51,,,,,,
,100,,0.6600,,,,234.7,,0.0200,,,,20.3,0.7,,,,,31.57,,,,,,
,103,,0.6800,,,,235.3,,0.0200,,,,20.3,0.6,,,,,31.01,,,,,,
,106,,0.7000,,,,235.9,,0.0200,,,,20.3,0.6,,,,,30.30,,,,,,
,109,,0.7200,,,,236.5,,0.0200,,,,20.3,0.6,,,,,28.78,,,,,,
,112,,0.7400,,,,237.1,,0.0200,,,,20.3,0.6,,,,,26.92,,,,,,
,115,,0.7600,,,,237.6,,0.0200,,,,20.3,0.5,,,,,26.21,,,,,,
,118,,0.7800,,,,238.1,,0.0200,,,,20.3,0.5,,,,,26.02,,,,,,
,121,,0.8000,,,,238.6,,0.0200,,,,20.3,0.5,,,,,25.71,,,,,,
,124,,0.8200,,,,239.1,,0.0200,,,,20.3,0.5,,,,,25.48,,,,,,
,127,,0.8400,,,,239.7,,0.0200,,,,20.3,0.6,,,,,25.29,,,,,,
,130,,0.8600,,,,240.2,,0.0200,,,,20.3,0.5,,,,,25.00,,,,,,
,133,,0.8800,,,,240.6,,0.0200,,,,20.3,0.4,,,,,24.52,,,,,,
,136,,0.9000,,,,241.1,,0.0200,,,,20.3,0.5,,,,,23.78,,,,,,
,139,,0.9200,,,,241.6,,0.0200,,,,20.3,0.5,,,,,22.98,,,,,,
,142,,0.9400,,,,242.1,,0.0200,,,,20.3,0.5,,,,,22.21,,,,,,
,145,,0.9600,,,,242.5,,0.0200,,,,20.3,0.4,,,,,21.50,,,,,,
,148,,0.9800,,,,242.9,,0.0200,,,,20.3,0.4,,,,,20.72,,,,,,
,151,,1.0000,,,,243.3,,0.0200,,,,20.3,0.4,,,,,20.70,,,,,,
,154,,1.0200,,,,243.7,,0.0200,,,,20.3,0.4,,,,,21.00,,,,,,
,157,,1.0400,,,,244.2,,0.0200,,,,20.3,0.5,,,,,21.29,,,,,,
,160,,1.0600,,,,244.6,,0.0200,,,,20.3,0.4,,,,,,,,,,,
,163,,1.0800,,,,245.0,,0.0200,,,,20.3,0.4,,,,,,,,,,,
,166,,1.1000,,,,245.4,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,169,,1.1200,,,,245.8,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,172,,1.1400,,,,246.2,,0.0200,,,,20.4,0.4,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,,,,,,,,,,,
,Time,,,,,Meas. value,,,,,,Temp.,,,dE,,,,,,,,,,
,[s],,,,,[mV],,,,,,[°C],,,[mV],,,,,,,,,,
,1,,,,,-54.1,,,,,,20.1,,,,,,,,,,,,,
,2,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,3,,,,,-54.1,,,,,,20.0,,,0.0,,,,,,,,,,
,4,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,5,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,6,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,7,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,8,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,9,,,,,-54.1,,,,,,20.1,,,0.0,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Titration (EP) [1],,,,,,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 8/19",,,,,,,,,,,,,,,,,,,,,
,Time,,V,,,,Meas. value,,dV,,,,Temp.,dE,,,,,,EP,,,,,
,[s],,[mL],,,,[mV],,[mL],,,,[°C],[mV],,,,,,,,,,,
,0,,0.0000,,,,-54.2,,,,,,20.1,,,,,,,,,,,,
,1,,0.0010,,,,-54.2,,0.0010,,,,20.1,0.0,,,,,,,,,,,
,2,,0.0050,,,,-54.2,,0.0040,,,,20.1,0.0,,,,,,,,,,,
,3,,0.0105,,,,-53.8,,0.0055,,,,20.1,0.4,,,,,,,,,,,
,4,,0.0195,,,,-52.6,,0.0090,,,,20.1,1.2,,,,,,,,,,,
,5,,0.0335,,,,-50.5,,0.0140,,,,20.1,2.1,,,,,,,,,,,
,6,,0.0535,,,,-46.8,,0.0200,,,,20.1,3.7,,,,,,,,,,,
