"Date","Time","Temp","SpCond","Cond","Resist","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","TDS","ODOsat","ODO","Battery"
"2020/12/18","08:19:13",11.71,45128,33676,29.6949,29.13,2.295,1.582,7.81,-58.4,12.0,2.13,0.49,29.33,89.2,8.06,12.4
"2020/12/18","08:25:13",11.71,45654,34063,29.3578,29.51,2.338,1.611,7.81,-58.4,13.4,1.99,0.46,29.67,89.1,8.03,12.4
"2020/12/18","08:31:14",11.68,45708,34075,29.3468,29.54,2.382,1.641,7.81,-58.7,16.5,3.59,0.82,29.71,89.1,8.03,12.5
"2020/12/18","08:37:13",11.68,46031,34321,29.1364,29.77,2.420,1.667,7.81,-58.7,11.0,2.70,0.62,29.92,89.4,8.04,12.5
"2020/12/18","08:43:13",11.68,46271,34499,28.9863,29.95,2.469,1.701,7.81,-58.7,16.3,2.38,0.54,30.07,89.2,8.02,12.3
"2020/12/18","08:49:14",11.68,45854,34185,29.2529,29.65,2.526,1.740,7.81,-58.5,10.6,2.74,0.63,29.80,89.0,8.01,12.5
"2020/12/18","08:55:13",11.68,46230,34472,29.0093,29.92,2.565,1.767,7.81,-58.4,8.9,1.54,0.35,30.05,88.6,7.97,12.5
"2020/12/18","09:01:13",11.68,46186,34439,29.0364,29.89,2.604,1.794,7.81,-58.6,8.6,2.90,0.66,30.02,88.8,7.98,12.5
"2020/12/18","09:07:13",11.68,46359,34568,28.9281,30.01,2.642,1.819,7.81,-58.6,8.7,2.43,0.56,30.13,88.8,7.98,12.4
"2020/12/18","09:13:13",11.68,46498,34672,28.8418,30.11,2.687,1.850,7.81,-58.6,8.4,1.98,0.45,30.22,88.7,7.96,12.5
"2020/12/18","09:19:13",11.68,46767,34872,28.6762,30.30,2.733,1.882,7.81,-58.5,7.9,2.24,0.51,30.39,88.3,7.92,12.5
"2020/12/18","09:25:13",11.68,46754,34861,28.6850,30.29,2.776,1.911,7.81,-58.4,7.3,2.74,0.63,30.39,88.0,7.89,12.6
"2020/12/18","09:31:13",11.68,46521,34689,28.8272,30.13,2.817,1.940,7.81,-58.3,6.2,2.13,0.49,30.23,87.9,7.89,12.5
"2020/12/18","09:37:13",11.68,46519,34688,28.8288,30.12,2.863,1.972,7.81,-58.3,7.0,2.39,0.55,30.23,87.8,7.89,12.4
"2020/12/18","09:43:13",11.68,46286,34508,28.9789,29.96,2.898,1.996,7.81,-58.5,5.4,3.62,0.83,30.08,88.3,7.93,12.5
"2020/12/18","09:49:13",11.68,46342,34553,28.9412,30.00,2.930,2.018,7.80,-58.2,5.0,2.02,0.46,30.12,88.0,7.90,12.3
"2020/12/18","09:55:14",11.68,46405,34598,28.9036,30.04,2.961,2.039,7.81,-58.5,5.4,2.87,0.66,30.16,88.3,7.93,12.5
"2020/12/18","10:01:14",11.68,46717,34833,28.7084,30.27,2.999,2.065,7.81,-58.5,6.9,2.02,0.46,30.36,88.4,7.93,12.5
"2020/12/18","10:07:14",11.68,47378,35326,28.3076,30.74,3.025,2.082,7.80,-58.0,6.4,2.00,0.46,30.79,87.1,7.79,12.5
"2020/12/18","10:13:13",11.68,47519,35432,28.2233,30.84,3.054,2.102,7.80,-57.7,6.7,1.76,0.40,30.88,86.4,7.72,12.5
"2020/12/18","10:19:14",11.68,47520,35433,28.2225,30.84,3.078,2.119,7.79,-57.7,5.9,2.18,0.50,30.88,86.1,7.70,12.4
"2020/12/18","10:25:14",11.68,47515,35428,28.2264,30.84,3.105,2.137,7.80,-57.8,4.7,1.53,0.35,30.88,86.2,7.70,12.5
"2020/12/18","10:31:13",11.68,47278,35249,28.3695,30.67,3.127,2.153,7.80,-58.2,4.4,1.75,0.40,30.73,86.9,7.78,12.5
"2020/12/18","10:37:13",11.68,47229,35213,28.3986,30.63,3.141,2.162,7.80,-58.1,4.3,2.11,0.48,30.69,87.1,7.79,12.4
"2020/12/18","10:43:14",11.68,47266,35242,28.3750,30.66,3.155,2.172,7.81,-58.3,4.5,1.44,0.33,30.72,87.5,7.83,12.5
"2020/12/18","10:49:14",11.68,47352,35306,28.3240,30.72,3.165,2.179,7.81,-58.3,4.2,1.93,0.44,30.77,87.4,7.82,12.5
"2020/12/18","10:55:14",11.68,47400,35340,28.2966,30.76,3.173,2.184,7.81,-58.3,6.1,1.45,0.33,30.81,87.4,7.82,12.5
"2020/12/18","11:01:14",11.68,47575,35467,28.1953,30.88,3.189,2.195,7.80,-58.1,5.7,2.51,0.58,30.92,87.0,7.77,12.5
"2020/12/18","11:07:13",11.67,47708,35559,28.1226,30.98,3.190,2.195,7.80,-58.2,6.2,2.07,0.47,31.01,87.2,7.79,12.5
"2020/12/18","11:13:14",11.66,47739,35578,28.1071,31.00,3.200,2.202,7.81,-58.2,5.6,1.47,0.34,31.03,87.4,7.80,12.5
"2020/12/18","11:19:13",11.66,47830,35640,28.0586,31.07,3.195,2.198,7.80,-58.2,5.7,1.82,0.42,31.09,87.3,7.79,12.4
"2020/12/18","11:25:13",11.65,47901,35688,28.0210,31.12,3.206,2.206,7.81,-58.3,8.4,2.45,0.56,31.13,87.5,7.81,12.5
"2020/12/18","11:31:13",11.64,48045,35784,27.9453,31.22,3.212,2.210,7.81,-58.3,7.5,1.87,0.43,31.22,87.3,7.79,12.5
"2020/12/18","11:37:14",11.61,48387,36014,27.7672,31.47,3.208,2.207,7.81,-58.3,9.5,3.13,0.72,31.45,87.3,7.78,12.5
"2020/12/18","11:43:13",11.60,48477,36072,27.7221,31.53,3.210,2.208,7.81,-58.3,7.1,2.87,0.66,31.51,86.9,7.75,12.4
"2020/12/18","11:49:13",11.59,48583,36142,27.6689,31.61,3.214,2.211,7.81,-58.3,7.4,2.64,0.61,31.57,87.0,7.75,12.4
"2020/12/18","11:55:14",11.58,48654,36186,27.6353,31.66,3.220,2.215,7.81,-58.4,4.5,1.93,0.44,31.62,86.9,7.74,12.5
"2020/12/18","12:01:13",11.58,48671,36197,27.6264,31.67,3.211,2.209,7.81,-58.3,4.7,3.17,0.72,31.63,86.6,7.71,12.3
"2020/12/18","12:07:14",11.58,48666,36195,27.6278,31.67,3.212,2.209,7.81,-58.4,4.5,3.00,0.69,31.63,86.4,7.70,12.5
"2020/12/18","12:13:14",11.58,48683,36205,27.6204,31.68,3.200,2.201,7.81,-58.4,4.4,1.66,0.38,31.64,86.5,7.71,12.5
"2020/12/18","12:19:13",11.60,48467,36063,27.7288,31.52,3.185,2.191,7.81,-58.5,5.1,1.57,0.36,31.50,86.8,7.73,12.4
"2020/12/18","12:25:14",11.61,48375,35999,27.7785,31.46,3.173,2.183,7.81,-58.5,5.5,2.09,0.48,31.44,86.9,7.75,12.5
"2020/12/18","12:31:14",11.60,48345,35974,27.7981,31.44,3.157,2.172,7.81,-58.5,4.6,2.56,0.59,31.42,87.2,7.78,12.5
"2020/12/18","12:37:13",11.60,48325,35959,27.8094,31.42,3.136,2.158,7.81,-58.5,4.7,1.71,0.39,31.41,87.1,7.77,12.5
"2020/12/18","12:43:14",11.60,48325,35954,27.8132,31.42,3.118,2.145,7.81,-58.5,4.5,2.02,0.46,31.41,87.3,7.79,12.3
"2020/12/18","12:49:13",11.60,48314,35945,27.8200,31.41,3.089,2.125,7.81,-58.5,3.7,2.33,0.54,31.40,87.1,7.78,12.5
"2020/12/18","12:55:13",11.60,48293,35934,27.8291,31.40,3.058,2.104,7.81,-58.5,4.4,1.77,0.41,31.39,87.3,7.79,12.5
"2020/12/18","13:01:14",11.58,48191,35841,27.9011,31.32,3.028,2.084,7.81,-58.5,4.7,1.97,0.45,31.32,87.6,7.82,12.5
"2020/12/18","13:07:13",11.58,48304,35926,27.8351,31.41,2.997,2.062,7.81,-58.6,3.8,2.70,0.62,31.39,87.5,7.81,12.4
"2020/12/18","13:13:14",11.55,48226,35838,27.9034,31.35,2.975,2.047,7.81,-58.6,5.2,1.58,0.36,31.34,87.4,7.81,12.5
"2020/12/18","13:19:13",11.57,48299,35905,27.8510,31.40,2.961,2.037,7.81,-58.6,4.5,2.08,0.48,31.39,87.4,7.80,12.5
"2020/12/18","13:25:13",11.57,48336,35937,27.8268,31.43,2.933,2.018,7.81,-58.5,4.3,2.12,0.49,31.41,87.2,7.78,12.5
"2020/12/18","13:31:14",11.56,48374,35953,27.8139,31.45,2.911,2.003,7.81,-58.5,4.3,2.35,0.54,31.44,87.2,7.78,12.5
"2020/12/18","13:37:14",11.56,48449,36016,27.7657,31.51,2.878,1.980,7.81,-58.6,4.7,1.97,0.45,31.49,87.2,7.78,12.3
"2020/12/18","13:43:13",11.56,48464,36026,27.7574,31.52,2.846,1.958,7.81,-58.5,11.6,2.82,0.65,31.50,87.6,7.81,12.4
"2020/12/18","13:49:14",11.57,48479,36042,27.7454,31.53,2.823,1.942,7.81,-58.5,4.7,2.18,0.50,31.51,87.3,7.79,12.4
"2020/12/18","13:55:13",11.58,48497,36063,27.7296,31.54,2.807,1.931,7.81,-58.6,4.7,2.34,0.54,31.52,87.3,7.79,12.4
"2020/12/18","14:01:13",11.58,48485,36053,27.7371,31.54,2.787,1.917,7.81,-58.5,9.0,2.54,0.58,31.51,87.3,7.78,12.6
"2020/12/18","14:07:13",11.57,48495,36060,27.7318,31.54,2.755,1.895,7.81,-58.5,4.9,2.25,0.51,31.52,87.3,7.78,12.4
"2020/12/18","14:13:13",11.57,48431,36006,27.7732,31.50,2.702,1.859,7.81,-58.5,5.2,2.02,0.46,31.48,87.2,7.78,12.4
"2020/12/18","14:19:14",11.57,48370,35965,27.8049,31.45,2.672,1.838,7.81,-58.5,6.9,2.74,0.63,31.44,87.3,7.79,12.4
"2020/12/18","14:25:13",11.57,48357,35954,27.8132,31.44,2.631,1.810,7.81,-58.5,5.3,2.01,0.46,31.43,87.3,7.79,12.3
"2020/12/18","14:31:14",11.56,48328,35923,27.8374,31.42,2.605,1.792,7.81,-58.4,6.1,2.06,0.47,31.41,87.0,7.77,12.5
"2020/12/18","14:37:13",11.55,48260,35858,27.8874,31.37,2.577,1.773,7.81,-58.4,5.9,2.49,0.57,31.36,86.9,7.77,12.3
"2020/12/18","14:43:14",11.52,48201,35793,27.9384,31.33,2.551,1.755,7.81,-58.3,5.4,1.54,0.35,31.33,86.7,7.75,12.5
"2020/12/18","14:49:13",11.53,48021,35669,28.0355,31.20,2.527,1.739,7.81,-58.4,8.1,1.85,0.42,31.21,87.0,7.78,12.5
"2020/12/18","14:55:14",11.54,47923,35604,28.0863,31.13,2.489,1.713,7.81,-58.4,11.9,2.72,0.62,31.15,87.1,7.79,12.3
"2020/12/18","15:01:13",11.50,47631,35351,28.2880,30.92,2.453,1.688,7.81,-58.5,13.4,3.17,0.73,30.96,87.3,7.83,12.4
"2020/12/18","15:07:14",11.48,47515,35249,28.3695,30.83,2.425,1.669,7.81,-58.3,8.8,1.91,0.44,30.88,87.0,7.81,12.5
"2020/12/18","15:13:14",11.50,47495,35250,28.3687,30.82,2.401,1.653,7.81,-58.3,11.4,1.79,0.41,30.87,86.9,7.80,12.5
"2020/12/18","15:19:14",11.48,47364,35134,28.4626,30.72,2.383,1.640,7.81,-58.3,9.7,2.65,0.61,30.78,87.0,7.82,12.3
"2020/12/18","15:25:14",11.50,47498,35255,28.3648,30.82,2.370,1.631,7.80,-58.2,12.2,1.82,0.42,30.87,86.7,7.78,12.4
"2020/12/18","15:31:14",11.46,47306,35076,28.5093,30.68,2.358,1.623,7.80,-58.2,9.2,3.13,0.72,30.74,86.7,7.79,12.5
"2020/12/18","15:37:14",11.48,47329,35111,28.4808,30.70,2.359,1.624,7.81,-58.3,10.0,2.10,0.48,30.76,86.9,7.81,12.5
"2020/12/18","15:43:13",11.46,47327,35092,28.4966,30.70,2.348,1.616,7.81,-58.3,9.3,1.57,0.36,30.76,86.9,7.81,12.5
"2020/12/18","15:49:14",11.25,45695,33698,29.6751,29.51,2.327,1.603,7.82,-58.8,9.3,2.17,0.50,29.70,88.2,8.02,12.5
"2020/12/18","15:55:14",11.27,45324,33438,29.9065,29.25,2.321,1.599,7.82,-59.0,11.1,2.56,0.59,29.46,88.5,8.06,12.3
"2020/12/18","16:01:13",11.40,45949,34016,29.3982,29.70,2.316,1.596,7.82,-58.8,8.1,2.65,0.61,29.86,88.5,8.01,12.5
"2020/12/18","16:07:14",11.34,45190,33397,29.9423,29.16,2.305,1.588,7.81,-58.7,6.1,2.10,0.48,29.37,88.7,8.08,12.5
"2020/12/18","16:13:14",11.34,45041,33291,30.0381,29.05,2.303,1.587,7.82,-59.0,5.7,1.02,0.23,29.27,89.1,8.11,12.5
"2020/12/18","16:19:14",11.32,44811,33106,30.2056,28.89,2.285,1.575,7.82,-59.0,5.6,1.72,0.39,29.12,89.1,8.12,12.4
"2020/12/18","16:25:13",11.33,44747,33060,30.2484,28.84,2.313,1.594,7.82,-59.0,26.7,1.88,0.43,29.08,89.2,8.13,12.4
"2020/12/18","16:31:14",11.33,44878,33162,30.1549,28.93,2.337,1.611,7.82,-59.0,23.8,2.18,0.50,29.17,89.1,8.12,12.5
"2020/12/18","16:37:14",11.34,45061,33306,30.0249,29.06,2.354,1.622,7.81,-58.8,30.7,1.92,0.44,29.28,88.7,8.07,12.5
"2020/12/18","16:43:14",11.35,45209,33419,29.9231,29.17,2.358,1.625,7.81,-58.7,7.8,1.49,0.34,29.38,88.2,8.03,12.5
"2020/12/18","16:49:13",11.34,45276,33463,29.8838,29.22,2.366,1.630,7.81,-58.5,6.9,2.28,0.53,29.42,87.8,7.99,12.4
"2020/12/18","16:55:13",11.36,45461,33618,29.7458,29.35,2.382,1.641,7.81,-58.2,42.6,1.22,0.28,29.55,87.5,7.95,12.5
"2020/12/18","17:01:14",11.35,45355,33529,29.8246,29.28,2.401,1.654,7.81,-58.5,50.6,1.16,0.27,29.48,87.9,7.99,12.5
"2020/12/18","17:07:13",11.31,45114,33316,30.0152,29.10,2.392,1.649,7.82,-58.8,62.6,2.33,0.54,29.32,88.4,8.06,12.4
"2020/12/18","17:13:13",11.37,45427,33602,29.7605,29.33,2.410,1.661,7.81,-58.7,7.3,2.62,0.60,29.52,88.6,8.05,12.4
"2020/12/18","17:19:13",11.32,45153,33352,29.9836,29.13,2.441,1.682,7.82,-58.8,14.1,1.37,0.32,29.34,88.7,8.07,12.5
"2020/12/18","17:25:13",11.34,45268,33460,29.8864,29.21,2.461,1.696,7.81,-58.7,52.9,1.96,0.45,29.42,88.4,8.04,12.5
"2020/12/18","17:31:14",11.37,45312,33518,29.8350,29.25,2.486,1.713,7.81,-58.7,20.9,1.40,0.32,29.45,88.7,8.06,12.5
"2020/12/18","17:37:14",11.36,45175,33402,29.9380,29.15,2.512,1.731,7.81,-58.5,12.5,1.84,0.42,29.36,88.2,8.02,12.4
"2020/12/18","17:43:13",11.36,45209,33429,29.9144,29.17,2.541,1.751,7.81,-58.7,11.2,1.40,0.32,29.38,88.3,8.03,12.4
"2020/12/18","17:49:13",11.35,45321,33507,29.8446,29.25,2.559,1.763,7.81,-58.8,9.0,1.18,0.27,29.45,88.5,8.05,12.3
"2020/12/18","17:55:13",11.34,45386,33547,29.8090,29.30,2.584,1.780,7.82,-59.0,7.1,2.03,0.46,29.50,89.1,8.10,12.4
"2020/12/18","18:01:14",11.34,45437,33585,29.7752,29.33,2.612,1.800,7.82,-58.9,5.7,2.09,0.48,29.53,88.4,8.04,12.7
"2020/12/18","18:07:13",11.37,45468,33628,29.7371,29.36,2.634,1.815,7.81,-58.8,6.3,1.98,0.45,29.55,88.4,8.03,12.4
"2020/12/18","18:13:14",11.41,45482,33680,29.6914,29.37,2.671,1.840,7.82,-59.0,5.9,1.89,0.43,29.56,89.1,8.08,12.5
"2020/12/18","18:19:14",11.41,45598,33766,29.6159,29.45,2.706,1.864,7.82,-58.9,5.6,0.99,0.23,29.63,88.9,8.06,12.4
"2020/12/18","18:25:14",11.43,45542,33742,29.6364,29.41,2.729,1.880,7.82,-58.9,5.4,1.45,0.33,29.60,89.0,8.06,12.5
"2020/12/18","18:31:14",11.44,45295,33563,29.7942,29.24,2.760,1.902,7.82,-59.0,4.6,1.34,0.31,29.44,89.2,8.10,12.5
"2020/12/18","18:37:13",11.44,45144,33453,29.8925,29.13,2.789,1.922,7.82,-59.3,5.0,2.42,0.56,29.34,89.5,8.13,12.5
"2020/12/18","18:43:14",11.46,45290,33575,29.7838,29.23,2.834,1.953,7.82,-59.2,5.3,2.28,0.52,29.43,89.9,8.16,12.5
"2020/12/18","18:49:14",11.47,45493,33739,29.6390,29.38,2.876,1.982,7.82,-59.0,5.1,2.13,0.49,29.57,89.2,8.08,12.5
"2020/12/18","18:55:14",11.48,45586,33816,29.5714,29.45,2.922,2.013,7.82,-59.0,7.6,4.99,1.14,29.63,89.0,8.06,12.5
"2020/12/18","19:01:13",11.50,45667,33894,29.5041,29.51,2.946,2.030,7.82,-58.8,7.2,2.84,0.65,29.68,89.0,8.05,12.4
"2020/12/18","19:07:14",11.52,45659,33900,29.4981,29.50,2.969,2.045,7.81,-58.7,5.5,2.45,0.56,29.67,88.3,7.99,12.5
"2020/12/18","19:13:14",11.52,45585,33848,29.5441,29.45,3.014,2.076,7.82,-58.9,3.9,2.21,0.51,29.63,89.2,8.07,12.4
"2020/12/18","19:19:14",11.52,45532,33808,29.5791,29.41,3.052,2.103,7.81,-58.7,3.5,1.79,0.41,29.59,88.5,8.01,12.5
"2020/12/18","19:25:14",11.52,45632,33883,29.5134,29.48,3.095,2.133,7.81,-58.7,3.5,1.19,0.27,29.66,87.8,7.95,12.5
"2020/12/18","19:31:14",11.52,45579,33843,29.5484,29.44,3.139,2.163,7.82,-59.0,24.8,1.70,0.39,29.62,88.9,8.04,12.5
"2020/12/18","19:37:14",11.52,45494,33780,29.6030,29.38,3.176,2.188,7.82,-59.1,20.6,3.18,0.73,29.57,89.3,8.09,12.5
"2020/12/18","19:43:14",11.50,45509,33778,29.6047,29.39,3.213,2.214,7.82,-59.0,6.1,1.78,0.41,29.58,89.6,8.11,12.5
"2020/12/18","19:49:13",11.50,45520,33781,29.6022,29.40,3.244,2.235,7.82,-59.0,5.6,0.30,0.07,29.58,89.3,8.08,12.4
"2020/12/18","19:55:14",11.51,45424,33724,29.6528,29.33,3.271,2.254,7.82,-59.1,5.1,1.88,0.43,29.52,89.5,8.10,12.3
"2020/12/18","20:01:14",11.50,45524,33790,29.5945,29.40,3.290,2.267,7.82,-59.0,3.4,1.62,0.37,29.59,89.3,8.09,12.5
"2020/12/18","20:07:13",11.52,46020,34168,29.2671,29.76,3.325,2.290,7.81,-58.8,3.2,1.86,0.43,29.91,88.6,8.00,12.4
"2020/12/18","20:13:14",11.53,46128,34262,29.1870,29.84,3.346,2.304,7.82,-59.1,3.2,1.58,0.36,29.98,89.3,8.06,12.5
"2020/12/18","20:19:14",11.53,46279,34373,29.0925,29.95,3.384,2.330,7.82,-59.2,3.2,2.91,0.67,30.08,89.5,8.07,12.5
"2020/12/18","20:25:14",11.53,46287,34380,29.0867,29.95,3.406,2.346,7.82,-59.1,2.6,0.91,0.21,30.08,88.7,8.00,12.5
"2020/12/18","20:31:14",11.53,46258,34356,29.1066,29.93,3.415,2.352,7.81,-58.8,2.6,1.76,0.40,30.06,88.9,8.02,12.5
"2020/12/18","20:37:13",11.53,47779,35486,28.1798,31.02,3.428,2.359,7.81,-58.4,3.9,0.06,0.01,31.05,87.2,7.81,12.5
"2020/12/18","20:43:14",11.53,48154,35767,27.9590,31.29,3.456,2.378,7.81,-58.3,3.3,0.71,0.16,31.30,86.8,7.76,12.5
"2020/12/18","20:49:14",11.53,48353,35915,27.8434,31.44,3.476,2.391,7.80,-58.0,3.1,0.18,0.04,31.42,85.9,7.68,12.3
