"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.317,197.3,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.337,200,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.357,202.3,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.377,204.5,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.397,206.3,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.417,208,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.437,209.7,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.457,211.3,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.477,212.8,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.497,214.2,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.517,215.6,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.537,216.9,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.557,218.2,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.577,219.3,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.597,220.4,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.617,221.4,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.637,222.4,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.657,223.4,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
1.677,224.3,20.6,"P-0084-2",50.448,29.8,12,-5.9,7,196.12,224.98
