"sample_list[i]","AT.25degC","AT.lab.temp","AT.insitu.temp"
"SAC-1",2290.34164173666,2302.62566208275,2290.34164173666
"BAY-STD-1",2185.67424152217,2196.6900597869,2218.43586520528
"SAC-2",2450.98360646965,2462.82241215035,2450.98360646965
"P-0084-1",2203.76908601887,2215.68173572704,2240.50460866424
"P-0084-2",2339.16249328406,2350.54875158074,2371.56994690138
