"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.3665,196.6,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.3865,199.1,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.4065,201.4,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.4265,203.5,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.4465,205.3,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.4665,207,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.4865,208.6,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.5065,210.3,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.5265,211.7,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.5465,213.1,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.5665,214.5,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.5865,215.8,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.6065,217,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.6265,218.2,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.6465,219.2,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.6665,220.1,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.6865,221.1,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.7065,222.1,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.7265,223,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
1.7465,224,20.2,"DIC-CRM-1",54.43,33.525,25,-5.3,7,195.635,224.34
