"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.3175,196.7,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.3375,199.3,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.3575,201.8,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.3775,203.9,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.3975,205.8,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.4175,207.5,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.4375,207.8,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.4575,209.3,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.4775,211,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.4975,212.4,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.5175,213.9,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.5375,215.3,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.5575,216.6,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.5775,217.8,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.5975,219,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.6175,220,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.6375,221,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.6575,222.1,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.6775,223,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
1.6975,224,20.5,"H3-702-1",51.152,26.86,17.44,-5.4,7,195.465,224.16
