Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/5",,,,,,,,,,,,,,
,48,0.32,,,,214.9,,0.02,,,,20.2,,,,1.4,,
,51,0.34,,,,216.1,,0.02,,,,20.2,,,,1.2,,
,54,0.36,,,,217.2,,0.02,,,,20.2,,,,1.1,,
,58,0.38,,,,218.2,,0.02,,,,20.2,,,,1,,
,60,0.4,,,,219.3,,0.02,,,,20.2,,,,1.1,,
,64,0.42,,,,220.4,,0.02,,,,20.2,,,,1.1,,
,66,0.44,,,,221.4,,0.02,,,,20.2,,,,1,,
,70,0.46,,,,222.4,,0.02,,,,20.2,,,,1,,
,72,0.48,,,,223.3,,0.02,,,,20.2,,,,0.9,,
,76,0.5,,,,224.3,,0.02,,,,20.2,,,,1,,
,78,0.52,,,,225.2,,0.02,,,,20.2,,,,0.9,,
,82,0.54,,,,226,,0.02,,,,20.2,,,,0.8,,
,85,0.56,,,,226.8,,0.02,,,,20.2,,,,0.8,,
,88,0.58,,,,227.5,,0.02,,,,20.2,,,,0.7,,
,91,0.6,,,,228.3,,0.02,,,,20.2,,,,0.8,,
,94,0.62,,,,229,,0.02,,,,20.2,,,,0.7,,
,97,0.64,,,,229.8,,0.02,,,,20.2,,,,0.8,,
,100,0.66,,,,230.5,,0.02,,,,20.2,,,,0.7,,
,103,0.68,,,,231.2,,0.02,,,,20.2,,,,0.7,,
,106,0.7,,,,231.8,,0.02,,,,20.2,,,,0.6,,
,109,0.72,,,,232.5,,0.02,,,,20.2,,,,0.7,,
,112,0.74,,,,233.1,,0.02,,,,20.2,,,,0.6,,
,115,0.76,,,,233.7,,0.02,,,,20.2,,,,0.6,,
,118,0.78,,,,234.3,,0.02,,,,20.2,,,,0.6,,
,121,0.8,,,,234.8,,0.02,,,,20.2,,,,0.5,,
,124,0.82,,,,235.4,,0.02,,,,20.2,,,,0.6,,
,127,0.84,,,,236,,0.02,,,,20.2,,,,0.6,,
,130,0.86,,,,236.5,,0.02,,,,20.2,,,,0.5,,
,133,0.88,,,,237.1,,0.02,,,,20.2,,,,0.6,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 2/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/5",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-57,,,,,,20.3,,,,,,,
,2,,,,-57,,,,,,20.3,,,,0,,,
,3,,,,-57,,,,,,20.3,,,,0,,,
,4,,,,-57,,,,,,20.3,,,,0,,,
,5,,,,-57,,,,,,20.3,,,,0,,,
,6,,,,-57,,,,,,20.3,,,,0,,,
,7,,,,-57,,,,,,20.3,,,,0,,,
,8,,,,-57,,,,,,20.3,,,,0,,,
,9,,,,-57,,,,,,20.3,,,,0,,,
,10,,,,-57,,,,,,20.3,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 2/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/5",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-57.1,,,,,,20.3,,,,,,
,1,0.001,,,,-57.1,,,0.001,,,20.3,,0,,,,
,2,0.005,,,,-57.1,,,0.004,,,20.3,,0,,,,
,3,0.011,,,,-56.8,,,0.006,,,20.3,,0.3,,,,
,4,0.0195,,,,-56,,,0.0085,,,20.3,,0.8,,,,
,5,0.0335,,,,-54.3,,,0.014,,,20.3,,1.7,,,,
,6,0.054,,,,-51.4,,,0.0205,,,20.3,,2.9,,,,
,7,0.078,,,,-47,,,0.024,,,20.3,,4.4,,,,
,8,0.1115,,,,-39,,,0.0335,,,20.3,,8,,,,
,9,0.1535,,,,-29.3,,,0.042,,,20.3,,9.7,,,,
,10,0.204,,,,-17.9,,,0.0505,,,20.3,,11.4,,,,
,11,0.2665,,,,-6.2,,,0.0625,,,20.3,,11.7,,,,
,12,0.3405,,,,5.3,,,0.074,,,20.3,,11.5,,,,
,13,0.417,,,,19.8,,,0.0765,,,20.3,,14.5,,,,
,14,0.516,,,,34.6,,,0.099,,,20.3,,14.8,,,,
,15,0.6275,,,,50.2,,,0.1115,,,20.3,,15.6,,,,
,16,0.752,,,,71.3,,,0.1245,,,20.3,,21.1,,,,
,17,0.8725,,,,92,,,0.1205,,,20.3,,20.7,,,,
,18,0.8805,,,,96.5,,,0.008,,,20.3,,4.5,,,,
,19,0.8855,,,,92.2,,,0.005,,,20.3,,-4.3,,,,
,20,0.8925,,,,91.1,,,0.007,,,20.3,,-1.1,,,,
,21,0.903,,,,93.3,,,0.0105,,,20.3,,2.2,,,,
,22,0.918,,,,96.8,,,0.015,,,20.3,,3.5,,,,
,23,0.9375,,,,101.2,,,0.0195,,,20.3,,4.4,,,,
,24,0.9605,,,,105.9,,,0.023,,,20.3,,4.7,,,,
,25,0.9835,,,,112,,,0.023,,,20.3,,6.1,,,,
,26,1.0105,,,,118.8,,,0.027,,,20.3,,6.8,,,,
,27,1.0355,,,,127.4,,,0.025,,,20.3,,8.6,,,,
,28,1.048,,,,133.9,,,0.0125,,,20.3,,6.5,,,,
,29,1.057,,,,136.6,,,0.009,,,20.3,,2.7,,,,
,30,1.0685,,,,140.2,,,0.0115,,,20.3,,3.6,,,,
,31,1.0805,,,,145.5,,,0.012,,,20.3,,5.3,,,,
,32,1.0905,,,,151.2,,,0.01,,,20.3,,5.7,,,,
,33,1.0945,,,,154.8,,,0.004,,,20.3,,3.6,,,,
,34,1.098,,,,156.7,,,0.0035,,,20.3,,1.9,,,,
,35,1.1025,,,,158.5,,,0.0045,,,20.3,,1.8,,,,
,36,1.1085,,,,160.4,,,0.006,,,20.3,,1.9,,,,
,37,1.115,,,,162.9,,,0.0065,,,20.3,,2.5,,,,
,38,1.1225,,,,165.9,,,0.0075,,,20.3,,3,,,,
,39,1.1265,,,,168.4,,,0.004,,,20.3,,2.5,,,,
,40,1.129,,,,169.7,,,0.0025,,,20.3,,1.3,,,,
,41,1.132,,,,170.7,,,0.003,,,20.3,,1,,,,
,42,1.1365,,,,171.8,,,0.0045,,,20.3,,1.1,,,,
,43,1.141,,,,173,,,0.0045,,,20.3,,1.2,,,,
,44,1.1455,,,,174.4,,,0.0045,,,20.3,,1.4,,,,
,45,1.1495,,,,175.8,,,0.004,,,20.3,,1.4,,,,
,46,1.152,,,,176.7,,,0.0025,,,20.3,,0.9,,,,
,47,1.1545,,,,177.5,,,0.0025,,,20.3,,0.8,,,,
,48,1.157,,,,178.1,,,0.0025,,,20.3,,0.6,,,,
,49,1.1595,,,,178.7,,,0.0025,,,20.3,,0.6,,,,
,50,1.1625,,,,179.4,,,0.003,,,20.3,,0.7,,,,
,51,1.165,,,,180,,,0.0025,,,20.3,,0.6,,,,
,52,1.1675,,,,180.6,,,0.0025,,,20.3,,0.6,,,,
,53,1.17,,,,181.1,,,0.0025,,,20.3,,0.5,,,,
,54,1.1725,,,,181.7,,,0.0025,,,20.3,,0.6,,,,
,55,1.1745,,,,182.1,,,0.002,,,20.3,,0.4,,,,
,56,1.175,,,,182.5,,,0.0005,,,20.3,,0.4,,,,
,57,1.1755,,,,182.8,,,0.0005,,,20.3,,0.3,,,,
,58,1.178,,,,183,,,0.0025,,,20.3,,0.2,,,,
,59,1.179,,,,183.3,,,0.001,,,20.3,,0.3,,,,
,60,1.179,,,,183.5,,,0,,,20.3,,0.2,,,,
,61,1.181,,,,183.7,,,0.002,,,20.3,,0.2,,,,
,62,1.1825,,,,183.9,,,0.0015,,,20.3,,0.2,,,,
,,1.182625,,,,184,,,,,,,,,,,,EP
,63,1.183,,,,184.3,,,0.0005,,,20.3,,0.4,,,,
,64,1.183,,,,184.4,,,0,,,20.3,,0.1,,,,
,65,1.183,,,,184.4,,,0,,,20.3,,0,,,,
,65,1.183,,,,184.4,,,0,,,20.3,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 2/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/5",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,184.3,,,,,,20.5,,,,,,
,3,0.02,,,,187.5,,0.02,,,,20.5,,,,3.2,,
,6,0.04,,,,191,,0.02,,,,20.5,,,,3.5,,
,9,0.06,,,,194.1,,0.02,,,,20.5,,,,3.1,,
,12,0.08,,,,196.9,,0.02,,,,20.5,,,,2.8,,
,15,0.1,,,,199.6,,0.02,,,,20.5,,,,2.7,,
,18,0.12,,,,201.9,,0.02,,,,20.6,,,,2.3,,
,21,0.14,,,,204,,0.02,,,,20.6,,,,2.1,,
,24,0.16,,,,205.8,,0.02,,,,20.6,,,,1.8,,
,27,0.18,,,,207.6,,0.02,,,,20.6,,,,1.8,,
,30,0.2,,,,209.3,,0.02,,,,20.6,,,,1.7,,
,33,0.22,,,,210.9,,0.02,,,,20.6,,,,1.6,,
,36,0.24,,,,212.4,,0.02,,,,20.6,,,,1.5,,
,39,0.26,,,,213.8,,0.02,,,,20.6,,,,1.4,,
,42,0.28,,,,215.2,,0.02,,,,20.6,,,,1.4,,
,45,0.3,,,,216.5,,0.02,,,,20.6,,,,1.3,,
,48,0.32,,,,217.8,,0.02,,,,20.6,,,,1.3,,
,51,0.34,,,,218.9,,0.02,,,,20.6,,,,1.1,,
,54,0.36,,,,219.9,,0.02,,,,20.6,,,,1,,
,57,0.38,,,,220.9,,0.02,,,,20.6,,,,1,,
,60,0.4,,,,222,,0.02,,,,20.6,,,,1.1,,
,63,0.42,,,,222.9,,0.02,,,,20.6,,,,0.9,,
,66,0.44,,,,223.9,,0.02,,,,20.6,,,,1,,
,70,0.46,,,,224.8,,0.02,,,,20.6,,,,0.9,,
,72,0.48,,,,225.7,,0.02,,,,20.6,,,,0.9,,
,76,0.5,,,,226.6,,0.02,,,,20.6,,,,0.9,,
,78,0.52,,,,227.4,,0.02,,,,20.6,,,,0.8,,
,82,0.54,,,,228.2,,0.02,,,,20.6,,,,0.8,,
,84,0.56,,,,229,,0.02,,,,20.6,,,,0.8,,
,88,0.58,,,,229.6,,0.02,,,,20.6,,,,0.6,,
,90,0.6,,,,230.4,,0.02,,,,20.6,,,,0.8,,
,94,0.62,,,,230.9,,0.02,,,,20.6,,,,0.5,,
,97,0.64,,,,231.7,,0.02,,,,20.6,,,,0.8,,
,100,0.66,,,,232.4,,0.02,,,,20.6,,,,0.7,,
,103,0.68,,,,233.2,,0.02,,,,20.6,,,,0.8,,
,106,0.7,,,,233.7,,0.02,,,,20.6,,,,0.5,,
,109,0.72,,,,234.4,,0.02,,,,20.6,,,,0.7,,
,112,0.74,,,,235,,0.02,,,,20.6,,,,0.6,,
,115,0.76,,,,235.5,,0.02,,,,20.6,,,,0.5,,
,118,0.78,,,,236.1,,0.02,,,,20.6,,,,0.6,,
,121,0.8,,,,236.6,,0.02,,,,20.6,,,,0.5,,
,124,0.82,,,,237.2,,0.02,,,,20.6,,,,0.6,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 3/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/5",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-75.3,,,,,,19.9,,,,,,,
,2,,,,-75.3,,,,,,19.9,,,,0,,,
,3,,,,-75.3,,,,,,19.9,,,,0,,,
,4,,,,-75.3,,,,,,19.9,,,,0,,,
,5,,,,-75.3,,,,,,19.9,,,,0,,,
,6,,,,-75.3,,,,,,19.9,,,,0,,,
,7,,,,-75.3,,,,,,19.9,,,,0,,,
,8,,,,-75.3,,,,,,19.9,,,,0,,,
,9,,,,-75.3,,,,,,19.9,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 3/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/5",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-75.4,,,,,,19.9,,,,,,
,1,0.001,,,,-75.4,,,0.001,,,19.9,,0,,,,
,2,0.005,,,,-75.4,,,0.004,,,19.9,,0,,,,
,3,0.011,,,,-75.2,,,0.006,,,19.9,,0.2,,,,
,4,0.02,,,,-74.5,,,0.009,,,19.9,,0.7,,,,
,5,0.0345,,,,-73.2,,,0.0145,,,19.9,,1.3,,,,
,6,0.0555,,,,-71.2,,,0.021,,,19.9,,2,,,,
,7,0.0805,,,,-67.6,,,0.025,,,19.9,,3.6,,,,
,8,0.1145,,,,-61.6,,,0.034,,,19.9,,6,,,,
,9,0.157,,,,-53.6,,,0.0425,,,19.9,,8,,,,
,10,0.2095,,,,-43.1,,,0.0525,,,19.9,,10.5,,,,
,11,0.2725,,,,-30.8,,,0.063,,,19.9,,12.3,,,,
,12,0.348,,,,-15.9,,,0.0755,,,19.9,,14.9,,,,
,13,0.4265,,,,-0.8,,,0.0785,,,19.9,,15.1,,,,
,14,0.526,,,,18.9,,,0.0995,,,19.9,,19.7,,,,
,15,0.639,,,,37.8,,,0.113,,,19.9,,18.9,,,,
,16,0.7655,,,,56.7,,,0.1265,,,19.9,,18.9,,,,
,17,0.903,,,,78.5,,,0.1375,,,19.9,,21.8,,,,
,18,0.9755,,,,100.3,,,0.0725,,,19.9,,21.8,,,,
,19,0.977,,,,95.9,,,0.0015,,,19.9,,-4.4,,,,
,20,0.9805,,,,91.8,,,0.0035,,,19.9,,-4.1,,,,
,21,0.986,,,,91.3,,,0.0055,,,19.9,,-0.5,,,,
,22,0.994,,,,92.6,,,0.008,,,19.9,,1.3,,,,
,23,1.0065,,,,95,,,0.0125,,,19.9,,2.4,,,,
,24,1.023,,,,99.4,,,0.0165,,,19.9,,4.4,,,,
,25,1.0415,,,,104.9,,,0.0185,,,19.9,,5.5,,,,
,26,1.064,,,,112.7,,,0.0225,,,19.9,,7.8,,,,
,27,1.0875,,,,119.4,,,0.0235,,,19.9,,6.7,,,,
,28,1.1115,,,,126.5,,,0.024,,,19.9,,7.1,,,,
,29,1.1335,,,,135.1,,,0.022,,,19.9,,8.6,,,,
,30,1.143,,,,140.6,,,0.0095,,,19.9,,5.5,,,,
,31,1.147,,,,142.2,,,0.004,,,19.9,,1.6,,,,
,32,1.153,,,,144.2,,,0.006,,,19.9,,2,,,,
,33,1.161,,,,147.1,,,0.008,,,19.9,,2.9,,,,
,34,1.1715,,,,150.9,,,0.0105,,,19.9,,3.8,,,,
,35,1.182,,,,155.2,,,0.0105,,,19.9,,4.3,,,,
,36,1.19,,,,158.8,,,0.008,,,19.9,,3.6,,,,
,37,1.194,,,,161.4,,,0.004,,,19.9,,2.6,,,,
,38,1.1985,,,,163.3,,,0.0045,,,19.9,,1.9,,,,
,39,1.2035,,,,165.1,,,0.005,,,19.9,,1.8,,,,
,40,1.2095,,,,167,,,0.006,,,19.9,,1.9,,,,
,41,1.2165,,,,169,,,0.007,,,19.9,,2,,,,
,42,1.2215,,,,170.8,,,0.005,,,19.9,,1.8,,,,
,43,1.2245,,,,172.3,,,0.003,,,19.9,,1.5,,,,
,44,1.227,,,,173.3,,,0.0025,,,19.9,,1,,,,
,45,1.2305,,,,174.1,,,0.0035,,,19.9,,0.8,,,,
,46,1.2345,,,,175.1,,,0.004,,,19.9,,1,,,,
,47,1.239,,,,176.3,,,0.0045,,,19.9,,1.2,,,,
,48,1.2415,,,,177.2,,,0.0025,,,19.9,,0.9,,,,
,49,1.244,,,,177.9,,,0.0025,,,19.9,,0.7,,,,
,50,1.2465,,,,178.6,,,0.0025,,,19.9,,0.7,,,,
,51,1.2495,,,,179.2,,,0.003,,,19.9,,0.6,,,,
,52,1.252,,,,179.9,,,0.0025,,,19.9,,0.7,,,,
,53,1.2545,,,,180.4,,,0.0025,,,19.9,,0.5,,,,
,54,1.2565,,,,180.8,,,0.002,,,19.9,,0.4,,,,
,55,1.259,,,,181.3,,,0.0025,,,19.9,,0.5,,,,
,56,1.2615,,,,181.8,,,0.0025,,,20,,0.5,,,,
,57,1.2635,,,,182.3,,,0.002,,,20,,0.5,,,,
,58,1.2635,,,,182.7,,,0,,,20,,0.4,,,,
,59,1.2655,,,,182.8,,,0.002,,,19.9,,0.1,,,,
,60,1.2675,,,,183.2,,,0.002,,,20,,0.4,,,,
,61,1.2675,,,,183.5,,,0,,,20,,0.3,,,,
,62,1.2685,,,,183.6,,,0.001,,,20,,0.1,,,,
,63,1.2685,,,,183.8,,,0,,,20,,0.2,,,,
,,1.270167,,,,184,,,,,,,,,,,,EP
,64,1.271,,,,184.1,,,0.0025,,,20,,0.3,,,,
,65,1.271,,,,184.2,,,0,,,20,,0.1,,,,
,66,1.271,,,,184.3,,,0,,,20,,0.1,,,,
,66,1.271,,,,184.3,,,0,,,20,,0,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 3/5",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/5",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,171.2,,,,,,20.3,,,,,,
,3,0.02,,,,176,,0.02,,,,20.3,,,,4.8,,
,6,0.04,,,,181.2,,0.02,,,,20.3,,,,5.2,,
,9,0.06,,,,185.5,,0.02,,,,20.3,,,,4.3,,
,12,0.08,,,,189.5,,0.02,,,,20.3,,,,4,,
,15,0.1,,,,192.9,,0.02,,,,20.3,,,,3.4,,
,18,0.12,,,,195.9,,0.02,,,,20.3,,,,3,,
,21,0.14,,,,198.5,,0.02,,,,20.3,,,,2.6,,
,24,0.16,,,,200.7,,0.02,,,,20.3,,,,2.2,,
,27,0.18,,,,202.8,,0.02,,,,20.3,,,,2.1,,
,30,0.2,,,,204.7,,0.02,,,,20.3,,,,1.9,,
,33,0.22,,,,206.7,,0.02,,,,20.3,,,,2,,
,36,0.24,,,,208.4,,0.02,,,,20.3,,,,1.7,,
,39,0.26,,,,210,,0.02,,,,20.3,,,,1.6,,
,42,0.28,,,,211.6,,0.02,,,,20.3,,,,1.6,,
,45,0.3,,,,213,,0.02,,,,20.3,,,,1.4,,
,48,0.32,,,,214.4,,0.02,,,,20.3,,,,1.4,,
,51,0.34,,,,215.7,,0.02,,,,20.3,,,,1.3,,
,54,0.36,,,,216.9,,0.02,,,,20.3,,,,1.2,,
,57,0.38,,,,217.9,,0.02,,,,20.3,,,,1,,
,60,0.4,,,,219,,0.02,,,,20.3,,,,1.1,,
,64,0.42,,,,220.1,,0.02,,,,20.3,,,,1.1,,
,66,0.44,,,,221.1,,0.02,,,,20.3,,,,1,,
,70,0.46,,,,222.2,,0.02,,,,20.3,,,,1.1,,
,72,0.48,,,,223.1,,0.02,,,,20.3,,,,0.9,,
,76,0.5,,,,224.1,,0.02,,,,20.3,,,,1,,
,78,0.52,,,,225,,0.02,,,,20.3,,,,0.9,,
,82,0.54,,,,225.8,,0.02,,,,20.3,,,,0.8,,
,84,0.56,,,,226.7,,0.02,,,,20.3,,,,0.9,,
,88,0.58,,,,227.4,,0.02,,,,20.3,,,,0.7,,
,91,0.6,,,,228.1,,0.02,,,,20.3,,,,0.7,,
,94,0.62,,,,228.9,,0.02,,,,20.3,,,,0.8,,
,97,0.64,,,,229.6,,0.02,,,,20.3,,,,0.7,,
,100,0.66,,,,230.3,,0.02,,,,20.3,,,,0.7,,
,103,0.68,,,,231,,0.02,,,,20.3,,,,0.7,,
,106,0.7,,,,231.7,,0.02,,,,20.3,,,,0.7,,
,109,0.72,,,,232.4,,0.02,,,,20.3,,,,0.7,,
,112,0.74,,,,233,,0.02,,,,20.3,,,,0.6,,
,115,0.76,,,,233.6,,0.02,,,,20.3,,,,0.6,,
,118,0.78,,,,234.2,,0.02,,,,20.3,,,,0.6,,
,121,0.8,,,,234.7,,0.02,,,,20.3,,,,0.5,,
,124,0.82,,,,235.3,,0.02,,,,20.3,,,,0.6,,
