"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.1905,196.2,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.2105,198.8,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.2305,201.1,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.2505,203.2,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.2705,205.1,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.2905,207,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.3105,208.7,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.3305,210.4,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.3505,211.9,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.3705,213.3,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.3905,214.6,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.4105,215.7,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.4305,216.9,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.4505,218,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.4705,219.1,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.4905,220.2,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.5105,221.2,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.5305,222.2,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.5505,223.2,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
1.5705,224.1,21.9,"SAC-1",51.48,30,25,-5.1,7,196.01,224.74
