"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.2825,196.4,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.3025,199,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.3225,201.4,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.3425,203.6,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.3625,205.5,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.3825,207.2,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.4025,208.9,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.4225,210.5,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.4425,212.1,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.4625,213.5,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.4825,214.9,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.5025,216.2,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.5225,217.5,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.5425,218.6,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.5625,219.7,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.5825,220.7,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.6025,221.7,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
1.6225,222.7,19.4,"BaySTD2-1",50.832,30.34,14.11,-4.7,7,194.975,223.5
