"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.2635,196.7,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.2835,199.2,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.3035,201.7,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.3235,203.9,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.3435,205.8,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.3635,207.5,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.3835,209.2,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.4035,210.9,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.4235,212.4,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.4435,213.9,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.4635,215.3,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.4835,216.6,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.5035,217.9,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.5235,219,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.5435,220.1,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.5635,221.1,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.5835,222.1,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
1.6035,223.1,19.6,"BaySTD2-2",50.576,30.34,14.11,-4.7,7,194.975,223.5
