"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.2605,197.7,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.2805,200.3,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.3005,202.8,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.3205,205,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.3405,206.9,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.3605,208.6,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.3805,210.3,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.4005,212,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.4205,213.5,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.4405,215,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.4605,216.3,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.4805,217.7,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.5005,219,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.5205,220.1,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.5405,221.2,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.5605,222.2,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.5805,223.3,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
1.6005,224.2,22,"BAYSTD2-2",50.584,30.34,14.11,-5,7,196.39,225.16
