"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.248,209.8,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.268,211,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.288,212.2,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.308,213.5,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.328,214.7,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.348,215.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.368,216.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.388,218,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.408,219,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.428,220,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.448,220.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.468,221.8,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.488,222.6,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.508,223.4,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.528,224.2,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.548,225,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.568,225.8,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.588,226.5,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.608,227.2,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.628,227.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.648,228.6,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.668,229.3,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.688,229.8,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.708,230.4,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.728,231,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.748,231.6,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.768,232.2,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.788,232.8,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.808,233.4,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.828,233.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.848,234.5,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.868,235,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.888,235.4,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.908,235.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.928,236.5,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
1.948,236.9,19.8,"SAC-2",51.172,27.5,19.8,8.2,7,208.54,237.16
