Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/14",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-40.5,,,,,,17.4,,,,,,,
,2,,,,-40.6,,,,,,17.4,,,,-0.1,,,
,3,,,,-40.6,,,,,,17.4,,,,0,,,
,4,,,,-40.6,,,,,,17.4,,,,0,,,
,5,,,,-40.6,,,,,,17.4,,,,0,,,
,6,,,,-40.6,,,,,,17.4,,,,0,,,
,7,,,,-40.6,,,,,,17.4,,,,0,,,
,8,,,,-40.7,,,,,,17.4,,,,-0.1,,,
,9,,,,-40.7,,,,,,17.4,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 1/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/14",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,42,0.28,,,,215.6,,0.02,,,,17.6,,,,1.1,,
,45,0.3,,,,216.6,,0.02,,,,17.6,,,,1,,
,48,0.32,,,,217.6,,0.02,,,,17.6,,,,1,,
,51,0.34,,,,218.5,,0.02,,,,17.6,,,,0.9,,
,54,0.36,,,,219.4,,0.02,,,,17.6,,,,0.9,,
,58,0.38,,,,220.3,,0.02,,,,17.6,,,,0.9,,
,60,0.4,,,,221,,0.02,,,,17.6,,,,0.7,,
,64,0.42,,,,221.8,,0.02,,,,17.6,,,,0.8,,
,66,0.44,,,,222.6,,0.02,,,,17.6,,,,0.8,,
,70,0.46,,,,223.4,,0.02,,,,17.6,,,,0.8,,
,72,0.48,,,,224.1,,0.02,,,,17.6,,,,0.7,,
,76,0.5,,,,224.9,,0.02,,,,17.7,,,,0.8,,
,78,0.52,,,,225.6,,0.02,,,,17.6,,,,0.7,,
,82,0.54,,,,226.3,,0.02,,,,17.7,,,,0.7,,
,85,0.56,,,,226.9,,0.02,,,,17.7,,,,0.6,,
,88,0.58,,,,227.6,,0.02,,,,17.7,,,,0.7,,
,91,0.6,,,,228.1,,0.02,,,,17.7,,,,0.5,,
,94,0.62,,,,228.8,,0.02,,,,17.7,,,,0.7,,
,97,0.64,,,,229.4,,0.02,,,,17.7,,,,0.6,,
,100,0.66,,,,230,,0.02,,,,17.7,,,,0.6,,
,103,0.68,,,,230.6,,0.02,,,,17.7,,,,0.6,,
,106,0.7,,,,231.1,,0.02,,,,17.7,,,,0.5,,
,109,0.72,,,,231.7,,0.02,,,,17.7,,,,0.6,,
,112,0.74,,,,232.2,,0.02,,,,17.7,,,,0.5,,
,115,0.76,,,,232.7,,0.02,,,,17.7,,,,0.5,,
,118,0.78,,,,233.2,,0.02,,,,17.7,,,,0.5,,
,121,0.8,,,,233.7,,0.02,,,,17.7,,,,0.5,,
,124,0.82,,,,234.2,,0.02,,,,17.7,,,,0.5,,
,127,0.84,,,,234.6,,0.02,,,,17.7,,,,0.4,,
,130,0.86,,,,235.2,,0.02,,,,17.7,,,,0.6,,
,133,0.88,,,,235.6,,0.02,,,,17.7,,,,0.4,,
,136,0.9,,,,236.1,,0.02,,,,17.7,,,,0.5,,
,139,0.92,,,,236.5,,0.02,,,,17.7,,,,0.4,,
,142,0.94,,,,236.9,,0.02,,,,17.7,,,,0.4,,
,145,0.96,,,,237.3,,0.02,,,,17.7,,,,0.4,,
,148,0.98,,,,237.8,,0.02,,,,17.7,,,,0.5,,
,151,1,,,,238.2,,0.02,,,,17.7,,,,0.4,,
,154,1.02,,,,238.5,,0.02,,,,17.7,,,,0.3,,
,157,1.04,,,,239,,0.02,,,,17.7,,,,0.5,,
,160,1.06,,,,239.4,,0.02,,,,17.7,,,,0.4,,
,163,1.08,,,,239.8,,0.02,,,,17.7,,,,0.4,,
,166,1.1,,,,240.2,,0.02,,,,17.7,,,,0.4,,
,169,1.12,,,,240.5,,0.02,,,,17.7,,,,0.3,,
,172,1.14,,,,240.9,,0.02,,,,17.7,,,,0.4,,
,175,1.16,,,,241.3,,0.02,,,,17.7,,,,0.4,,
,178,1.18,,,,241.6,,0.02,,,,17.7,,,,0.3,,
,181,1.2,,,,242,,0.02,,,,17.7,,,,0.4,,
,184,1.22,,,,242.3,,0.02,,,,17.7,,,,0.3,,
,187,1.24,,,,242.6,,0.02,,,,17.7,,,,0.3,,
,190,1.26,,,,243,,0.02,,,,17.7,,,,0.4,,
,193,1.28,,,,243.3,,0.02,,,,17.7,,,,0.3,,
,196,1.3,,,,243.7,,0.02,,,,17.7,,,,0.4,,
,199,1.32,,,,244,,0.02,,,,17.7,,,,0.3,,
,202,1.34,,,,244.3,,0.02,,,,17.7,,,,0.3,,
,205,1.36,,,,244.6,,0.02,,,,17.7,,,,0.3,,
,208,1.38,,,,245,,0.02,,,,17.7,,,,0.4,,
,212,1.4,,,,245.3,,0.02,,,,17.7,,,,0.3,,
,214,1.42,,,,245.6,,0.02,,,,17.7,,,,0.3,,
,218,1.44,,,,245.9,,0.02,,,,17.7,,,,0.3,,
,220,1.46,,,,246.2,,0.02,,,,17.7,,,,0.3,,
,224,1.48,,,,246.5,,0.02,,,,17.7,,,,0.3,,
,227,1.5,,,,246.8,,0.02,,,,17.7,,,,0.3,,
,230,1.52,,,,247.1,,0.02,,,,17.7,,,,0.3,,
,233,1.54,,,,247.3,,0.02,,,,17.7,,,,0.2,,
,236,1.56,,,,247.6,,0.02,,,,17.7,,,,0.3,,
,239,1.58,,,,247.9,,0.02,,,,17.7,,,,0.3,,
,242,1.6,,,,248.1,,0.02,,,,17.7,,,,0.2,,
,245,1.62,,,,248.4,,0.02,,,,17.7,,,,0.3,,
,248,1.64,,,,248.7,,0.02,,,,17.7,,,,0.3,,
,251,1.66,,,,249,,0.02,,,,17.7,,,,0.3,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 2/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/14",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-65.2,,,,,,17.5,,,,,,,
,2,,,,-65.2,,,,,,17.5,,,,0,,,
,3,,,,-65.2,,,,,,17.5,,,,0,,,
,4,,,,-65.2,,,,,,17.5,,,,0,,,
,5,,,,-65.2,,,,,,17.5,,,,0,,,
,6,,,,-65.2,,,,,,17.5,,,,0,,,
,7,,,,-65.2,,,,,,17.5,,,,0,,,
,8,,,,-65.2,,,,,,17.5,,,,0,,,
,9,,,,-65.2,,,,,,17.5,,,,0,,,
,10,,,,-65.2,,,,,,17.5,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 2/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/14",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-65.3,,,,,,17.5,,,,,,
,1,0.001,,,,-65.2,,,0.001,,,17.5,,0.1,,,,
,2,0.005,,,,-65.2,,,0.004,,,17.5,,0,,,,
,3,0.011,,,,-65,,,0.006,,,17.5,,0.2,,,,
,4,0.02,,,,-64.3,,,0.009,,,17.5,,0.7,,,,
,5,0.034,,,,-62.7,,,0.014,,,17.5,,1.6,,,,
,6,0.055,,,,-60,,,0.021,,,17.5,,2.7,,,,
,7,0.08,,,,-56,,,0.025,,,17.5,,4,,,,
,8,0.1145,,,,-49,,,0.0345,,,17.5,,7,,,,
,9,0.157,,,,-38.9,,,0.0425,,,17.5,,10.1,,,,
,10,0.2085,,,,-25.9,,,0.0515,,,17.5,,13,,,,
,11,0.2705,,,,-10.4,,,0.062,,,17.5,,15.5,,,,
,12,0.345,,,,6.2,,,0.0745,,,17.5,,16.6,,,,
,13,0.4215,,,,20.5,,,0.0765,,,17.5,,14.3,,,,
,14,0.5205,,,,39.4,,,0.099,,,17.5,,18.9,,,,
,15,0.6315,,,,58.4,,,0.111,,,17.5,,19,,,,
,16,0.757,,,,76.6,,,0.1255,,,17.5,,18.2,,,,
,17,0.894,,,,96.6,,,0.137,,,17.5,,20,,,,
,18,0.951,,,,113.2,,,0.057,,,17.5,,16.6,,,,
,19,0.953,,,,104.1,,,0.002,,,17.5,,-9.1,,,,
,20,0.956,,,,97.1,,,0.003,,,17.5,,-7,,,,
,21,0.96,,,,94.8,,,0.004,,,17.5,,-2.3,,,,
,22,0.967,,,,95.3,,,0.007,,,17.5,,0.5,,,,
,23,0.978,,,,98,,,0.011,,,17.5,,2.7,,,,
,24,0.9935,,,,101.8,,,0.0155,,,17.5,,3.8,,,,
,25,1.0115,,,,107.4,,,0.018,,,17.5,,5.6,,,,
,26,1.034,,,,114.6,,,0.0225,,,17.5,,7.2,,,,
,27,1.0585,,,,122.7,,,0.0245,,,17.5,,8.1,,,,
,28,1.0835,,,,130.1,,,0.025,,,17.5,,7.4,,,,
,29,1.108,,,,139.1,,,0.0245,,,17.5,,9,,,,
,30,1.123,,,,145.6,,,0.015,,,17.5,,6.5,,,,
,31,1.132,,,,149.2,,,0.009,,,17.5,,3.6,,,,
,32,1.1435,,,,153.8,,,0.0115,,,17.5,,4.6,,,,
,33,1.1555,,,,158.1,,,0.012,,,17.5,,4.3,,,,
,34,1.168,,,,162.2,,,0.0125,,,17.5,,4.1,,,,
,35,1.18,,,,165.9,,,0.012,,,17.5,,3.7,,,,
,36,1.192,,,,169.2,,,0.012,,,17.5,,3.3,,,,
,37,1.2025,,,,172.3,,,0.0105,,,17.5,,3.1,,,,
,38,1.212,,,,175.1,,,0.0095,,,17.5,,2.8,,,,
,39,1.22,,,,177.2,,,0.008,,,17.5,,2.1,,,,
,40,1.229,,,,179.1,,,0.009,,,17.5,,1.9,,,,
,41,1.2385,,,,181,,,0.0095,,,17.5,,1.9,,,,
,42,1.248,,,,183,,,0.0095,,,17.6,,2,,,,
,43,1.2555,,,,184.3,,,0.0075,,,17.5,,1.3,,,,
,44,1.2625,,,,185.8,,,0.007,,,17.5,,1.5,,,,
,45,1.2695,,,,187.1,,,0.007,,,17.6,,1.3,,,,
,46,1.2755,,,,188.1,,,0.006,,,17.5,,1,,,,
,47,1.2815,,,,189,,,0.006,,,17.6,,0.9,,,,
,48,1.2875,,,,190,,,0.006,,,17.6,,1,,,,
,49,1.292,,,,190.7,,,0.0045,,,17.6,,0.7,,,,
,50,1.2965,,,,191.3,,,0.0045,,,17.6,,0.6,,,,
,51,1.301,,,,192.1,,,0.0045,,,17.6,,0.8,,,,
,52,1.3045,,,,192.5,,,0.0035,,,17.6,,0.4,,,,
,53,1.308,,,,193.1,,,0.0035,,,17.6,,0.6,,,,
,54,1.311,,,,193.5,,,0.003,,,17.6,,0.4,,,,
,55,1.3135,,,,193.8,,,0.0025,,,17.6,,0.3,,,,
,56,1.316,,,,194.2,,,0.0025,,,17.6,,0.4,,,,
,57,1.3185,,,,194.5,,,0.0025,,,17.6,,0.3,,,,
,58,1.321,,,,194.9,,,0.0025,,,17.6,,0.4,,,,
,59,1.3235,,,,195.1,,,0.0025,,,17.6,,0.2,,,,
,60,1.326,,,,195.5,,,0.0025,,,17.6,,0.4,,,,
,61,1.327,,,,195.6,,,0.001,,,17.6,,0.1,,,,
,62,1.3285,,,,195.9,,,0.0015,,,17.6,,0.3,,,,
,63,1.329,,,,196.1,,,0.0005,,,17.6,,0.2,,,,
,64,1.3305,,,,196.2,,,0.0015,,,17.6,,0.1,,,,
,65,1.3325,,,,196.3,,,0.002,,,17.6,,0.1,,,,
,66,1.334,,,,196.5,,,0.0015,,,17.6,,0.2,,,,
,67,1.3345,,,,196.6,,,0.0005,,,17.6,,0.1,,,,
,68,1.337,,,,196.8,,,0.0025,,,17.6,,0.2,,,,
,69,1.3385,,,,197,,,0.0015,,,17.6,,0.2,,,,
,,1.3385,,,,197,,,,,,,,,,,,EP
,70,1.339,,,,197.1,,,0.0005,,,17.6,,0.1,,,,
,71,1.339,,,,197.3,,,0,,,17.6,,0.2,,,,
,72,1.339,,,,197.4,,,0,,,17.6,,0.1,,,,
,73,1.339,,,,197.2,,,0,,,17.6,,-0.2,,,,
Titration (EQP) [2],,,,,,,"Scope 1/1, Sample 2/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 2/14",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,dV,,,,Temp.,,,,dE,,
,[s],[mL],,,,[mV],,[mL],,,,[°C],,,,[mV],,
,0,0,,,,197.4,,,,,,17.9,,,,,,
,3,0.02,,,,199,,0.02,,,,17.9,,,,1.6,,
,6,0.04,,,,200.9,,0.02,,,,17.9,,,,1.9,,
,9,0.06,,,,202.7,,0.02,,,,17.9,,,,1.8,,
,12,0.08,,,,204.4,,0.02,,,,17.9,,,,1.7,,
,15,0.1,,,,206,,0.02,,,,17.9,,,,1.6,,
,18,0.12,,,,207.5,,0.02,,,,17.9,,,,1.5,,
,21,0.14,,,,208.9,,0.02,,,,17.9,,,,1.4,,
,24,0.16,,,,210.3,,0.02,,,,17.9,,,,1.4,,
,27,0.18,,,,211.4,,0.02,,,,17.9,,,,1.1,,
,30,0.2,,,,212.6,,0.02,,,,17.9,,,,1.2,,
,33,0.22,,,,213.7,,0.02,,,,17.9,,,,1.1,,
,36,0.24,,,,214.8,,0.02,,,,17.9,,,,1.1,,
,39,0.26,,,,215.9,,0.02,,,,17.9,,,,1.1,,
,42,0.28,,,,216.9,,0.02,,,,17.9,,,,1,,
,45,0.3,,,,218,,0.02,,,,17.9,,,,1.1,,
,48,0.32,,,,218.9,,0.02,,,,17.9,,,,0.9,,
,51,0.34,,,,219.8,,0.02,,,,17.9,,,,0.9,,
,54,0.36,,,,220.6,,0.02,,,,17.9,,,,0.8,,
,57,0.38,,,,221.4,,0.02,,,,17.9,,,,0.8,,
,60,0.4,,,,222.2,,0.02,,,,17.9,,,,0.8,,
,63,0.42,,,,223,,0.02,,,,17.9,,,,0.8,,
,66,0.44,,,,223.8,,0.02,,,,17.9,,,,0.8,,
,70,0.46,,,,224.6,,0.02,,,,17.9,,,,0.8,,
,72,0.48,,,,225.3,,0.02,,,,17.9,,,,0.7,,
,76,0.5,,,,226,,0.02,,,,17.9,,,,0.7,,
,79,0.52,,,,226.7,,0.02,,,,17.9,,,,0.7,,
,82,0.54,,,,227.4,,0.02,,,,17.9,,,,0.7,,
,85,0.56,,,,228.1,,0.02,,,,17.9,,,,0.7,,
,88,0.58,,,,228.6,,0.02,,,,17.9,,,,0.5,,
,91,0.6,,,,229.2,,0.02,,,,17.9,,,,0.6,,
,94,0.62,,,,229.7,,0.02,,,,17.9,,,,0.5,,
,97,0.64,,,,230.3,,0.02,,,,17.9,,,,0.6,,
,100,0.66,,,,230.9,,0.02,,,,18,,,,0.6,,
,103,0.68,,,,231.5,,0.02,,,,18,,,,0.6,,
,106,0.7,,,,232,,0.02,,,,18,,,,0.5,,
,109,0.72,,,,232.5,,0.02,,,,18,,,,0.5,,
,112,0.74,,,,233,,0.02,,,,18,,,,0.5,,
,115,0.76,,,,233.6,,0.02,,,,18,,,,0.6,,
,118,0.78,,,,234.1,,0.02,,,,18,,,,0.5,,
,121,0.8,,,,234.6,,0.02,,,,18,,,,0.5,,
,124,0.82,,,,235,,0.02,,,,18,,,,0.4,,
,127,0.84,,,,235.5,,0.02,,,,18,,,,0.5,,
,130,0.86,,,,236,,0.02,,,,18,,,,0.5,,
,133,0.88,,,,236.4,,0.02,,,,18,,,,0.4,,
,136,0.9,,,,236.9,,0.02,,,,18,,,,0.5,,
,139,0.92,,,,237.3,,0.02,,,,18,,,,0.4,,
,142,0.94,,,,237.8,,0.02,,,,18,,,,0.5,,
,145,0.96,,,,238.1,,0.02,,,,18,,,,0.3,,
,148,0.98,,,,238.5,,0.02,,,,18,,,,0.4,,
,151,1,,,,238.9,,0.02,,,,18,,,,0.4,,
,154,1.02,,,,239.4,,0.02,,,,18,,,,0.5,,
,157,1.04,,,,239.8,,0.02,,,,18,,,,0.4,,
,160,1.06,,,,240.2,,0.02,,,,18,,,,0.4,,
,163,1.08,,,,240.6,,0.02,,,,18,,,,0.4,,
,166,1.1,,,,241,,0.02,,,,18,,,,0.4,,
,169,1.12,,,,241.4,,0.02,,,,18,,,,0.4,,
,172,1.14,,,,241.7,,0.02,,,,18,,,,0.3,,
,175,1.16,,,,242.1,,0.02,,,,18,,,,0.4,,
,178,1.18,,,,242.4,,0.02,,,,18,,,,0.3,,
,181,1.2,,,,242.7,,0.02,,,,18,,,,0.3,,
,184,1.22,,,,243,,0.02,,,,18,,,,0.3,,
,187,1.24,,,,243.3,,0.02,,,,18,,,,0.3,,
,190,1.26,,,,243.7,,0.02,,,,18,,,,0.4,,
,193,1.28,,,,244,,0.02,,,,18,,,,0.3,,
,196,1.3,,,,244.4,,0.02,,,,18,,,,0.4,,
,199,1.32,,,,244.7,,0.02,,,,18,,,,0.3,,
,202,1.34,,,,245,,0.02,,,,18,,,,0.3,,
,205,1.36,,,,245.3,,0.02,,,,18.1,,,,0.3,,
,208,1.38,,,,245.6,,0.02,,,,18.1,,,,0.3,,
,211,1.4,,,,245.9,,0.02,,,,18.1,,,,0.3,,
,214,1.42,,,,246.3,,0.02,,,,18.1,,,,0.4,,
,217,1.44,,,,246.6,,0.02,,,,18.1,,,,0.3,,
,220,1.46,,,,246.9,,0.02,,,,18.1,,,,0.3,,
,223,1.48,,,,247.2,,0.02,,,,18.1,,,,0.3,,
,226,1.5,,,,247.4,,0.02,,,,18.1,,,,0.2,,
,229,1.52,,,,247.7,,0.02,,,,18.1,,,,0.3,,
,232,1.54,,,,248,,0.02,,,,18.1,,,,0.3,,
,235,1.56,,,,248.3,,0.02,,,,18.1,,,,0.3,,
,238,1.58,,,,248.6,,0.02,,,,18.1,,,,0.3,,
,242,1.6,,,,248.9,,0.02,,,,18.1,,,,0.3,,
,244,1.62,,,,249.1,,0.02,,,,18.1,,,,0.2,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 3/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/14",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-65.5,,,,,,17.9,,,,,,,
,2,,,,-65.5,,,,,,17.9,,,,0,,,
,3,,,,-65.5,,,,,,17.9,,,,0,,,
,4,,,,-65.6,,,,,,17.9,,,,-0.1,,,
,5,,,,-65.6,,,,,,17.9,,,,0,,,
,6,,,,-65.5,,,,,,17.9,,,,0.1,,,
,7,,,,-65.6,,,,,,17.9,,,,-0.1,,,
,8,,,,-65.6,,,,,,17.9,,,,0,,,
,9,,,,-65.6,,,,,,17.9,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 3/14",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 3/14",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-65.5,,,,,,17.9,,,,,,
,1,0.001,,,,-65.6,,,0.001,,,17.9,,-0.1,,,,
,2,0.005,,,,-65.5,,,0.004,,,17.9,,0.1,,,,
,3,0.011,,,,-65.2,,,0.006,,,17.9,,0.3,,,,
,4,0.02,,,,-64.5,,,0.009,,,17.9,,0.7,,,,
,5,0.0345,,,,-62.9,,,0.0145,,,17.9,,1.6,,,,
,6,0.0555,,,,-60.5,,,0.021,,,17.9,,2.4,,,,
,7,0.0805,,,,-56.1,,,0.025,,,17.9,,4.4,,,,
,8,0.1145,,,,-49.4,,,0.034,,,17.9,,6.7,,,,
,9,0.157,,,,-39,,,0.0425,,,17.9,,10.4,,,,
,10,0.21,,,,-26.3,,,0.053,,,17.9,,12.7,,,,
,11,0.273,,,,-12.2,,,0.063,,,17.9,,14.1,,,,
,12,0.3405,,,,3.5,,,0.0675,,,17.9,,15.7,,,,
,13,0.4265,,,,21.5,,,0.086,,,17.9,,18,,,,
,14,0.526,,,,41.5,,,0.0995,,,17.9,,20,,,,
