"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.4685,209.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.4885,210.7,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.5085,212,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.5285,213.2,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.5485,214.3,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.5685,215.4,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.5885,216.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.6085,217.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.6285,218.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.6485,219.4,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.6685,220.3,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.6885,221.1,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.7085,221.9,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.7285,222.7,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.7485,223.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.7685,224.3,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.7885,225,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.8085,225.8,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.8285,226.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.8485,227.2,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.8685,227.9,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.8885,228.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.9085,229.1,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.9285,229.7,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.9485,230.3,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.9685,230.8,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
1.9885,231.4,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.0085,232,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.0285,232.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.0485,233.1,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.0685,233.6,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.0885,234.1,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.1085,234.6,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.1285,235.1,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.1485,235.6,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.1685,236.1,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.1885,236.5,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
2.2085,237,19.3,"B-0041-1",53.292,26.958,19.818,8.2,7,208.54,237.16
