"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.451,209.7,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.471,211,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.491,212.2,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.511,213.4,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.531,214.6,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.551,215.7,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.571,216.8,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.591,217.9,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.611,219,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.631,219.9,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.651,220.8,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.671,221.7,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.691,222.4,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.711,223.3,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.731,224.1,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.751,224.9,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.771,225.6,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.791,226.4,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.811,227.1,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.831,227.9,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.851,228.5,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.871,229.2,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.891,229.7,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.911,230.3,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.931,231,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.951,231.6,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.971,232.2,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
1.991,232.7,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.011,233.2,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.031,233.8,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.051,234.4,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.071,234.9,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.091,235.3,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.111,235.8,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.131,236.3,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
2.151,236.8,20.3,"BAYSTD1-3",52.397,27.53,11.92,8.2,7,208.54,237.16
