"sample_list[i]","AT.25degC","AT.lab.temp","AT.insitu.temp"
"SAC-1",16138.660377721,16154.7706537467,16138.660377721
"P-001-1",2416.47933259006,2429.93524134781,2468.63975855962
"P-001-2",2157.712207212,2178.3182219484,2320.70524921996
"P-001-3",1778.95592646975,1836.71594944232,1798.58813015847
