Titration Data Only,,,,,,,,,,,,,,,,,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 1/4",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 1/4",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,103,0.68,,,,237.3,,0.02,,,,21.3,,,,0.5,,
,106,0.7,,,,237.7,,0.02,,,,21.3,,,,0.4,,
,109,0.72,,,,238.3,,0.02,,,,21.3,,,,0.6,,
,112,0.74,,,,238.9,,0.02,,,,21.3,,,,0.6,,
,115,0.76,,,,239.3,,0.02,,,,21.3,,,,0.4,,
,118,0.78,,,,239.8,,0.02,,,,21.3,,,,0.5,,
,121,0.8,,,,240.3,,0.02,,,,21.3,,,,0.5,,
,124,0.82,,,,240.9,,0.02,,,,21.3,,,,0.6,,
,127,0.84,,,,241.4,,0.02,,,,21.3,,,,0.5,,
,130,0.86,,,,241.8,,0.02,,,,21.3,,,,0.4,,
,133,0.88,,,,242.4,,0.02,,,,21.3,,,,0.6,,
,136,0.9,,,,242,,0.02,,,,21.3,,,,-0.4,,
,139,0.92,,,,243.4,,0.02,,,,21.3,,,,1.4,,
,142,0.94,,,,243.8,,0.02,,,,21.3,,,,0.4,,
,145,0.96,,,,244,,0.02,,,,21.3,,,,0.2,,
Measure (normal) [1],,,,,,,"Scope 1/1, Sample 4/4",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/4",,,,,,,,,,,,,,
,Time,,,,Meas. value,,,,,,Temp.,,,,dE,,,
,[s],,,,[mV],,,,,,[°C],,,,[mV],,,
,1,,,,-66.4,,,,,,21,,,,,,,
,2,,,,-66.4,,,,,,21,,,,0,,,
,3,,,,-66.4,,,,,,21,,,,0,,,
,4,,,,-66.4,,,,,,21,,,,0,,,
,5,,,,-66.5,,,,,,21,,,,-0.1,,,
,6,,,,-66.5,,,,,,21,,,,0,,,
,7,,,,-66.5,,,,,,21,,,,0,,,
,8,,,,-66.5,,,,,,21,,,,0,,,
,9,,,,-66.5,,,,,,21,,,,0,,,
Titration (EP) [1],,,,,,,"Scope 1/1, Sample 4/4",,,,,,,,,,,
Measured Values,,,,"Scope 1/1, Sample 4/4",,,,,,,,,,,,,,
,Time,V,,,,Meas. value,,,dV,,,Temp.,,dE,,,,EP
,[s],[mL],,,,[mV],,,[mL],,,[°C],,[mV],,,,
,0,0,,,,-66.5,,,,,,21.1,,,,,,
,1,0.001,,,,-66.5,,,0.001,,,21.1,,0,,,,
,2,0.005,,,,-66.5,,,0.004,,,21.1,,0,,,,
,3,0.011,,,,-66.5,,,0.006,,,21.1,,0,,,,
,4,0.0195,,,,-66.5,,,0.0085,,,21.1,,0,,,,
,5,0.0335,,,,-66.5,,,0.014,,,21.1,,0,,,,
,6,0.054,,,,-66.1,,,0.0205,,,21.1,,0.4,,,,
,7,0.078,,,,-65.1,,,0.024,,,21.1,,1,,,,
,8,0.1115,,,,-62.7,,,0.0335,,,21.1,,2.4,,,,
,9,0.153,,,,-59.1,,,0.0415,,,21.1,,3.6,,,,
,10,0.204,,,,-54,,,0.051,,,21.1,,5.1,,,,
,11,0.266,,,,-47.7,,,0.062,,,21.1,,6.3,,,,
,12,0.3405,,,,-40.6,,,0.0745,,,21.1,,7.1,,,,
,13,0.417,,,,-33.5,,,0.0765,,,21.1,,7.1,,,,
,14,0.516,,,,-25.8,,,0.099,,,21.1,,7.7,,,,
,15,0.6275,,,,-17.7,,,0.1115,,,21.1,,8.1,,,,
,16,0.7515,,,,-9.1,,,0.124,,,21.1,,8.6,,,,
