"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.297,197.2,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.317,199.9,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.337,202.2,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.357,204.4,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.377,206.2,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.397,208,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.417,209.7,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.437,211.3,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.457,212.8,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.477,214.2,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.497,215.6,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.517,216.9,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.537,218.2,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.557,219.3,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.577,220.4,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.597,221.4,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.617,222.4,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
1.637,223.4,21.9,"BAYSTD2-1",51.508,30.34,14.11,-5.3,7,195.635,224.34
