"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.2485,197.4,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.2685,200,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.2885,202.4,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.3085,204.5,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.3285,206.4,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.3485,208.1,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.3685,209.8,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.3885,211.4,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.4085,212.9,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.4285,214.4,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.4485,215.7,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.4685,217,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.4885,218.3,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.5085,219.4,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.5285,220.5,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.5485,221.5,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.5685,222.5,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
1.5885,223.5,21.4,"BAYSTD1-2",50.814,27.5,11.2,-5.3,7,195.635,224.34
