"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.254,197.5,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.274,200.1,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.294,202.4,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.314,204.6,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.334,206.4,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.354,208.2,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.374,209.8,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.394,211.5,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.414,212.9,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.434,214.4,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.454,215.8,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.474,217,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.494,218.3,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.514,219.4,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.534,220.5,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.554,221.4,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.574,222.5,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
1.594,223.5,21.6,"BAYSTD1-3",51.056,27.5,11.2,-5.3,7,195.635,224.34
