"volume","E","temperature","sample.id","weight","S","in.situ.temperature","ETris","pHTris","EHigh","ELow"
1.3765,196.5,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.3965,198.8,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.4165,201.1,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.4365,203.2,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.4565,205.1,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.4765,206.9,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.4965,208.6,19.9,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.5165,210,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.5365,211.5,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.5565,212.8,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.5765,213.9,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.5965,215.1,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.6165,216.2,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.6365,217.4,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.6565,218.4,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.6765,219.5,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.6965,220.5,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.7165,221.4,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.7365,222.3,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.7565,223.2,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
1.7765,223.9,20,"SAC-1",51.218,33.5,25,-5.3,7,195.635,224.34
