"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Turbid+","Chl","Chl","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","mS","Ohm*cm","g/L","ppt","psir","meters","","mV","NTU","ug/L","RFU","%","mg/L","volts"
"2021/02/03","07:55:29",10.55,23659,17.13,58.3758,15.37,14.33,2.622,1.827,7.86,-66.6,20.5,0.65,0.13,94.7,9.63,14.3
"2021/02/03","08:01:29",10.56,23579,17.07,58.5661,15.32,14.27,2.653,1.849,7.86,-66.6,19.8,0.96,0.20,94.9,9.65,14.3
"2021/02/03","08:07:29",10.56,23337,16.89,59.1770,15.16,14.11,2.690,1.875,7.86,-66.7,18.6,0.51,0.10,94.9,9.67,14.4
"2021/02/03","08:13:29",10.56,23056,16.69,59.8953,14.98,13.93,2.736,1.907,7.86,-66.7,19.3,0.75,0.16,95.0,9.69,14.4
"2021/02/03","08:19:29",10.56,23065,16.70,59.8725,14.99,13.93,2.789,1.944,7.86,-66.6,18.8,1.14,0.24,95.2,9.71,14.3
"2021/02/03","08:25:29",10.55,22903,16.58,60.3044,14.88,13.83,2.842,1.981,7.86,-66.7,23.5,0.86,0.18,94.9,9.69,14.4
"2021/02/03","08:31:29",10.55,22770,16.48,60.6617,14.80,13.74,2.895,2.018,7.86,-66.6,17.8,1.02,0.21,95.0,9.70,14.4
"2021/02/03","08:37:29",10.55,22631,16.38,61.0323,14.71,13.65,2.950,2.057,7.86,-66.6,18.3,0.98,0.21,95.3,9.74,14.4
"2021/02/03","08:43:29",10.56,22558,16.33,61.2165,14.66,13.60,3.007,2.097,7.86,-66.6,18.4,0.69,0.14,95.3,9.74,14.4
"2021/02/03","08:49:29",10.56,22570,16.34,61.1836,14.67,13.61,3.070,2.140,7.86,-66.5,18.6,1.15,0.24,95.0,9.71,14.5
"2021/02/03","08:55:29",10.55,22526,16.31,61.3100,14.64,13.58,3.132,2.184,7.86,-66.5,18.8,1.04,0.22,95.0,9.71,14.4
"2021/02/03","09:01:29",10.56,22495,16.28,61.3908,14.62,13.56,3.184,2.220,7.86,-66.4,17.3,0.99,0.21,94.4,9.65,14.5
"2021/02/03","09:07:29",10.55,22498,16.29,61.3853,14.62,13.56,3.232,2.254,7.86,-66.4,16.9,0.31,0.06,95.0,9.71,14.4
"2021/02/03","09:13:29",10.56,22809,16.51,60.5397,14.82,13.77,3.282,2.288,7.85,-66.3,17.5,1.45,0.30,94.2,9.62,14.5
"2021/02/03","09:19:29",10.56,22801,16.51,60.5612,14.82,13.76,3.330,2.322,7.85,-66.0,15.6,1.34,0.28,94.5,9.65,14.4
"2021/02/03","09:25:29",10.56,23005,16.66,60.0252,14.95,13.90,3.379,2.356,7.85,-66.0,16.9,1.02,0.21,93.8,9.57,14.4
"2021/02/03","09:31:29",10.53,23260,16.83,59.4122,15.11,14.06,3.428,2.389,7.85,-66.2,20.3,0.82,0.17,93.7,9.55,14.5
"2021/02/03","09:37:29",10.53,23296,16.85,59.3262,15.14,14.09,3.481,2.426,7.85,-66.3,19.3,1.30,0.27,94.4,9.62,14.4
"2021/02/03","09:43:29",10.53,22957,16.61,60.2034,14.92,13.86,3.536,2.465,7.86,-66.3,22.1,1.27,0.26,94.2,9.62,14.4
"2021/02/03","09:49:29",10.51,23020,16.64,60.0639,14.96,13.90,3.572,2.490,7.86,-66.3,16.9,1.00,0.21,93.0,9.49,14.4
"2021/02/03","09:55:29",10.49,22932,16.57,60.3311,14.90,13.85,3.642,2.539,7.86,-66.4,14.4,0.82,0.17,94.6,9.67,14.4
"2021/02/03","10:01:29",10.47,23315,16.84,59.3726,15.15,14.10,3.688,2.571,7.86,-66.5,14.3,1.08,0.22,94.2,9.62,14.4
"2021/02/03","10:07:29",10.48,24079,17.40,57.4667,15.65,14.60,3.731,2.600,7.86,-66.5,17.3,0.91,0.19,94.8,9.64,14.5
"2021/02/03","10:13:29",10.48,23891,17.26,57.9218,15.52,14.48,3.774,2.630,7.86,-66.5,18.5,0.73,0.15,95.1,9.69,14.2
"2021/02/03","10:19:29",10.48,23729,17.14,58.3126,15.42,14.37,3.822,2.663,7.86,-66.6,24.1,1.02,0.21,95.0,9.68,14.4
"2021/02/03","10:25:29",10.47,23576,17.03,58.7038,15.32,14.27,3.865,2.694,7.86,-66.5,15.6,0.70,0.14,95.0,9.68,14.4
"2021/02/03","10:31:29",10.47,23388,16.89,59.1839,15.20,14.15,3.911,2.726,7.86,-66.6,15.4,0.80,0.17,95.4,9.73,14.4
"2021/02/03","10:37:29",10.45,23314,16.83,59.4053,15.15,14.10,3.959,2.759,7.86,-66.6,13.7,0.52,0.11,95.1,9.72,14.5
"2021/02/03","10:43:29",10.45,23480,16.95,58.9827,15.26,14.21,4.005,2.792,7.86,-66.5,16.9,0.95,0.20,95.1,9.70,14.5
"2021/02/03","10:49:29",10.44,23791,17.17,58.2182,15.46,14.41,4.054,2.825,7.86,-66.4,21.3,1.08,0.22,94.2,9.60,14.4
"2021/02/03","10:55:29",10.44,24270,17.52,57.0712,15.77,14.73,4.095,2.853,7.86,-66.3,22.2,1.03,0.21,94.0,9.56,14.4
"2021/02/03","11:01:29",10.41,24464,17.64,56.6747,15.90,14.85,4.133,2.879,7.86,-66.5,62.4,0.95,0.20,94.9,9.65,14.4
"2021/02/03","11:07:29",10.50,25782,18.64,53.6490,16.75,15.73,4.162,2.897,7.86,-66.3,19.3,0.75,0.16,94.0,9.48,14.4
"2021/02/03","11:13:29",10.56,26185,18.96,52.7345,17.02,16.00,4.202,2.925,7.86,-66.3,19.6,0.67,0.14,94.3,9.49,14.4
"2021/02/03","11:19:29",10.52,26060,18.85,53.0487,16.93,15.91,4.234,2.947,7.86,-66.5,12.1,0.94,0.19,94.5,9.52,14.4
"2021/02/03","11:25:29",10.53,26093,18.87,52.9691,16.96,15.94,4.273,2.974,7.86,-66.5,15.1,0.81,0.17,94.5,9.53,14.4
"2021/02/03","11:31:29",10.48,24989,18.05,55.3812,16.24,15.20,4.292,2.989,7.86,-66.7,11.9,1.17,0.24,94.7,9.60,14.5
"2021/02/03","11:37:29",10.55,25730,18.62,53.6842,16.72,15.70,4.321,3.008,7.86,-66.5,12.6,1.13,0.24,94.3,9.51,14.4
"2021/02/03","11:43:29",10.47,25914,18.72,53.4168,16.84,15.82,4.358,3.033,7.86,-66.4,19.5,0.81,0.17,94.5,9.54,14.3
"2021/02/03","11:49:29",10.50,26287,19.00,52.6126,17.08,16.06,4.387,3.053,7.86,-66.5,17.4,1.45,0.30,94.2,9.49,14.4
"2021/02/03","11:55:29",10.51,26050,18.84,53.0734,16.93,15.91,4.415,3.073,7.86,-66.6,19.2,0.88,0.18,94.3,9.51,14.4
"2021/02/03","12:01:29",10.49,26042,18.82,53.1216,16.92,15.90,4.435,3.087,7.86,-66.6,25.9,1.65,0.34,94.6,9.54,14.4
"2021/02/03","12:07:29",10.53,26389,19.09,52.3691,17.15,16.13,4.461,3.105,7.86,-66.6,26.1,0.93,0.19,94.5,9.51,14.2
"2021/02/03","12:13:29",10.52,26403,19.10,52.3504,17.16,16.14,4.484,3.121,7.86,-66.7,39.1,0.85,0.17,94.8,9.53,14.4
"2021/02/03","12:19:29",10.54,26558,19.22,52.0219,17.26,16.25,4.501,3.132,7.86,-66.9,58.0,1.11,0.23,94.1,9.45,14.3
"2021/02/03","12:25:29",10.56,26809,19.41,51.5051,17.42,16.41,4.523,3.147,7.87,-67.0,20.6,0.68,0.14,93.4,9.38,14.4
"2021/02/03","12:31:29",10.57,26915,19.49,51.2871,17.49,16.49,4.534,3.155,7.87,-67.0,15.4,0.72,0.15,92.5,9.28,14.5
"2021/02/03","12:37:29",10.57,26973,19.54,51.1744,17.53,16.52,4.551,3.166,7.86,-66.9,25.6,0.90,0.19,94.8,9.51,14.4
"2021/02/03","12:43:29",10.59,27141,19.67,50.8365,17.64,16.64,4.560,3.172,7.87,-67.0,29.6,1.29,0.27,94.9,9.51,14.3
"2021/02/03","12:49:29",10.76,28437,20.70,48.2973,18.48,17.51,4.569,3.177,7.88,-67.9,30.4,1.01,0.21,94.1,9.33,14.3
"2021/02/03","12:55:29",10.81,29210,21.29,46.9627,18.98,18.03,4.578,3.182,7.90,-68.7,26.6,0.91,0.19,95.5,9.43,14.3
"2021/02/03","13:01:29",10.80,29171,21.25,47.0393,18.96,18.01,4.585,3.186,7.90,-68.9,29.7,1.08,0.22,95.1,9.39,14.2
"2021/02/03","13:07:29",10.76,28986,21.10,47.3865,18.84,17.88,4.591,3.191,7.90,-68.7,22.7,0.88,0.18,93.7,9.28,14.3
"2021/02/03","13:13:29",10.72,28714,20.88,47.8840,18.66,17.70,4.600,3.197,7.89,-68.3,19.8,0.81,0.17,94.6,9.38,14.3
"2021/02/03","13:19:29",10.73,29066,21.14,47.2946,18.89,17.93,4.601,3.198,7.88,-68.0,24.2,1.20,0.25,94.3,9.34,14.3
"2021/02/03","13:25:29",10.76,29865,21.74,45.9966,19.41,18.47,4.598,3.195,7.88,-67.7,32.0,0.75,0.16,94.5,9.32,14.2
"2021/02/03","13:31:29",10.77,30055,21.88,45.6928,19.53,18.60,4.599,3.195,7.88,-67.7,37.5,1.27,0.26,94.5,9.31,14.2
"2021/02/03","13:37:29",10.74,29854,21.72,46.0379,19.40,18.46,4.598,3.194,7.88,-67.7,23.7,0.63,0.13,94.4,9.31,14.2
"2021/02/03","13:43:29",10.78,31024,22.59,44.2495,20.16,19.26,4.593,3.189,7.87,-67.4,28.5,0.93,0.19,93.0,9.13,14.3
"2021/02/03","13:49:29",10.81,31577,23.01,43.4459,20.52,19.64,4.586,3.183,7.87,-67.3,46.8,0.67,0.14,93.9,9.18,14.3
"2021/02/03","13:55:29",10.82,31702,23.11,43.2624,20.60,19.72,4.579,3.178,7.87,-67.3,32.8,0.75,0.16,93.5,9.13,14.2
"2021/02/03","14:01:29",10.83,31968,23.31,42.8873,20.78,19.90,4.571,3.172,7.87,-67.2,40.4,0.91,0.19,93.4,9.12,14.1
"2021/02/03","14:07:29",10.77,31879,23.21,43.0777,20.72,19.84,4.556,3.161,7.88,-67.5,18.4,0.71,0.15,93.9,9.18,14.3
"2021/02/03","14:13:29",10.74,31975,23.26,42.9791,20.78,19.90,4.542,3.152,7.88,-67.7,19.3,0.65,0.13,91.5,8.94,14.3
"2021/02/03","14:19:29",10.73,32001,23.28,42.9539,20.80,19.92,4.522,3.138,7.88,-67.6,12.0,1.29,0.27,91.5,8.94,14.3
"2021/02/03","14:25:29",10.71,31988,23.25,42.9945,20.79,19.91,4.496,3.120,7.88,-67.6,16.5,0.47,0.10,91.8,8.98,14.4
"2021/02/03","14:31:29",10.74,32153,23.39,42.7441,20.89,20.03,4.475,3.105,7.88,-67.9,14.8,0.78,0.16,93.5,9.13,14.2
"2021/02/03","14:37:29",10.73,32212,23.43,42.6711,20.93,20.07,4.450,3.087,7.88,-68.1,14.0,0.51,0.11,91.8,8.97,14.3
"2021/02/03","14:43:29",10.74,32276,23.48,42.5815,20.98,20.11,4.420,3.067,7.89,-68.2,12.9,0.92,0.19,92.8,9.06,14.2
"2021/02/03","14:49:29",10.79,32555,23.71,42.1624,21.16,20.30,4.384,3.041,7.88,-67.9,20.2,0.71,0.14,93.1,9.07,14.2
"2021/02/03","14:55:29",10.82,32987,24.05,41.5744,21.44,20.60,4.344,3.013,7.87,-67.4,76.3,0.59,0.12,92.2,8.96,14.2
"2021/02/03","15:01:29",10.80,32868,23.95,41.7482,21.36,20.52,4.302,2.984,7.88,-67.7,16.4,0.94,0.20,93.6,9.10,14.3
"2021/02/03","15:07:29",10.79,32833,23.92,41.8053,21.34,20.49,4.264,2.958,7.88,-67.9,14.4,1.06,0.22,91.7,8.92,14.2
"2021/02/03","15:13:29",10.80,32978,24.03,41.6040,21.43,20.59,4.214,2.923,7.87,-67.4,11.8,0.83,0.17,92.1,8.95,14.2
"2021/02/03","15:19:29",10.85,33484,24.43,40.9305,21.76,20.94,4.168,2.890,7.88,-67.9,12.0,0.95,0.20,89.3,8.65,14.3
"2021/02/03","15:25:29",10.82,33225,24.22,41.2820,21.59,20.76,4.120,2.857,7.90,-68.7,12.6,0.62,0.13,92.3,8.96,14.3
"2021/02/03","15:31:29",10.79,33102,24.11,41.4675,21.51,20.68,4.071,2.823,7.89,-68.5,12.5,0.12,0.02,91.1,8.85,14.3
"2021/02/03","15:37:29",10.74,33246,24.19,41.3378,21.61,20.77,4.026,2.792,7.88,-67.7,8.6,1.23,0.25,91.3,8.88,14.3
"2021/02/03","15:43:29",10.78,33097,24.10,41.4826,21.51,20.67,3.977,2.758,7.88,-67.7,389.5,0.47,0.10,92.9,9.03,14.3
"2021/02/03","15:49:29",10.76,33265,24.21,41.2944,21.62,20.79,3.922,2.720,7.88,-67.9,13.6,0.61,0.13,93.7,9.11,14.4
"2021/02/03","15:55:29",10.77,33388,24.31,41.1253,21.70,20.87,3.874,2.687,7.88,-68.0,13.7,0.34,0.07,93.7,9.10,14.4
"2021/02/03","16:01:29",10.81,33621,24.50,40.8065,21.85,21.03,3.825,2.652,7.88,-67.9,13.8,1.11,0.23,93.7,9.08,14.3
"2021/02/03","16:07:29",10.78,33386,24.31,41.1220,21.70,20.87,3.778,2.620,7.88,-67.8,18.0,0.82,0.17,94.1,9.14,14.3
"2021/02/03","16:13:29",10.78,33302,24.25,41.2263,21.64,20.81,3.732,2.588,7.88,-67.8,14.5,0.69,0.14,93.9,9.12,14.4
"2021/02/03","16:19:29",10.79,33038,24.06,41.5466,21.47,20.63,3.676,2.550,7.88,-67.6,14.5,0.58,0.12,94.2,9.15,14.3
"2021/02/03","16:25:29",10.70,31890,23.17,43.1430,20.72,19.85,3.631,2.520,7.88,-67.5,16.1,0.60,0.12,93.8,9.18,14.5
"2021/02/03","16:31:29",10.77,32436,23.62,42.3315,21.08,20.22,3.585,2.487,7.87,-67.3,17.8,0.41,0.08,94.1,9.17,14.4
"2021/02/03","16:37:29",10.78,32296,23.52,42.5125,20.99,20.12,3.541,2.457,7.87,-67.3,20.2,0.50,0.10,94.3,9.19,14.4
"2021/02/03","16:43:29",10.76,32132,23.39,42.7539,20.88,20.01,3.496,2.426,7.87,-67.3,21.6,0.89,0.19,93.8,9.16,14.4
"2021/02/03","16:49:29",10.76,32182,23.42,42.6853,20.91,20.05,3.450,2.394,7.87,-67.3,24.5,1.13,0.24,94.4,9.22,14.4
"2021/02/03","16:55:29",10.77,32029,23.32,42.8792,20.81,19.94,3.407,2.364,7.87,-67.3,28.3,1.52,0.32,94.1,9.20,14.4
"2021/02/03","17:01:29",10.70,30916,22.47,44.5043,20.09,19.18,3.365,2.336,7.87,-67.4,24.4,1.25,0.26,94.0,9.24,14.3
"2021/02/03","17:07:29",10.71,30828,22.41,44.6167,20.03,19.12,3.324,2.308,7.87,-67.4,24.8,0.85,0.17,94.4,9.29,14.5
"2021/02/03","17:13:29",10.74,31071,22.60,44.2361,20.19,19.29,3.284,2.280,7.87,-67.3,27.8,0.91,0.19,93.9,9.22,14.5
"2021/02/03","17:19:29",10.74,31141,22.66,44.1293,20.24,19.34,3.247,2.254,7.87,-67.3,27.6,0.99,0.21,94.3,9.25,14.4
"2021/02/03","17:25:29",10.72,30667,22.30,44.8355,19.93,19.01,3.212,2.230,7.87,-67.3,21.4,1.18,0.24,93.8,9.23,14.4
"2021/02/03","17:31:29",10.70,29934,21.75,45.9636,19.45,18.52,3.180,2.209,7.87,-67.4,23.6,0.81,0.17,94.2,9.30,14.3
