"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"2021/01/13","22:07:29",11.21,38416,28296,35.3402,24.97,24.36,4.589,3.174,7.83,-64.8,0.08,0.01,7.6,93.5,8.80,14.4
"2021/01/13","22:13:30",11.21,38420,28301,35.3347,24.97,24.37,4.542,3.142,7.83,-64.8,0.65,0.13,7.4,93.5,8.79,14.4
"2021/01/13","22:19:29",11.22,38425,28310,35.3231,24.97,24.37,4.486,3.103,7.82,-64.7,0.14,0.03,6.7,93.0,8.75,14.2
"2021/01/13","22:25:29",11.24,38356,28276,35.3658,24.93,24.32,4.424,3.060,7.83,-64.8,0.54,0.11,10.1,93.8,8.82,14.4
"2021/01/13","22:31:29",11.24,38396,28306,35.3286,24.95,24.35,4.367,3.021,7.83,-64.9,0.56,0.11,7.0,93.8,8.82,14.3
"2021/01/13","22:37:29",11.25,38364,28291,35.3475,24.93,24.33,4.305,2.977,7.83,-64.8,0.32,0.07,284.3,92.9,8.73,14.4
"2021/01/13","22:43:29",11.25,38454,28358,35.2629,24.99,24.39,4.243,2.935,7.83,-65.1,0.19,0.04,154.5,94.1,8.84,14.4
"2021/01/13","22:49:29",11.25,38524,28405,35.2047,25.04,24.44,4.180,2.891,7.83,-64.9,0.77,0.16,6.4,93.9,8.82,14.4
"2021/01/13","22:55:29",11.32,38381,28350,35.2732,24.94,24.34,4.116,2.847,7.83,-65.1,0.55,0.11,5.7,94.3,8.85,14.4
"2021/01/13","23:01:29",11.28,38520,28426,35.1787,25.03,24.44,4.052,2.802,7.83,-65.1,0.82,0.17,6.5,94.1,8.83,14.4
"2021/01/13","23:07:29",11.36,38290,28312,35.3207,24.88,24.28,3.991,2.761,7.83,-65.2,0.59,0.12,5.9,94.5,8.86,14.4
"2021/01/13","23:13:29",11.25,38647,28496,35.0931,25.12,24.53,3.934,2.720,7.83,-65.1,0.63,0.13,7.5,94.1,8.83,14.4
"2021/01/13","23:19:29",11.23,38942,28698,34.8453,25.31,24.73,3.878,2.681,7.83,-65.1,0.24,0.05,7.9,93.9,8.81,14.5
"2021/01/13","23:25:29",11.25,38198,28170,35.4988,24.82,24.21,3.823,2.644,7.83,-65.2,0.44,0.09,10.0,94.4,8.88,14.4
"2021/01/13","23:31:29",11.23,37616,27725,36.0690,24.45,23.81,3.766,2.606,7.83,-64.9,0.34,0.07,13.3,94.3,8.89,14.4
"2021/01/13","23:37:29",11.18,37832,27848,35.9096,24.59,23.96,3.709,2.566,7.83,-64.8,-0.02,0.00,14.0,93.9,8.86,14.4
"2021/01/13","23:43:29",11.16,38192,28098,35.5895,24.82,24.21,3.646,2.522,7.83,-64.8,0.19,0.04,12.5,93.4,8.81,14.3
"2021/01/13","23:49:29",11.20,37695,27760,36.0233,24.50,23.86,3.588,2.482,7.83,-65.0,0.56,0.12,11.5,94.3,8.90,14.4
"2021/01/13","23:55:29",11.30,35582,26273,38.0612,23.12,22.40,3.535,2.448,7.83,-65.2,0.66,0.14,11.0,95.3,9.06,14.4
"2021/01/14","00:01:29",11.22,36283,26735,37.4036,23.58,22.88,3.484,2.413,7.83,-64.9,0.56,0.11,13.3,94.5,8.97,14.3
"2021/01/14","00:07:29",11.20,36443,26837,37.2621,23.68,22.99,3.441,2.383,7.83,-64.9,0.49,0.10,396.1,94.1,8.93,14.3
"2021/01/14","00:13:29",11.16,36747,27031,36.9942,23.88,23.20,3.388,2.345,7.83,-64.8,0.71,0.15,10.6,94.0,8.92,14.3
"2021/01/14","00:19:29",11.16,36699,26998,37.0397,23.85,23.17,3.261,2.258,7.83,-64.8,0.57,0.12,11.1,93.7,8.89,14.3
"2021/01/14","00:25:29",11.15,36813,27076,36.9328,23.92,23.25,3.286,2.275,7.83,-64.8,0.41,0.08,8.9,93.2,8.84,14.3
"2021/01/14","00:31:29",11.15,36875,27118,36.8763,23.96,23.29,3.223,2.231,7.83,-64.8,0.04,0.01,10.6,93.4,8.86,14.5
"2021/01/14","00:37:29",11.16,36636,26954,37.1007,23.81,23.12,3.188,2.207,7.83,-64.8,0.59,0.12,11.4,93.8,8.90,14.5
"2021/01/14","00:43:29",11.15,36630,26942,37.1162,23.81,23.12,3.125,2.163,7.83,-64.8,0.63,0.13,12.2,93.7,8.89,14.3
"2021/01/14","00:49:29",11.16,36325,26723,37.4207,23.61,22.91,3.083,2.135,7.83,-64.8,0.78,0.16,12.1,93.6,8.90,14.5
"2021/01/14","00:55:29",11.16,36242,26658,37.5119,23.55,22.85,3.025,2.095,7.83,-64.8,0.27,0.06,67.0,94.0,8.93,14.3
"2021/01/14","01:01:29",11.15,36480,26828,37.2749,23.71,23.02,2.980,2.063,7.82,-64.6,0.47,0.10,15.0,93.8,8.91,14.3
"2021/01/14","01:07:29",11.14,36357,26731,37.4098,23.63,22.93,2.932,2.030,7.82,-64.6,0.70,0.14,14.9,93.9,8.93,14.3
"2021/01/14","01:13:29",11.13,36165,26587,37.6124,23.50,22.80,2.879,1.993,7.82,-64.6,0.40,0.08,15.9,93.6,8.91,14.2
"2021/01/14","01:19:29",11.14,35873,26374,37.9161,23.31,22.59,2.836,1.964,7.82,-64.6,0.67,0.14,14.1,93.8,8.93,14.1
"2021/01/14","01:25:29",11.12,36544,26854,37.2377,23.75,23.06,2.787,1.930,7.82,-64.5,0.59,0.12,15.1,93.2,8.86,14.5
"2021/01/14","01:31:29",11.11,36521,26835,37.2641,23.73,23.04,2.748,1.903,7.82,-64.5,0.09,0.02,16.1,93.5,8.88,14.5
"2021/01/14","01:37:29",11.12,36454,26789,37.3286,23.69,23.00,2.701,1.870,7.82,-64.5,0.27,0.06,12.1,93.1,8.85,14.5
"2021/01/14","01:43:29",11.16,36642,26954,37.1001,23.81,23.13,2.660,1.841,7.82,-64.6,0.21,0.04,11.4,93.7,8.89,14.5
"2021/01/14","01:49:29",11.11,36548,26854,37.2377,23.75,23.06,2.614,1.810,7.83,-64.7,0.93,0.19,12.6,93.5,8.89,14.5
"2021/01/14","01:55:29",11.11,36199,26593,37.6035,23.53,22.82,2.569,1.779,7.82,-64.6,0.55,0.11,1174.0,93.5,8.90,14.4
"2021/01/14","02:01:29",11.11,36158,26565,37.6429,23.50,22.79,2.528,1.750,7.82,-64.5,0.56,0.11,15.1,93.5,8.90,14.5
"2021/01/14","02:07:29",11.11,36059,26492,37.7469,23.43,22.72,2.493,1.726,7.82,-64.5,0.58,0.12,17.1,93.6,8.91,14.5
"2021/01/14","02:13:29",11.10,35990,26438,37.8243,23.39,22.67,2.451,1.697,7.82,-64.5,0.59,0.12,14.1,93.5,8.91,14.5
"2021/01/14","02:19:29",11.10,36018,26455,37.7999,23.41,22.69,2.410,1.669,7.82,-64.5,0.73,0.15,15.8,93.6,8.92,14.5
"2021/01/14","02:25:29",11.09,36057,26479,37.7657,23.43,22.72,2.377,1.646,7.82,-64.5,0.57,0.12,17.6,93.4,8.90,14.5
"2021/01/14","02:31:29",11.09,35965,26410,37.8642,23.37,22.66,2.337,1.618,7.82,-64.5,0.97,0.20,17.3,93.5,8.91,14.4
"2021/01/14","02:37:29",11.08,35760,26252,38.0917,23.24,22.51,2.298,1.592,7.82,-64.4,0.37,0.08,19.2,93.6,8.93,14.4
"2021/01/14","02:43:29",11.08,35745,26240,38.1101,23.23,22.50,2.259,1.565,7.82,-64.3,0.91,0.19,15.9,93.2,8.90,14.5
"2021/01/14","02:49:29",11.07,35587,26116,38.2903,23.13,22.39,2.225,1.541,7.82,-64.3,0.54,0.11,44.1,93.2,8.90,14.5
"2021/01/14","02:55:29",11.05,35294,25893,38.6211,22.94,22.19,2.196,1.522,7.82,-64.3,0.46,0.09,18.8,93.2,8.91,14.5
"2021/01/14","03:01:29",11.05,35116,25757,38.8239,22.82,22.07,2.162,1.498,7.82,-64.2,0.75,0.16,19.0,93.1,8.91,14.5
"2021/01/14","03:07:29",11.04,34899,25596,39.0683,22.68,21.92,2.137,1.481,7.82,-64.1,0.81,0.17,25.5,93.3,8.95,14.5
"2021/01/14","03:13:29",11.04,34633,25399,39.3717,22.51,21.74,2.110,1.462,7.82,-64.1,0.60,0.12,21.3,93.1,8.93,14.5
"2021/01/14","03:19:29",11.04,34385,25213,39.6614,22.35,21.56,2.081,1.442,7.81,-64.0,0.96,0.20,19.9,93.3,8.97,14.3
"2021/01/14","03:25:29",11.03,34138,25027,39.9563,22.19,21.39,2.059,1.428,7.81,-64.0,0.22,0.05,20.1,93.0,8.95,14.3
"2021/01/14","03:31:29",11.02,33783,24761,40.3857,21.95,21.15,2.036,1.411,7.81,-64.0,0.35,0.07,29.9,93.0,8.97,14.3
"2021/01/14","03:37:29",11.02,33588,24618,40.6212,21.83,21.02,2.016,1.398,7.81,-63.9,0.54,0.11,21.0,93.2,8.99,14.3
"2021/01/14","03:43:29",11.01,33054,24219,41.2903,21.48,20.65,1.998,1.386,7.81,-63.9,0.37,0.08,20.9,93.2,9.01,14.4
"2021/01/14","03:49:29",11.00,32782,24016,41.6387,21.30,20.46,1.980,1.373,7.81,-63.8,0.42,0.09,21.3,93.5,9.06,14.3
"2021/01/14","03:55:29",11.00,32638,23909,41.8249,21.21,20.37,1.962,1.361,7.81,-63.8,1.12,0.23,21.4,93.3,9.04,14.3
"2021/01/14","04:01:29",10.99,32334,23682,42.2259,21.01,20.16,1.956,1.357,7.81,-63.8,0.56,0.11,22.7,93.5,9.07,14.2
"2021/01/14","04:07:29",10.99,32045,23467,42.6125,20.82,19.96,1.946,1.350,7.81,-63.8,0.66,0.14,26.7,93.2,9.06,14.3
"2021/01/14","04:13:29",10.98,31827,23305,42.9098,20.68,19.81,1.935,1.343,7.81,-63.7,0.73,0.15,21.5,93.5,9.10,14.3
"2021/01/14","04:19:29",10.97,31376,22967,43.5401,20.39,19.50,1.931,1.340,7.81,-63.7,1.18,0.24,23.1,93.5,9.11,14.4
"2021/01/14","04:25:28",10.96,31179,22818,43.8243,20.26,19.37,1.926,1.337,7.81,-63.7,1.98,0.41,30.5,93.4,9.12,14.3
"2021/01/14","04:31:29",10.95,30777,22517,44.4107,20.00,19.10,1.928,1.339,7.81,-63.7,0.76,0.16,22.1,93.1,9.11,14.4
"2021/01/14","04:37:29",10.95,30785,22522,44.4010,20.01,19.10,1.928,1.339,7.81,-63.6,0.87,0.18,26.6,93.5,9.14,14.4
"2021/01/14","04:43:29",10.94,30518,22321,44.8002,19.83,18.92,1.929,1.340,7.81,-63.7,0.99,0.21,23.3,93.2,9.13,14.4
"2021/01/14","04:49:29",10.93,30289,22148,45.1509,19.68,18.76,1.948,1.353,7.81,-63.5,1.03,0.21,21.9,93.5,9.17,14.5
"2021/01/14","04:55:29",10.92,30085,21996,45.4636,19.55,18.63,1.954,1.358,7.81,-63.6,1.07,0.22,23.2,93.3,9.16,14.4
"2021/01/14","05:01:29",10.92,29903,21859,45.7469,19.43,18.50,1.977,1.373,7.81,-63.6,0.88,0.18,23.4,93.3,9.16,14.4
"2021/01/14","05:07:29",10.91,29678,21691,46.1022,19.29,18.35,2.003,1.392,7.81,-63.5,1.03,0.21,23.8,93.9,9.23,14.4
"2021/01/14","05:13:29",10.91,29406,21492,46.5295,19.11,18.17,2.032,1.412,7.80,-63.5,0.90,0.19,25.2,93.3,9.19,14.4
"2021/01/14","05:19:29",10.91,29206,21344,46.8510,18.98,18.03,2.068,1.437,7.80,-63.5,0.95,0.20,20.6,93.1,9.18,14.4
"2021/01/14","05:25:28",10.90,28761,21016,47.5836,18.69,17.73,2.111,1.468,7.80,-63.5,1.17,0.24,25.8,93.6,9.24,14.4
"2021/01/14","05:31:29",10.90,28258,20646,48.4355,18.36,17.39,2.161,1.502,7.81,-63.5,1.09,0.23,28.1,93.6,9.26,14.4
"2021/01/14","05:37:29",10.89,27994,20451,48.8969,18.19,17.22,2.215,1.540,7.80,-63.4,1.18,0.25,26.8,93.8,9.30,14.4
"2021/01/14","05:43:29",10.89,27831,20330,49.1882,18.09,17.11,2.273,1.581,7.80,-63.4,1.31,0.27,25.0,93.9,9.31,14.4
"2021/01/14","05:49:29",10.88,27527,20104,49.7425,17.89,16.90,2.339,1.627,7.80,-63.5,1.78,0.37,29.1,94.3,9.37,14.4
"2021/01/14","05:55:29",10.88,27438,20037,49.9074,17.83,16.84,2.412,1.678,7.80,-63.4,1.22,0.25,26.4,93.5,9.29,14.4
"2021/01/14","06:01:29",10.87,27347,19969,50.0770,17.77,16.78,2.487,1.730,7.80,-63.4,1.14,0.24,28.9,93.7,9.32,14.3
"2021/01/14","06:07:29",10.87,27323,19951,50.1236,17.76,16.77,2.564,1.784,7.80,-63.3,1.09,0.23,27.5,93.5,9.30,14.4
"2021/01/14","06:13:29",10.87,27183,19845,50.3912,17.66,16.67,2.642,1.838,7.80,-63.3,1.03,0.21,51.2,93.8,9.33,14.4
"2021/01/14","06:19:29",10.86,27143,19815,50.4669,17.64,16.64,2.716,1.889,7.80,-63.3,1.28,0.27,24.9,93.7,9.32,14.5
"2021/01/14","06:25:29",10.86,27084,19771,50.5803,17.60,16.61,2.789,1.940,7.80,-63.3,1.31,0.27,27.1,94.1,9.36,14.4
"2021/01/14","06:31:29",10.86,26918,19646,50.8996,17.49,16.49,2.853,1.985,7.80,-63.2,1.26,0.26,29.9,94.2,9.39,14.3
"2021/01/14","06:37:29",10.85,26849,19595,51.0341,17.45,16.45,2.916,2.029,7.80,-63.3,0.62,0.13,27.3,93.9,9.36,14.5
"2021/01/14","06:43:29",10.85,26870,19609,50.9960,17.46,16.46,2.976,2.071,7.80,-63.2,12.78,2.66,23.2,94.1,9.38,14.4
"2021/01/14","06:49:29",10.85,26810,19564,51.1131,17.42,16.42,3.037,2.113,7.80,-63.2,1.17,0.24,22.5,94.2,9.39,14.5
"2021/01/14","06:55:29",10.86,27370,19976,50.0611,17.79,16.80,3.098,2.155,7.80,-63.0,0.94,0.19,17.0,93.8,9.33,14.4
"2021/01/14","07:01:29",10.86,27631,20167,49.5847,17.96,16.97,3.170,2.205,7.80,-63.2,1.14,0.24,17.4,94.0,9.33,14.3
"2021/01/14","07:07:29",10.86,27795,20289,49.2888,18.06,17.08,3.191,2.219,7.80,-63.2,0.81,0.17,20.1,94.0,9.33,14.4
"2021/01/14","07:13:29",10.86,27975,20418,48.9753,18.18,17.20,3.258,2.265,7.80,-63.2,0.51,0.11,17.2,93.8,9.30,14.3
"2021/01/14","07:19:29",10.86,28063,20482,48.8223,18.24,17.26,3.301,2.295,7.80,-63.4,0.82,0.17,15.9,94.0,9.32,14.5
"2021/01/14","07:25:29",10.86,27824,20307,49.2437,18.08,17.10,3.351,2.331,7.80,-63.4,1.13,0.23,15.8,93.8,9.31,14.5
"2021/01/14","07:31:29",10.85,27613,20152,49.6220,17.94,16.96,3.393,2.360,7.80,-63.3,1.39,0.29,20.9,94.0,9.34,14.6
"2021/01/14","07:37:29",10.85,27480,20053,49.8672,17.86,16.87,3.435,2.389,7.80,-63.2,1.13,0.24,14.5,94.0,9.34,14.5
"2021/01/14","07:43:29",10.85,27405,19997,50.0073,17.81,16.82,3.482,2.422,7.80,-63.2,0.75,0.16,13.1,94.0,9.35,14.5
"2021/01/14","07:49:29",10.84,27343,19949,50.1285,17.77,16.78,3.521,2.449,7.80,-63.2,0.35,0.07,12.3,94.0,9.36,14.5
"2021/01/14","07:55:29",10.83,27330,19935,50.1641,17.76,16.77,3.561,2.477,7.80,-63.4,0.40,0.08,11.2,94.4,9.39,14.3
"2021/01/14","08:01:29",10.83,27450,20023,49.9426,17.84,16.85,3.607,2.509,7.80,-63.2,0.97,0.20,12.5,94.3,9.38,14.5
"2021/01/14","08:07:29",10.84,27506,20066,49.8357,17.87,16.89,3.644,2.535,7.80,-63.2,0.66,0.14,13.4,94.0,9.35,14.5
"2021/01/14","08:13:30",10.83,27519,20074,49.8163,17.88,16.90,3.685,2.563,7.80,-63.2,0.74,0.15,14.2,94.2,9.36,14.5
"2021/01/14","08:19:29",10.84,27719,20221,49.4542,18.01,17.03,3.727,2.592,7.80,-63.2,0.43,0.09,18.1,93.7,9.31,14.5
"2021/01/14","08:25:29",10.83,27887,20342,49.1586,18.12,17.14,3.766,2.619,7.80,-63.2,0.93,0.19,18.1,93.9,9.32,14.5
"2021/01/14","08:31:29",10.84,28120,20513,48.7491,18.27,17.30,3.812,2.651,7.80,-63.2,1.14,0.24,23.8,93.2,9.24,14.5
"2021/01/14","08:37:29",10.84,28385,20710,48.2848,18.45,17.48,3.854,2.679,7.80,-63.2,1.04,0.22,19.1,93.5,9.27,14.5
"2021/01/14","08:43:29",10.86,28625,20893,47.8638,18.60,17.64,3.895,2.708,7.80,-63.1,0.95,0.20,22.8,93.5,9.25,14.5
"2021/01/14","08:49:29",10.88,29006,21181,47.2117,18.85,17.90,3.930,2.731,7.80,-63.0,0.85,0.17,30.7,93.5,9.23,14.5
"2021/01/14","08:55:29",10.87,28993,21168,47.2401,18.84,17.89,3.956,2.750,7.80,-63.2,0.58,0.12,22.2,93.1,9.19,14.5
"2021/01/14","09:01:29",10.87,29115,21260,47.0361,18.92,17.97,3.987,2.771,7.80,-63.1,1.58,0.33,20.5,93.2,9.19,14.4
"2021/01/14","09:07:29",10.86,28930,21119,47.3515,18.80,17.84,4.012,2.788,7.80,-63.1,0.55,0.11,18.6,93.3,9.22,14.5
"2021/01/14","09:13:29",10.88,29176,21309,46.9283,18.96,18.01,4.039,2.807,7.80,-63.1,0.74,0.15,16.6,93.4,9.22,14.5
"2021/01/14","09:19:29",10.87,29282,21382,46.7686,19.03,18.08,4.064,2.824,7.80,-63.1,0.80,0.17,18.6,93.2,9.19,14.5
"2021/01/14","09:25:29",10.87,29335,21420,46.6844,19.06,18.12,4.091,2.843,7.80,-63.1,0.78,0.16,16.6,93.4,9.20,14.4
"2021/01/14","09:31:29",10.89,29447,21508,46.4936,19.14,18.19,4.111,2.857,7.80,-63.1,0.79,0.16,15.3,93.4,9.20,14.5
"2021/01/14","09:37:29",10.89,29464,21522,46.4641,19.15,18.20,4.135,2.873,7.80,-63.1,1.13,0.23,16.6,93.4,9.20,14.5
"2021/01/14","09:43:29",10.89,29557,21589,46.3191,19.21,18.27,4.158,2.889,7.80,-63.1,0.76,0.16,18.9,93.1,9.17,14.5
"2021/01/14","09:49:29",10.89,29625,21643,46.2052,19.25,18.31,4.177,2.903,7.80,-63.0,0.66,0.14,16.5,93.4,9.19,14.5
"2021/01/14","09:55:29",10.90,29741,21729,46.0204,19.33,18.39,4.199,2.917,7.80,-63.0,0.82,0.17,17.8,92.7,9.12,14.5
"2021/01/14","10:01:29",10.89,29748,21733,46.0131,19.33,18.40,4.215,2.928,7.80,-63.0,0.73,0.15,17.0,92.7,9.12,14.5
"2021/01/14","10:07:29",10.90,29939,21876,45.7112,19.46,18.53,4.227,2.936,7.80,-63.0,0.64,0.13,1049.3,92.8,9.12,14.4
"2021/01/14","10:13:29",10.91,30335,22172,45.1011,19.71,18.79,4.239,2.944,7.80,-63.0,0.54,0.11,17.0,92.8,9.10,14.5
"2021/01/14","10:19:29",10.91,30391,22214,45.0169,19.75,18.83,4.254,2.954,7.80,-63.0,0.95,0.20,18.4,92.7,9.09,14.5
"2021/01/14","10:25:29",10.92,30666,22421,44.6002,19.93,19.02,4.264,2.961,7.80,-63.0,1.26,0.26,26.8,92.8,9.09,14.5
"2021/01/14","10:31:29",10.93,30932,22621,44.2065,20.10,19.20,4.269,2.964,7.80,-63.0,0.92,0.19,24.9,92.6,9.06,14.5
"2021/01/14","10:37:29",10.94,31087,22737,43.9805,20.20,19.31,4.269,2.964,7.80,-63.0,5.26,1.09,27.7,92.8,9.07,14.4
"2021/01/14","10:43:29",10.95,31672,23172,43.1557,20.58,19.70,4.268,2.962,7.80,-63.0,1.29,0.27,28.0,92.6,9.02,14.5
"2021/01/14","10:49:29",10.95,31924,23360,42.8084,20.75,19.88,4.264,2.959,7.80,-63.0,0.91,0.19,53.7,92.5,9.01,14.5
"2021/01/14","10:55:29",10.95,32086,23478,42.5939,20.85,19.99,4.258,2.955,7.80,-63.1,0.56,0.12,25.2,92.7,9.01,14.5
"2021/01/14","11:01:29",10.96,32762,23979,41.7031,21.29,20.45,4.252,2.950,7.80,-63.0,1.39,0.29,29.9,92.5,8.96,14.4
"2021/01/14","11:07:29",10.97,33139,24258,41.2238,21.54,20.71,4.244,2.943,7.80,-63.1,1.10,0.23,28.0,92.1,8.91,14.5
"2021/01/14","11:13:29",10.98,33675,24655,40.5600,21.88,21.07,4.232,2.934,7.80,-63.1,0.94,0.20,35.9,92.0,8.88,14.5
"2021/01/14","11:19:29",10.98,33883,24809,40.3086,22.02,21.22,4.224,2.929,7.80,-63.2,1.09,0.23,30.5,92.3,8.90,14.4
"2021/01/14","11:25:29",10.98,34163,25014,39.9773,22.20,21.41,4.210,2.918,7.80,-63.1,0.56,0.12,32.2,91.4,8.80,14.5
"2021/01/14","11:31:29",10.99,35252,25816,38.7357,22.91,22.16,4.200,2.910,7.80,-63.0,0.76,0.16,35.4,91.0,8.72,14.5
"2021/01/14","11:37:29",10.98,35438,25952,38.5331,23.03,22.29,4.185,2.899,7.80,-63.1,1.86,0.38,42.7,91.0,8.71,14.5
"2021/01/14","11:43:29",10.98,35362,25896,38.6160,22.98,22.24,4.149,2.874,7.80,-63.3,1.56,0.32,35.9,91.9,8.80,14.5
"2021/01/14","11:49:29",10.99,35580,26057,38.3779,23.12,22.39,4.145,2.871,7.80,-63.4,1.33,0.27,34.3,91.5,8.76,14.5
"2021/01/14","11:55:29",11.00,36346,26625,37.5593,23.62,22.92,4.116,2.849,7.80,-63.2,0.47,0.10,35.5,91.6,8.73,14.4
"2021/01/14","12:01:29",11.00,36394,26660,37.5091,23.65,22.95,4.100,2.839,7.80,-63.3,1.57,0.33,54.4,90.6,8.64,14.3
"2021/01/14","12:07:29",11.00,36638,26842,37.2553,23.81,23.12,4.073,2.819,7.80,-63.4,0.87,0.18,24.5,91.2,8.69,14.4
"2021/01/14","12:13:29",11.01,36913,27047,36.9728,23.99,23.31,4.041,2.797,7.80,-63.4,0.82,0.17,34.4,90.9,8.65,14.4
"2021/01/14","12:19:29",11.01,37115,27196,36.7703,24.12,23.45,4.005,2.772,7.81,-63.8,1.35,0.28,36.7,91.6,8.71,14.5
"2021/01/14","12:25:29",11.01,37156,27226,36.7295,24.15,23.48,3.969,2.747,7.81,-63.8,1.24,0.26,110.0,91.8,8.72,14.4
"2021/01/14","12:31:29",11.01,37312,27345,36.5701,24.25,23.59,3.929,2.719,7.81,-63.9,0.73,0.15,24.9,91.8,8.72,14.4
"2021/01/14","12:37:29",10.96,36185,26482,37.7609,23.52,22.80,3.896,2.698,7.81,-64.0,0.85,0.17,22.3,92.3,8.81,14.4
"2021/01/14","12:43:29",10.95,36051,26380,37.9076,23.43,22.71,3.858,2.672,7.81,-63.9,0.34,0.07,21.3,92.5,8.84,14.4
"2021/01/14","12:49:29",10.94,35753,26154,38.2353,23.24,22.51,3.821,2.646,7.81,-63.9,0.72,0.15,387.0,92.1,8.82,14.4
"2021/01/14","12:55:29",10.94,35623,26058,38.3765,23.15,22.41,3.780,2.618,7.81,-63.9,0.40,0.08,1209.1,92.3,8.84,14.4
"2021/01/14","13:01:29",10.95,35625,26062,38.3700,23.15,22.42,3.740,2.591,7.81,-63.9,0.15,0.03,11.9,92.0,8.82,14.3
"2021/01/14","13:07:29",10.94,35578,26021,38.4312,23.12,22.38,3.703,2.565,7.81,-63.9,2.44,0.51,10.8,92.0,8.82,14.3
"2021/01/14","13:13:29",10.94,35600,26040,38.4024,23.14,22.40,3.665,2.539,7.81,-63.9,-0.03,-0.01,9.6,92.3,8.84,14.3
"2021/01/14","13:19:29",10.95,35648,26079,38.3448,23.17,22.43,3.626,2.512,7.81,-63.9,0.63,0.13,9.8,92.5,8.86,14.3
"2021/01/14","13:25:29",10.94,35661,26084,38.3377,23.18,22.44,3.585,2.483,7.81,-63.9,0.09,0.02,23.1,92.3,8.84,14.3
"2021/01/14","13:31:29",10.94,35668,26091,38.3269,23.18,22.45,3.551,2.459,7.81,-63.9,0.14,0.03,10.2,91.9,8.81,14.3
"2021/01/14","13:37:29",10.95,35754,26159,38.2275,23.24,22.51,3.514,2.434,7.81,-63.9,3.88,0.81,9.7,92.0,8.81,14.3
"2021/01/14","13:43:29",10.96,35834,26226,38.1307,23.29,22.56,3.479,2.409,7.81,-63.8,-0.05,-0.01,11.2,92.3,8.83,14.3
